District Code,District Name,Mandal Code,Mandal Name,Village Code,Village Name
523,West Godavari,4984,Bhimavaram,588736,Dirusumarru
511,Kurnool,5254,Yemmiganur,593827,Divamdinne
505,East Godavari,4903,Peddapuram,587348,Divili
517,Prakasam,5148,Kandukur,912407,Divvivaripalem
502,Anantapur,5304,D.Hirehal,594655,Dodagatta
502,Anantapur,5349,Roddam,595345,Dodagatta
510,Krishna,4994,Veerullapadu,588898,Dodda Devarapadu
511,Kurnool,5271,Adoni,594081,Doddanakeri
523,West Godavari,4985,Kalla,588744,Doddanapudi
517,Prakasam,5127,Maddipadu,591059,Doddavaram
517,Prakasam,5127,Maddipadu,591065,Doddavarappadu
502,Anantapur,5353,Rolla,595398,Dodderi
517,Prakasam,5130,Hanumanthuni Padu,591141,Doddi Chintala
517,Prakasam,5130,Hanumanthuni Padu,591141,Doddi Chintala
517,Prakasam,5130,Hanumanthuni Padu,591141,Doddi Chintala
505,East Godavari,4909,Rangampeta,587431,Doddigunta
503,Chittoor,5386,Pileru,596060,Doddipalle
503,Chittoor,5386,Pileru,596060,Doddipalle
503,Chittoor,5421,Chittoor,596727,Doddipalle (OG)
510,Krishna,5016,Kaikalur,589356,Doddipatla
523,West Godavari,4989,Yelamanchili,588797,Doddipatla
523,West Godavari,4989,Yelamanchili,588797,Doddipatla
523,West Godavari,4989,Yelamanchili,588797,Doddipatla
523,West Godavari,4989,Yelamanchili,588797,Doddipatla
523,West Godavari,4989,Yelamanchili,588797,Doddipatla
519,Srikakulam,4782,Nandigam,580679,Dodlarama Chandrapuram
506,Guntur,5051,Krosuru,589922,Dodleru
506,Guntur,5051,Krosuru,589922,Dodleru
506,Guntur,5051,Krosuru,589922,Dodleru
521,Vizianagaram,4812,Parvathipuram,582164,Doggavanimulaga
510,Krishna,5029,Gudlavalleru,589611,Dokiparru
506,Guntur,5073,Medikonduru,590235,Dokiparru
505,East Godavari,4887,Addateegala,586845,Dokkapalem
519,Srikakulam,4781,Vajrapukothuru,580545,Dokulapadu
519,Srikakulam,4800,Polaki,581493,Dola
521,Vizianagaram,4825,Gajapathinagaram,582743,Dola Palem
519,Srikakulam,4777,Kanchili,580388,Dolagovindapuram
520,Visakhapatanam,4841,Munchingi Puttu,583482,Dolliputtu
505,East Godavari,4915,Pedapudi,587512,Domada
519,Srikakulam,4806,Etcherla,581701,Domam
511,Kurnool,5252,Kowthalam,593792,Dommaladinne
504,Y.S.R.,5200,Mylavaram,592857,Dommara Nandyala (CT)
503,Chittoor,5425,Santhipuram,596826,Dommarathippana Palle
523,West Godavari,4958,Kovvur,588268,Dommeru
523,West Godavari,4958,Kovvur,588268,Dommeru
521,Vizianagaram,4821,Therlam,582599,Dommigani Gadabavalasa
519,Srikakulam,4792,Jalumuru,581107,Dompaka
517,Prakasam,5116,Ardhaveedu,590875,Donakonda
523,West Godavari,4964,Pedavegi,588392,Dondapadu
506,Guntur,5053,Thullur,589961,Dondapadu
506,Guntur,5062,Vinukonda,590076,Dondapadu
506,Guntur,5062,Vinukonda,590076,Dondapadu
506,Guntur,5067,Narasaraopet,590150,Dondapadu Agraharam
520,Visakhapatanam,4856,Ravikamatham,585858,Dondapudi
504,Y.S.R.,5218,Lingala,593206,Dondlavagu
510,Krishna,5011,Vijayawada (Rural),589225,Done Atkuru (OG)
502,Anantapur,5308,Vidapanakal,594706,Donekal
505,East Godavari,4888,Rajavommangi,586920,Donelapalem
506,Guntur,5088,Kollur,590422,Donepudi
521,Vizianagaram,4809,Kurupam,581971,Dongalabaramani
520,Visakhapatanam,4861,Sabbavaram,586049,Dongalamarri Sitarampuram
521,Vizianagaram,4808,Gummalakshmipuram,581935,Dongurukikkuva
502,Anantapur,5309,Guntakal,594733,Donimukkala
520,Visakhapatanam,4880,Nakkapalle,586444,Donivanilakshmipuram
520,Visakhapatanam,4880,Nakkapalle,586425,Donkada
520,Visakhapatanam,4852,Nathavaram,585720,Donkada Agraharam
519,Srikakulam,4787,Lakshminarsupeta,580898,Donkalabadavanja
520,Visakhapatanam,4846,Hukumpeta,584569,Donkinavalasa
521,Vizianagaram,4820,Badangi,582542,Donkinivalasa
503,Chittoor,5425,Santhipuram,596833,Donkumanipalle
503,Chittoor,5425,Santhipuram,596833,Donkumanipalle
503,Chittoor,5425,Santhipuram,596833,Donkumanipalle
502,Anantapur,5344,Nallamada,595275,Donnikota
523,West Godavari,4962,Unguturu,588351,Dontavaram
515,SPSR Nellore,5177,Nellore,592095,Donthali
505,East Godavari,4943,Katrenikona,587913,Dontikurru
506,Guntur,5084,Ponnur,590364,Doppalapudi
520,Visakhapatanam,4878,Atchutapuram,586389,Dopperla
520,Visakhapatanam,4845,Ananthagiri,584214,Doraguda
520,Visakhapatanam,4844,Araku Valley,584045,Doraguda
505,East Godavari,4887,Addateegala,586832,Doramamidi
523,West Godavari,4948,Buttayagudem,588037,Doramamidi
505,East Godavari,6063,Nellipaka,579084,Doramitta
523,West Godavari,4955,Dwarakatirumala,588212,Dorasanipadu
504,Y.S.R.,5214,Proddatur,593124,Dorasanipalle
502,Anantapur,5339,Mudigubba,595201,Dorigallu
503,Chittoor,5384,Chandragiri,596038,Dornakambala
503,Chittoor,5384,Chandragiri,596038,Dornakambala
517,Prakasam,5100,Dornala,590590,Dornala
511,Kurnool,5299,Dornipadu,594557,Dornipadu
511,Kurnool,5299,Dornipadu,594557,Dornipadu
505,East Godavari,4905,Korukonda,587386,Dosakayalapalle
520,Visakhapatanam,4880,Nakkapalle,586429,Dosalapadu
502,Anantapur,5326,Putlur,595028,Dosaledu
502,Anantapur,5309,Guntakal,594722,Dosaludiki
523,West Godavari,4967,Denduluru,588464,Dosapadu
504,Y.S.R.,5226,Chennur,593337,Doulathapuram
505,East Godavari,4907,Rajahmundry Rural,909973,Dowleswaram (CT)
505,East Godavari,4924,Ramachandrapuram,587646,Draksharama
505,East Godavari,4924,Ramachandrapuram,587646,Draksharama
517,Prakasam,5106,Martur,590705,Dronadula
523,West Godavari,4956,Nallajerla,588248,Dubacherla
523,West Godavari,4956,Nallajerla,588248,Dubacherla
523,West Godavari,4956,Nallajerla,588248,Dubacherla
523,West Godavari,4956,Nallajerla,588248,Dubacherla
515,SPSR Nellore,5165,Anumasamudrampeta,591828,Dubagunta
515,SPSR Nellore,5160,Kaligiri,591737,Dubagunta
517,Prakasam,5146,Pamur,591489,Dubagunta
505,East Godavari,4886,Y. Ramavaram,586669,Dubela
502,Anantapur,5356,Penukonda,595424,Duddebanda
502,Anantapur,5318,Beluguppa,594913,Duddekunta
504,Y.S.R.,5217,Simhadripuram,593190,Duddekunta
523,West Godavari,4963,Bhimadole,588358,Duddepudi
511,Kurnool,5251,Kosigi,593760,Duddi
521,Vizianagaram,4808,Gummalakshmipuram,581940,Duddukhallu
517,Prakasam,5110,Inkollu,590742,Duddukur
523,West Godavari,4957,Devarapalle,588263,Duddukuru
520,Visakhapatanam,4872,Chodavaram,586221,Duddupalem
511,Kurnool,5290,Pattikonda,594419,Dudekonda
511,Kurnool,5290,Pattikonda,594419,Dudekonda
511,Kurnool,5263,Kothapalle,593972,Dudyala
504,Y.S.R.,5237,Sambepalle,593506,Dudyala
519,Srikakulam,4783,Hiramandalam,580714,Dugarajapuram
521,Vizianagaram,4817,Salur,582431,Dugdasagaram
520,Visakhapatanam,4854,Narsipatnam,585797,Duggada
504,Y.S.R.,5200,Mylavaram,592842,Duggana Palle
515,SPSR Nellore,5192,Vakadu,592572,Duggaraja Patnam
521,Vizianagaram,4813,Makkuva,582184,Duggeru
521,Vizianagaram,4807,Komarada,581807,Duggi
519,Srikakulam,4784,Palakonda,580742,Duggi
523,West Godavari,4964,Pedavegi,588390,Duggirala
510,Krishna,5006,G.Konduru,589124,Duggiralapadu
505,East Godavari,4923,Kajuluru,587629,Duggudurru
502,Anantapur,5328,Narpala,595058,Duggumarri
515,SPSR Nellore,5176,Podalakur,592070,Duggunta Rajupalem
519,Srikakulam,4783,Hiramandalam,580698,Duggupuram
521,Vizianagaram,4817,Salur,582388,Dulibhadra
521,Vizianagaram,4817,Salur,582388,Dulibhadra
521,Vizianagaram,4817,Salur,582388,Dulibhadra
505,East Godavari,4918,Kadiam,587555,Dulla
504,Y.S.R.,5239,Rayachoti,593540,Dullavaripalle
520,Visakhapatanam,4844,Araku Valley,583961,Dumbriguda
521,Vizianagaram,4826,Garividi,582795,Dummeda
523,West Godavari,4975,Akividu,588599,Dumpagadapa
504,Y.S.R.,5212,Khajipet,593099,Dumpalagattu
515,SPSR Nellore,5166,Dagadarthi,591854,Dundigam
510,Krishna,4996,Gampalagudem,588945,Dundiralapadu
519,Srikakulam,4776,Mandasa,580369,Dunnavuru
517,Prakasam,5099,Tripuranthakam,590580,Dupadu
517,Prakasam,5099,Tripuranthakam,590580,Dupadu
517,Prakasam,5099,Tripuranthakam,590580,Dupadu
521,Vizianagaram,4836,Vizianagaram,583125,Duppada
519,Srikakulam,4791,Kotabommali,581078,Duppalapadu
505,East Godavari,4887,Addateegala,586826,Duppalapalem
505,East Godavari,4917,Anaparthy,587540,Duppalapudi
521,Vizianagaram,4819,Ramabhadrapuram,582523,Duppalapudi
520,Visakhapatanam,4878,Atchutapuram,586403,Duppituru
520,Visakhapatanam,4878,Atchutapuram,586403,Duppituru
502,Anantapur,5321,Kalyandurg,594947,Duradakunta
519,Srikakulam,4774,Meliaputti,580203,Durbalapuram
503,Chittoor,5375,Tirupati (Rural),595722,Durga Samudram
505,East Godavari,4902,Gollaprolu,587331,Durgada
502,Anantapur,5328,Narpala,595061,Durgam
503,Chittoor,5419,Srirangarajapuram,596653,Durgarajapuram
503,Chittoor,5413,Chowdepalle,596523,Durgasamudram
506,Guntur,5042,Durgi,589824,Durgi
506,Guntur,5042,Durgi,589824,Durgi
503,Chittoor,5377,Yerpedu,595780,Durgiperi
511,Kurnool,5281,Gadivemula,594276,Durvesi
505,East Godavari,4888,Rajavommangi,586905,Dusaripamu
519,Srikakulam,4798,Amadalavalasa,581408,Dusi
515,SPSR Nellore,5162,Duttalur,591777,Duttalur
523,West Godavari,4972,Tanuku,588543,Duvva
517,Prakasam,5099,Tripuranthakam,590567,Duvvali
521,Vizianagaram,4826,Garividi,912415,Duvvam
504,Y.S.R.,5203,Duvvur,592910,Duvvur
504,Y.S.R.,5203,Duvvur,592910,Duvvur
504,Y.S.R.,5203,Duvvur,592910,Duvvur
504,Y.S.R.,5203,Duvvur,592910,Duvvur
515,SPSR Nellore,5171,Sangam,591942,Duvvuru
515,SPSR Nellore,5171,Sangam,591942,Duvvuru
515,SPSR Nellore,5194,Naidupet,592634,Dwarakapuram
521,Vizianagaram,4836,Vizianagaram,583116,Dwarapudi
517,Prakasam,5122,Korisapadu,591011,Dyvala Ravuru
517,Prakasam,5122,Korisapadu,591011,Dyvala Ravuru
505,East Godavari,4894,Gangavaram,587085,E. Ramavaram
503,Chittoor,5395,Pulicherla,596173,E.Ramireddigari Palle
503,Chittoor,5395,Pulicherla,596173,E.Ramireddigari Palle
503,Chittoor,5395,Pulicherla,596173,E.Ramireddigari Palle
511,Kurnool,5259,Kurnool,593913,E.Thandrapadu
503,Chittoor,5418,Thavanampalle,596604,Eachaneri
517,Prakasam,5114,Darsi,590828,East Choutapalem
517,Prakasam,5146,Pamur,591490,East Kodigudlapadu
502,Anantapur,5321,Kalyandurg,594951,East Kodipalle
505,East Godavari,4893,Yeleswaram,587060,East Lakshmipuram
517,Prakasam,5147,Voletivaripalem,591509,East Polineni Palem
517,Prakasam,5114,Darsi,590829,East Veeraya Palem
517,Prakasam,5114,Darsi,590825,East Venkata Puram
511,Kurnool,5252,Kowthalam,593796,Echalahal
515,SPSR Nellore,5182,Venkatachalam,592184,Edagali
517,Prakasam,5134,Komarolu,591212,Edamakallu
510,Krishna,5005,Agiripalle,589101,Edara
510,Krishna,5005,Agiripalle,589101,Edara
510,Krishna,5005,Agiripalle,589101,Edara
517,Prakasam,5113,Mundlamuru,590779,Edara
505,East Godavari,4936,Mamidikuduru,587820,Edarada
505,East Godavari,4941,Amalapuram,587881,Edarapalle
520,Visakhapatanam,4881,Payakaraopeta,586466,Edatam
520,Visakhapatanam,4881,Payakaraopeta,586466,Edatam
506,Guntur,5070,Chilakaluripet  H/O.Purushotha Patnam,590183,Edavalli
506,Guntur,5070,Chilakaluripet  H/O.Purushotha Patnam,590183,Edavalli
523,West Godavari,4954,Kamavarapukota,588195,Edavalli
517,Prakasam,5132,Racherla,591179,Edavalli
511,Kurnool,5293,Tuggali,594446,Edduladoddi
502,Anantapur,5315,Pamidi,594857,Eddulapalle
503,Chittoor,5368,Thamballapalle,595624,Eddulavaripalle
511,Kurnool,5289,Dhone,594396,Eddupenta
510,Krishna,5020,Mudinepalle,589435,Edepalle
503,Chittoor,5408,Karvetinagar,912363,Edigapalli
505,East Godavari,4886,Y. Ramavaram,586687,Edlakonda
510,Krishna,5037,Avanigadda,589772,Edlanka
506,Guntur,5071,Edlapadu,590206,Edlapadu
506,Guntur,5071,Edlapadu,590206,Edlapadu
506,Guntur,5085,Tsundur,590376,Edlapalle
506,Guntur,5085,Tsundur,590376,Edlapalle
517,Prakasam,5108,Parchur,590715,Edubadu
517,Prakasam,5127,Maddipadu,591068,Edugundlapadu
502,Anantapur,5337,Bathalapalle,595166,Edula Mustur
502,Anantapur,5363,Somandepalle,595547,Edulabalapuram
521,Vizianagaram,4817,Salur,582405,Eduladandigam
510,Krishna,5005,Agiripalle,589108,Edulagudem
515,SPSR Nellore,5185,Sydapuram,592260,Edulakhandrika
523,West Godavari,4965,Pedapadu,588402,Edulakunta
510,Krishna,5022,Pedaparupudi,589479,Edulamaddali
520,Visakhapatanam,4870,Paravada,586161,Edulapaka Bonangi
520,Visakhapatanam,4870,Paravada,586161,Edulapaka Bonangi
506,Guntur,5081,Prathipadu,590323,Edulapalem
519,Srikakulam,4800,Polaki,581484,Edulavalasa
517,Prakasam,5126,Naguluppala Padu,591043,Edumudi
506,Guntur,5095,Nagaram,590495,Edupalle
506,Guntur,5095,Nagaram,590495,Edupalle
506,Guntur,5095,Nagaram,590495,Edupalle
510,Krishna,5023,Kankipadu,589491,Edupugallu
519,Srikakulam,4778,Ichchapuram,580463,Edupuram
519,Srikakulam,4775,Palasa,580269,Edurapalle
523,West Godavari,4973,Attili,588558,Eduru
515,SPSR Nellore,5180,Thotapalligudur,592147,Eduru - I
515,SPSR Nellore,5180,Thotapalligudur,592147,Eduru - I
515,SPSR Nellore,5180,Thotapalligudur,592154,Eduru - Ii
502,Anantapur,5341,Nambulipulikunta,595235,Edurudona
510,Krishna,5038,Nagayalanka,589788,Edurumondi
510,Krishna,5038,Nagayalanka,589788,Edurumondi
510,Krishna,5038,Nagayalanka,589788,Edurumondi
511,Kurnool,5263,Kothapalle,593971,Edurupadu
511,Kurnool,5259,Kurnool,593908,Edurur
502,Anantapur,5315,Pamidi,594848,Edurur
523,West Godavari,4952,Koyyalagudem,588161,Eduvadalapalem
505,East Godavari,4895,Rampachodavaram,587130,Eethapalle
517,Prakasam,5120,Podili,590957,Egalapadu
503,Chittoor,5418,Thavanampalle,596610,Eguva Thadakara
504,Y.S.R.,5235,Galiveedu,593492,Eguvagottiveedu
504,Y.S.R.,5205,Brahmamgarimattam,592951,Eguvanelatur
503,Chittoor,5427,Kuppam,596924,Ekarlapalle
503,Chittoor,5427,Kuppam,596924,Ekarlapalle
503,Chittoor,5404,Nindra,596354,Elakatur
503,Chittoor,5404,Nindra,596354,Elakatur
503,Chittoor,5404,Nindra,596354,Elakatur
502,Anantapur,5335,Kanaganapalle,595148,Elakkuntla
502,Anantapur,5335,Kanaganapalle,595148,Elakkuntla
505,East Godavari,4909,Rangampeta,587428,Elakolanu
503,Chittoor,5376,Renigunta,595757,Elamandyam
510,Krishna,5022,Pedaparupudi,589478,Elamarru
502,Anantapur,5307,Bommanahal,594701,Elanji
510,Krishna,5009,Ibrahimpatnam,589203,Elaprolu
503,Chittoor,5414,Ramasamudram,596530,Elavanellore
517,Prakasam,5104,Santhamaguluru,590675,Elchur
506,Guntur,5095,Nagaram,590489,Eletipalem
506,Guntur,5095,Nagaram,590489,Eletipalem
506,Guntur,5095,Nagaram,590489,Eletipalem
506,Guntur,5095,Nagaram,590489,Eletipalem
510,Krishna,5033,Ghantasala,589709,Elikala Kuduru
503,Chittoor,5405,Vijayapuram,596367,Ella Samudram
506,Guntur,5067,Narasaraopet,590161,Ellamanda
506,Guntur,5067,Narasaraopet,590161,Ellamanda
506,Guntur,5067,Narasaraopet,590161,Ellamanda
506,Guntur,5067,Narasaraopet,590161,Ellamanda
506,Guntur,5067,Narasaraopet,590161,Ellamanda
506,Guntur,5067,Narasaraopet,590161,Ellamanda
503,Chittoor,5420,Gangadhara Nellore,596688,Ellapalle
510,Krishna,5002,Musunuru,589041,Ellapuram
502,Anantapur,5339,Mudigubba,595211,Ellareddipalle
520,Visakhapatanam,4861,Sabbavaram,586037,Elluppi
502,Anantapur,5326,Putlur,595030,Ellutla
510,Krishna,5013,Unguturu,589266,Elukapadu
502,Anantapur,5336,Dharmavaram,595165,Elukuntla
523,West Godavari,4966,Eluru,588420,Eluru (R) (Part)
523,West Godavari,4985,Kalla,588740,Elurupadu
523,West Godavari,4985,Kalla,588740,Elurupadu
506,Guntur,5076,Duggirala,590270,Emani
511,Kurnool,5279,Bethamcherla,594237,Emboy
511,Kurnool,5279,Bethamcherla,594237,Emboy
506,Guntur,5049,Bellamkonda,589897,Emmajigudem
503,Chittoor,5378,Srikalahasti,595815,Empedu
511,Kurnool,5288,Banaganapalle,594369,Enakandla
510,Krishna,5003,Nuzvid,589054,Enamadala
506,Guntur,5081,Prathipadu,590324,Enamadala
506,Guntur,5081,Prathipadu,590324,Enamadala
506,Guntur,5081,Prathipadu,590324,Enamadala
517,Prakasam,5107,Yeddana Pudi,590707,Enamadala
510,Krishna,5033,Ghantasala,589713,Endakuduru
523,West Godavari,4944,Chintalapudi,587921,Endapalle
523,West Godavari,4944,Chintalapudi,587921,Endapalle
510,Krishna,5018,Kruthivennu,589381,Endapalle
517,Prakasam,5138,Santhanuthala Padu,591316,Endluru
506,Guntur,5052,Amaravathi,589950,Endroyi
511,Kurnool,5254,Yemmiganur,593830,Enigabala
510,Krishna,5011,Vijayawada (Rural),589223,Enikepadu (OG)
503,Chittoor,5371,Kalakada,595662,Enugondapalem
506,Guntur,5062,Vinukonda,590086,Enugupalem
506,Guntur,5062,Vinukonda,590086,Enugupalem
523,West Godavari,4965,Pedapadu,588412,Epuru
515,SPSR Nellore,5181,Muthukur,592164,Epuru  Bit-I-A
515,SPSR Nellore,5181,Muthukur,592164,Epuru  Bit-I-A
515,SPSR Nellore,5181,Muthukur,592168,Epuru Bit - I - B
515,SPSR Nellore,5182,Venkatachalam,592189,Epuru Bit - Ii (G V R Palem)
515,SPSR Nellore,5182,Venkatachalam,592189,Epuru Bit - Ii (G V R Palem)
502,Anantapur,5320,Brahmasamudram,594931,Eradikera
503,Chittoor,5400,Narayanavanam,596276,Erikambattu
503,Chittoor,5411,Irala,596487,Erlampalle
511,Kurnool,5283,Bandi Atmakur,594297,Ernapadu
511,Kurnool,5283,Bandi Atmakur,594297,Ernapadu
511,Kurnool,5270,Gonegandla,594060,Errabadu
511,Kurnool,5270,Gonegandla,594060,Errabadu
504,Y.S.R.,5219,Pulivendla,593224,Erraballe
504,Y.S.R.,5219,Pulivendla,593224,Erraballe
503,Chittoor,5420,Gangadhara Nellore,596683,Errabodireddipalle
504,Y.S.R.,5234,Chakrayapet,593467,Errabommanapalle
503,Chittoor,5410,Puthalapattu,596459,Erracheruvupalle
503,Chittoor,5410,Puthalapattu,596459,Erracheruvupalle
511,Kurnool,5297,Rudravaram,594520,Erragudidinne
503,Chittoor,5378,Srikalahasti,595842,Erragudipadu
523,West Godavari,4944,Chintalapudi,587939,Erraguntapalle
506,Guntur,5072,Phirangipuram,590211,Erraguntlapadu
510,Krishna,4997,Tiruvuru,588971,Erramadu
502,Anantapur,5356,Penukonda,595429,Erramanchi
503,Chittoor,5408,Karvetinagar,596415,Erramrajupalle
503,Chittoor,5394,Sodam,596170,Errathivaripalle
502,Anantapur,5310,Gooty,594749,Eswarapalle
503,Chittoor,5415,Punganur,596548,Etavakili
517,Prakasam,5140,Kotha Patnam,591349,Ethamukkala
506,Guntur,5093,Bapatla,590460,Etheru
506,Guntur,5093,Bapatla,590460,Etheru
506,Guntur,5093,Bapatla,590460,Etheru
502,Anantapur,5360,Tanakal,595490,Ethodu
503,Chittoor,5415,Punganur,596555,Ethur
520,Visakhapatanam,4879,Yelamanchili,586419,Eti Koppaka
510,Krishna,5038,Nagayalanka,589787,Etimoga
510,Krishna,5038,Nagayalanka,589787,Etimoga
510,Krishna,5038,Nagayalanka,589787,Etimoga
506,Guntur,5074,Guntur,590247,Etukur
510,Krishna,5008,Chandarlapadu,589189,Eturu
504,Y.S.R.,5212,Khajipet,593094,Eturu
504,Y.S.R.,5199,Kondapuram,592828,Eturu
504,Y.S.R.,5199,Kondapuram,592828,Eturu
504,Y.S.R.,5199,Kondapuram,592828,Eturu
505,East Godavari,4911,Pithapuram,587470,Fakruddinpalem
510,Krishna,5026,Pamidimukkala,589543,Fathelanka
505,East Godavari,6063,Nellipaka,579018,Fergusanpeta
505,East Godavari,4922,Karapa,587610,G. Bhavaram
505,East Godavari,4909,Rangampeta,587430,G. Donthamuru
504,Y.S.R.,5201,Peddamudium,592885,G. Kothapalle
505,East Godavari,4915,Pedapudi,587509,G. Mamidada
505,East Godavari,4910,Samalkota,587436,G. Medapadu
505,East Godavari,4910,Samalkota,587436,G. Medapadu
505,East Godavari,4903,Peddapuram,587360,G. Ragampeta
505,East Godavari,4888,Rajavommangi,586937,G. Sarabhavaram
505,East Godavari,4931,I. Polavaram,587746,G. Vemavaram
505,East Godavari,4931,I. Polavaram,587746,G. Vemavaram
505,East Godavari,4930,Thallarevu,587730,G. Vemavaram
502,Anantapur,5311,Peddavadugur,594763,G. Venkatampalle
505,East Godavari,4908,Rajanagaram,587416,G. Yerrampalem
511,Kurnool,5271,Adoni,594074,G.Hosalli
520,Visakhapatanam,4880,Nakkapalle,586426,G.Jagannadhapuram
511,Kurnool,5298,Allagadda,594534,G.Jambuladinne
511,Kurnool,5298,Allagadda,594534,G.Jambuladinne
520,Visakhapatanam,4858,Cheedikada,585933,G.Kothapalle
523,West Godavari,4955,Dwarakatirumala,588207,G.Kothapalle
517,Prakasam,5148,Kandukur,591526,G.Meka Padu
504,Y.S.R.,5205,Brahmamgarimattam,592948,G.Narasimhapuram
520,Visakhapatanam,4874,Kotauratla,912620,G.Sanyasirajupalem
511,Kurnool,5259,Kurnool,593909,G.Singavaram
520,Visakhapatanam,4854,Narsipatnam,585791,Gabbada
520,Visakhapatanam,4851,Koyyuru,585662,Gadabapalem
521,Vizianagaram,4823,Dattirajeru,582674,Gadabavalasa
521,Vizianagaram,4810,Jiyyammavalasa,582084,Gadabavalasa
519,Srikakulam,4769,Veeraghattam,579939,Gadagamma
505,East Godavari,4905,Korukonda,587392,Gadala
520,Visakhapatanam,4853,Golugonda,585783,Gadampalem
503,Chittoor,5396,Pakala,596198,Gadanki
503,Chittoor,5396,Pakala,596198,Gadanki
505,East Godavari,4905,Korukonda,587384,Gadarada
521,Vizianagaram,4823,Dattirajeru,582684,Gadasam
510,Krishna,5006,G.Konduru,589131,Gaddamanugu
503,Chittoor,5413,Chowdepalle,596513,Gaddamvaripalle
503,Chittoor,5413,Chowdepalle,596513,Gaddamvaripalle
503,Chittoor,5395,Pulicherla,596182,Gaddamvaripalle
521,Vizianagaram,4826,Garividi,582790,Gaddapuvalasa
502,Anantapur,5316,Vajrakarur,594871,Gade Hothur
504,Y.S.R.,5202,Rajupalem,592891,Gadegudur
502,Anantapur,5308,Vidapanakal,594708,Gadekal
504,Y.S.R.,5248,Obulavaripalle,593706,Gadela
505,East Godavari,4897,Gokavaram,587227,Gadelapalem
520,Visakhapatanam,4841,Munchingi Puttu,583438,Gadelaputtu
521,Vizianagaram,4814,Seethanagaram,582275,Gadelavalasa
510,Krishna,5029,Gudlavalleru,589619,Gadepudi
519,Srikakulam,4770,Seethampeta,579962,Gadidapai
511,Kurnool,5281,Gadivemula,594273,Gadigarevula
520,Visakhapatanam,4846,Hukumpeta,584531,Gadikinchumanda
517,Prakasam,5133,Giddalur,591200,Gadikota
504,Y.S.R.,5242,Veeraballe,593570,Gadikota
505,East Godavari,4932,Mummidivaram,587756,Gadilanka
519,Srikakulam,4796,Rajam,581311,Gadimudidam
520,Visakhapatanam,4857,Madugula,585912,Gadirai
521,Vizianagaram,4810,Jiyyammavalasa,582096,Gadisingupuram
511,Kurnool,5281,Gadivemula,594267,Gadivemula
519,Srikakulam,4781,Vajrapukothuru,580536,Gadivuru
517,Prakasam,5127,Maddipadu,591050,Gadiyapudi
520,Visakhapatanam,4846,Hukumpeta,584468,Gadugupalle
511,Kurnool,5280,Panyam,594260,Gaggatur
521,Vizianagaram,4824,Mentada,582704,Gajamguddivalasa
521,Vizianagaram,4824,Mentada,582704,Gajamguddivalasa
520,Visakhapatanam,4872,Chodavaram,586218,Gajapathinagaram
519,Srikakulam,4800,Polaki,581491,Gajapathinagaram
502,Anantapur,5315,Pamidi,594850,Gajarampalle
521,Vizianagaram,4820,Badangi,582545,Gajarayunivalasa
517,Prakasam,5115,Markapur,590849,Gajjala Konda
523,West Godavari,4950,Tallapudi,588117,Gajjaram
511,Kurnool,5272,Holagunda,594107,Gajjehalli
503,Chittoor,5376,Renigunta,595765,Gajulamandyam
511,Kurnool,5285,Mahanandi,594327,Gajulapalle
503,Chittoor,5380,Buchinaidu Kandriga,595932,Gajulapellore
506,Guntur,5088,Kollur,590415,Gajullanka
506,Guntur,5088,Kollur,590415,Gajullanka
506,Guntur,5088,Kollur,590415,Gajullanka
502,Anantapur,5319,Gummagatta,594917,Galagala
521,Vizianagaram,4815,Balijipeta,582311,Galavilli
520,Visakhapatanam,4861,Sabbavaram,586044,Gali Bhimavaram
511,Kurnool,5283,Bandi Atmakur,594291,Gali Chennaiah Palem
511,Kurnool,5283,Bandi Atmakur,594291,Gali Chennaiah Palem
517,Prakasam,5131,Bestawaripeta,591165,Galijerugulla
520,Visakhapatanam,4850,Gudem Kotha Veedhi,585440,Galikonda
520,Visakhapatanam,4847,Paderu,584689,Galipadu
504,Y.S.R.,5235,Galiveedu,593490,Galiveedu
504,Y.S.R.,5235,Galiveedu,593490,Galiveedu
520,Visakhapatanam,4851,Koyyuru,585624,Gamakonda
506,Guntur,5045,Dachepalle,589852,Gamalapadu
520,Visakhapatanam,4863,Anandapuram,586106,Gambheeram
510,Krishna,4996,Gampalagudem,588956,Gampalagudem
502,Anantapur,5355,Parigi,595410,Ganapathipalle
523,West Godavari,4948,Buttayagudem,588060,Ganapavaram
506,Guntur,5092,Karlapalem,590455,Ganapavaram
506,Guntur,5092,Karlapalem,590455,Ganapavaram
506,Guntur,5092,Karlapalem,590455,Ganapavaram
510,Krishna,4995,Mylavaram,588940,Ganapavaram
506,Guntur,5069,Nadendla,590181,Ganapavaram
506,Guntur,5059,Rajupalem,590042,Ganapavaram
506,Guntur,5059,Rajupalem,590042,Ganapavaram
517,Prakasam,5099,Tripuranthakam,590570,Ganapavaram
517,Prakasam,5099,Tripuranthakam,590570,Ganapavaram
510,Krishna,5038,Nagayalanka,589785,Ganapeswaram
510,Krishna,5038,Nagayalanka,589785,Ganapeswaram
511,Kurnool,5262,Jupadu Bungalow,593952,Ganapuram
503,Chittoor,5388,Valmikipuram,596094,Gandaboyanapalle
504,Y.S.R.,5199,Kondapuram,592805,Gandaluru
515,SPSR Nellore,5169,Kodavalur,591901,Gandavaram
515,SPSR Nellore,5169,Kodavalur,591901,Gandavaram
