District Code,District Name,Mandal Code,Mandal Name,Village Code,Village Name
523,West Godavari,4964,Pedavegi,588388,Koppaka
523,West Godavari,4964,Pedavegi,588388,Koppaka
523,West Godavari,4964,Pedavegi,588388,Koppaka
523,West Godavari,4964,Pedavegi,588388,Koppaka
505,East Godavari,4889,Kotananduru,586956,Koppaka Agraharam
502,Anantapur,5324,Garladinne,594979,Koppalakonda
510,Krishna,5030,Pedana,589626,Koppalle
519,Srikakulam,4785,Vangara,580789,Koppara
517,Prakasam,5104,Santhamaguluru,590674,Kopparam
517,Prakasam,5104,Santhamaguluru,590674,Kopparam
517,Prakasam,5104,Santhamaguluru,590674,Kopparam
517,Prakasam,5104,Santhamaguluru,590674,Kopparam
519,Srikakulam,4785,Vangara,580782,Kopparavalasa
523,West Godavari,4987,Narasapuram,588760,Kopparru
506,Guntur,5082,Pedanandipadu,590333,Kopparru
505,East Godavari,4917,Anaparthy,587542,Koppavaram
505,East Godavari,4910,Samalkota,587447,Koppavaram
503,Chittoor,5404,Nindra,596352,Koppedu Acharyula Khandriga
517,Prakasam,5105,Ballikurava,590691,Koppera Padu
517,Prakasam,5105,Ballikurava,590679,Koppera Palem
521,Vizianagaram,4838,Pusapatirega,583182,Kopperla
520,Visakhapatanam,4883,Rambilli,912617,Koppingondapalem
504,Y.S.R.,5199,Kondapuram,592798,Koppolu
517,Prakasam,5139,Ongole,591333,Koppolu (R)
506,Guntur,5062,Vinukonda,590069,Koppukonda
506,Guntur,5062,Vinukonda,590069,Koppukonda
506,Guntur,5040,Macherla,589801,Koppunur
506,Guntur,5040,Macherla,589801,Koppunur
506,Guntur,5075,Pedakakani,590249,Koppuravuru
520,Visakhapatanam,4864,Padmanabham,586112,Korada
519,Srikakulam,4783,Hiramandalam,580711,Koradamanyam
521,Vizianagaram,4837,Nellimarla,583149,Koradapeta
521,Vizianagaram,4823,Dattirajeru,582652,Korapa
521,Vizianagaram,4823,Dattirajeru,582654,Korapa Kothavalasa
519,Srikakulam,4798,Amadalavalasa,581378,Korapam
519,Srikakulam,4773,Pathapatnam,580166,Korasavada
519,Srikakulam,4773,Pathapatnam,580166,Korasavada
511,Kurnool,5281,Gadivemula,594275,Koratamaddi
515,SPSR Nellore,5197,Sullurpeta,592760,Koridi
515,SPSR Nellore,5171,Sangam,591931,Korimerla
505,East Godavari,4930,Thallarevu,587732,Koringa
505,East Godavari,4922,Karapa,587599,Koripalle
517,Prakasam,5122,Korisapadu,591008,Korisapadu
521,Vizianagaram,4807,Komarada,581763,Koriseela
502,Anantapur,5325,Singanamala,595002,Korivipalle
519,Srikakulam,4786,Regidi Amadalavalasa,580854,Korla Valasa
510,Krishna,5002,Musunuru,589038,Korlagunta
519,Srikakulam,4798,Amadalavalasa,581403,Korlakota
519,Srikakulam,4798,Amadalavalasa,581403,Korlakota
504,Y.S.R.,5235,Galiveedu,593480,Korlakunta
503,Chittoor,5387,Kalikiri,596074,Korlakunta
504,Y.S.R.,5248,Obulavaripalle,593703,Korlakunta
504,Y.S.R.,5248,Obulavaripalle,593703,Korlakunta
521,Vizianagaram,4830,Gantyada,582926,Korlam
519,Srikakulam,4801,Gara,581526,Korlam
521,Vizianagaram,4822,Merakamudidam,582633,Korlam
519,Srikakulam,4780,Sompeta,580504,Korlam
517,Prakasam,5114,Darsi,590840,Korlamadugu
510,Krishna,5000,Vissannapet,589006,Korlamanda
510,Krishna,5019,Bantumilli,589399,Korlapadu
506,Guntur,5080,Vatticherukuru,590310,Kornepadu
506,Guntur,5080,Vatticherukuru,590310,Kornepadu
506,Guntur,5080,Vatticherukuru,590310,Kornepadu
519,Srikakulam,4801,Gara,581510,Korni
510,Krishna,5022,Pedaparupudi,589474,Kornipadu
520,Visakhapatanam,4843,Dumbriguda,583926,Korra
510,Krishna,5020,Mudinepalle,589426,Korraguntapalem
502,Anantapur,5323,Kudair,594970,Korrakodu
506,Guntur,5073,Medikonduru,590225,Korrapadu
504,Y.S.R.,5216,Muddanur,593161,Korrapadu
504,Y.S.R.,5202,Rajupalem,592901,Korrapadu
504,Y.S.R.,5208,Porumamilla,593007,Korrapatupalle
511,Kurnool,5281,Gadivemula,594268,Korrapolur
523,West Godavari,4948,Buttayagudem,588034,Korsavarigudem
510,Krishna,5017,Kalidindi,589363,Korukollu
523,West Godavari,4977,Palacoderu,588625,Korukollu
505,East Godavari,4905,Korukonda,587380,Korukonda
521,Vizianagaram,4836,Vizianagaram,583122,Korukonda
521,Vizianagaram,4836,Vizianagaram,583122,Korukonda
523,West Godavari,4960,Nidadavole,588295,Korumamidi
511,Kurnool,5301,Kolimigundla,594591,Korumanipalle
505,East Godavari,4928,Kapileswarapuram,587701,Korumilli
523,West Godavari,4969,Pentapadu,588509,Korumilli
520,Visakhapatanam,4882,S.Rayavaram,586493,Koruprolu
520,Visakhapatanam,4882,S.Rayavaram,586493,Koruprolu
523,West Godavari,4949,Polavaram,588092,Koruturu
520,Visakhapatanam,4860,K.Kotapadu,586005,Koruvada
520,Visakhapatanam,4860,K.Kotapadu,586004,Koruvada Jagannadhapuram
503,Chittoor,5405,Vijayapuram,596380,Kosala Nagaram
519,Srikakulam,4771,Bhamini,580089,Kosali
519,Srikakulam,4771,Bhamini,580089,Kosali
519,Srikakulam,4771,Bhamini,580089,Kosali
519,Srikakulam,4774,Meliaputti,580177,Kosamala
519,Srikakulam,4805,Ranastalam,581652,Kosta
510,Krishna,5032,Movva,589691,Kosuru
503,Chittoor,5368,Thamballapalle,595627,Kosuvaripalle
503,Chittoor,5368,Thamballapalle,595627,Kosuvaripalle
505,East Godavari,4929,K Gangavaram,587725,Kota
515,SPSR Nellore,5191,Kota,592524,Kota
515,SPSR Nellore,5191,Kota,592524,Kota
515,SPSR Nellore,5191,Kota,592524,Kota
515,SPSR Nellore,5191,Kota,592524,Kota
521,Vizianagaram,4840,Bhogapuram,583232,Kotabhogapuram
519,Srikakulam,4791,Kotabommali,581072,Kotabommali
503,Chittoor,5385,Chinnagottigallu,596039,Kotabylu
521,Vizianagaram,4828,Gurla,582851,Kotagandredu
503,Chittoor,5420,Gangadhara Nellore,596663,Kotagaram
520,Visakhapatanam,4846,Hukumpeta,584561,Kotagummam
520,Visakhapatanam,4849,Chintapalle,585147,Kotagunnalu
511,Kurnool,5297,Rudravaram,594513,Kotakonda
503,Chittoor,5368,Thamballapalle,595631,Kotakonda
503,Chittoor,5384,Chandragiri,596023,Kotala
503,Chittoor,5368,Thamballapalle,595617,Kotala
503,Chittoor,5368,Thamballapalle,595617,Kotala
517,Prakasam,5135,Veligandla,591246,Kotala Palle
503,Chittoor,5430,Yadamarri,597062,Kotalam
515,SPSR Nellore,5188,Balayapalle,592422,Kotambedu
505,East Godavari,4889,Kotananduru,586946,Kotananduru
502,Anantapur,5324,Garladinne,594990,Kotanka
510,Krishna,5001,Chatrai,589019,Kotapadu
510,Krishna,5001,Chatrai,589019,Kotapadu
517,Prakasam,5111,Janakavarampanguluru,590749,Kotapadu
511,Kurnool,5301,Kolimigundla,594586,Kotapadu
517,Prakasam,5143,Ponnaluru,591395,Kotapadu
517,Prakasam,5143,Ponnaluru,591395,Kotapadu
505,East Godavari,4909,Rangampeta,587424,Kotapadu
519,Srikakulam,4790,Santhabommali,581022,Kotapadu
511,Kurnool,5286,Sirvel,594336,Kotapadu
519,Srikakulam,4805,Ranastalam,581676,Kotapalem
519,Srikakulam,4805,Ranastalam,581676,Kotapalem
502,Anantapur,5360,Tanakal,595491,Kotapalle
515,SPSR Nellore,5197,Sullurpeta,592752,Kotapoluru
523,West Godavari,4948,Buttayagudem,588077,Kotaramachandrapuram
519,Srikakulam,4778,Ichchapuram,580462,Kotari
519,Srikakulam,4796,Rajam,581325,Kotaripuram
521,Vizianagaram,4830,Gantyada,582942,Kotarubilli
503,Chittoor,5408,Karvetinagar,596437,Kotarvedu
521,Vizianagaram,4819,Ramabhadrapuram,582521,Kotasirlam
520,Visakhapatanam,4874,Kotauratla,586283,Kotauratla
503,Chittoor,5391,B.Kothakota,596130,Kotavooru
506,Guntur,5065,Ipur,590130,Kotcherla
506,Guntur,5065,Ipur,590130,Kotcherla
510,Krishna,5017,Kalidindi,589364,Kotcherla
519,Srikakulam,4805,Ranastalam,581673,Kotcherla
517,Prakasam,5102,Donakonda,590634,Kotcherla Kota
511,Kurnool,5254,Yemmiganur,593839,Kotekal
511,Kurnool,5289,Dhone,594399,Kotha Buruju
511,Kurnool,5289,Dhone,594399,Kotha Buruju
515,SPSR Nellore,5189,Ojili,592472,Kotha Cheruvu
511,Kurnool,5298,Allagadda,594546,Kotha Kandukur
517,Prakasam,5133,Giddalur,591197,Kotha Kota
505,East Godavari,4912,Kothapalle,912604,Kotha Moolapeta
517,Prakasam,5145,Chandra Sekhara Puram,591471,Kotha Palle
517,Prakasam,5124,Vetapalem,591021,Kotha Peta (Part)
517,Prakasam,5124,Vetapalem,591021,Kotha Peta (Part)
517,Prakasam,5124,Vetapalem,591021,Kotha Peta (Part)
520,Visakhapatanam,4853,Golugonda,585779,Kotha Yellavaram
520,Visakhapatanam,4844,Araku Valley,584063,Kothaballuguda
515,SPSR Nellore,5186,Dakkili,592269,Kothacheruvu
502,Anantapur,5346,Kothacheruvu,595298,Kothacheruvu
502,Anantapur,5346,Kothacheruvu,595298,Kothacheruvu
505,East Godavari,4894,Gangavaram,587101,Kothada
504,Y.S.R.,5232,Pendlimarri,593449,Kothagiriapalle
510,Krishna,5001,Chatrai,589030,Kothagudem
504,Y.S.R.,5215,Jammalamadugu,593147,Kothaguntapalle
519,Srikakulam,4776,Mandasa,580363,Kothakamalapuram
505,East Godavari,4890,Tuni,586964,Kothakonda
502,Anantapur,5345,Bukkapatnam,595284,Kothakota
502,Anantapur,5345,Bukkapatnam,595284,Kothakota
511,Kurnool,5256,C.Belagal,593866,Kothakota
511,Kurnool,5289,Dhone,594400,Kothakota
519,Srikakulam,4804,Laveru,581600,Kothakota
517,Prakasam,5126,Naguluppala Padu,591031,Kothakota
517,Prakasam,5126,Naguluppala Padu,591031,Kothakota
503,Chittoor,5410,Puthalapattu,596462,Kothakota
520,Visakhapatanam,4856,Ravikamatham,585859,Kothakota
520,Visakhapatanam,4856,Ravikamatham,585859,Kothakota
519,Srikakulam,4793,Sarubujjili,581178,Kothakota
519,Srikakulam,4770,Seethampeta,579979,Kothakota
521,Vizianagaram,4831,Srungavarapukota,582985,Kothakota
502,Anantapur,5350,Madakasira,595351,Kothalam
505,East Godavari,4932,Mummidivaram,587757,Kothalanka
505,East Godavari,4932,Mummidivaram,587757,Kothalanka
505,East Godavari,4932,Mummidivaram,587757,Kothalanka
505,East Godavari,4932,Mummidivaram,587757,Kothalanka
523,West Godavari,4980,Penugonda,588682,Kothalaparru
506,Guntur,5064,Savalyapuram H/O Kanamarlapudi,590111,Kothalur
520,Visakhapatanam,4853,Golugonda,585760,Kothamallempeta
520,Visakhapatanam,4853,Golugonda,585760,Kothamallempeta
517,Prakasam,5139,Ongole,591336,Kothamamidipalem (R)
503,Chittoor,5402,Satyavedu,596322,Kothamarikuppam
503,Chittoor,5402,Satyavedu,596322,Kothamarikuppam
523,West Godavari,4979,Iragavaram,588667,Kothapadu
505,East Godavari,4895,Rampachodavaram,587149,Kothapakalu
521,Vizianagaram,4829,Bondapalle,582879,Kothapalem
503,Chittoor,5380,Buchinaidu Kandriga,595922,Kothapalem
515,SPSR Nellore,5193,Chittamur,592609,Kothapalem
520,Visakhapatanam,4853,Golugonda,585763,Kothapalem
520,Visakhapatanam,4850,Gudem Kotha Veedhi,585468,Kothapalem
515,SPSR Nellore,5191,Kota,592526,Kothapalem
515,SPSR Nellore,5191,Kota,592526,Kothapalem
520,Visakhapatanam,4851,Koyyuru,585634,Kothapalem
503,Chittoor,5376,Renigunta,595758,Kothapalem
515,SPSR Nellore,5180,Thotapalligudur,592142,Kothapalem
510,Krishna,5004,Bapulapadu,589073,Kothapalle
511,Kurnool,5279,Bethamcherla,594241,Kothapalle
511,Kurnool,5279,Bethamcherla,594241,Kothapalle
505,East Godavari,4885,Devipatnam,586605,Kothapalle
515,SPSR Nellore,5196,Doravarisatram,592682,Kothapalle
510,Krishna,4996,Gampalagudem,588959,Kothapalle
510,Krishna,4996,Gampalagudem,588959,Kothapalle
523,West Godavari,4974,Ganapavaram,588570,Kothapalle
503,Chittoor,5417,Gangavaram,596592,Kothapalle
521,Vizianagaram,4811,Garugubilli,582130,Kothapalle
510,Krishna,5033,Ghantasala,589696,Kothapalle
505,East Godavari,4897,Gokavaram,587224,Kothapalle
503,Chittoor,5431,Gudipala,597075,Kothapalle
503,Chittoor,5411,Irala,596494,Kothapalle
503,Chittoor,5411,Irala,596494,Kothapalle
503,Chittoor,5411,Irala,596494,Kothapalle
520,Visakhapatanam,4876,Kasimkota,586330,Kothapalle
515,SPSR Nellore,5158,Kavali,591710,Kothapalle
519,Srikakulam,4791,Kotabommali,581052,Kothapalle
519,Srikakulam,4791,Kotabommali,581052,Kothapalle
505,East Godavari,4912,Kothapalle,587490,Kothapalle
511,Kurnool,5263,Kothapalle,593965,Kothapalle
503,Chittoor,5427,Kuppam,596930,Kothapalle
523,West Godavari,4945,Lingapalem,587962,Kothapalle
506,Guntur,5040,Macherla,589804,Kothapalle
506,Guntur,5040,Macherla,589804,Kothapalle
504,Y.S.R.,5246,Rajampet,593659,Kothapalle
505,East Godavari,4888,Rajavommangi,586939,Kothapalle
503,Chittoor,5419,Srirangarajapuram,596641,Kothapalle
506,Guntur,5085,Tsundur,590382,Kothapalle  Narikellapalle
523,West Godavari,4971,Peravali,588536,Kothapalle Agraharam
523,West Godavari,4971,Peravali,588536,Kothapalle Agraharam
515,SPSR Nellore,5166,Dagadarthi,591864,Kothapalle Kowrugunta
511,Kurnool,5284,Nandyal,594306,Kothapalli
515,SPSR Nellore,5191,Kota,592530,Kothapatnam
520,Visakhapatanam,4859,Devarapalle,585997,Kothapenta
515,SPSR Nellore,5162,Duttalur,591772,Kothapeta
515,SPSR Nellore,5162,Duttalur,591772,Kothapeta
502,Anantapur,5310,Gooty,594756,Kothapeta
502,Anantapur,5310,Gooty,594756,Kothapeta
517,Prakasam,5151,Gudluru,591578,Kothapeta
519,Srikakulam,4791,Kotabommali,581069,Kothapeta
505,East Godavari,4927,Kothapeta,587680,Kothapeta
519,Srikakulam,4799,Narasannapeta,581437,Kothapolavalasa
510,Krishna,5034,Machilipatnam,589720,Kothapudi
519,Srikakulam,4798,Amadalavalasa,581404,Kothavalasa
520,Visakhapatanam,4845,Ananthagiri,584231,Kothavalasa
520,Visakhapatanam,4844,Araku Valley,584081,Kothavalasa
520,Visakhapatanam,4847,Paderu,584668,Kothavalasa
521,Vizianagaram,4814,Seethanagaram,582234,Kothavalasa
515,SPSR Nellore,5169,Kodavalur,591899,Kothavangallu
503,Chittoor,5392,Madanapalle,596138,Kothavaripalle
521,Vizianagaram,4830,Gantyada,582914,Kothavelagada
503,Chittoor,5420,Gangadhara Nellore,596692,Kothavenkatapuram
521,Vizianagaram,4831,Srungavarapukota,582969,Kothavooru
515,SPSR Nellore,5195,Pellakur,592663,Kothur
521,Vizianagaram,4811,Garugubilli,582128,Kothuru
519,Srikakulam,4772,Kothuru,580107,Kothuru
523,West Godavari,4965,Pedapadu,588398,Kothuru
505,East Godavari,4900,Prathipadu,587287,Kothuru
520,Visakhapatanam,4883,Rambilli,586498,Kothuru
505,East Godavari,4890,Tuni,586972,Kothuru
505,East Godavari,4733,Vararamachandrapuram,579278,Kothuru
523,West Godavari,4734,Velairpadu,579299,Kothuru
519,Srikakulam,4795,Santhakaviti,581268,Kothuru Ramachandrapuram
503,Chittoor,5405,Vijayapuram,596374,Kothuru Venkatapuram
503,Chittoor,5405,Vijayapuram,596374,Kothuru Venkatapuram
505,East Godavari,4905,Korukonda,587375,Koti
517,Prakasam,5112,Addanki,590771,Kotikalapudi
510,Krishna,5009,Ibrahimpatnam,589198,Kotikalapudi
505,East Godavari,4905,Korukonda,587377,Kotikesavaram
521,Vizianagaram,4820,Badangi,582536,Kotipalle
505,East Godavari,4929,K Gangavaram,587723,Kotipalle
505,East Godavari,4929,K Gangavaram,587723,Kotipalle
519,Srikakulam,4803,Ponduru,581568,Kotipalle
505,East Godavari,4933,Ainavilli,587769,Kotipalli Bhaga
502,Anantapur,5364,Hindupur,595561,Kotipi
515,SPSR Nellore,5172,Chejerla,591945,Kotitheertham
515,SPSR Nellore,5172,Chejerla,591945,Kotitheertham
502,Anantapur,5357,Puttaparthi,595443,Kotlapalle
502,Anantapur,5357,Puttaparthi,595443,Kotlapalle
502,Anantapur,5357,Puttaparthi,595443,Kotlapalle
502,Anantapur,5357,Puttaparthi,595443,Kotlapalle
503,Chittoor,5368,Thamballapalle,595620,Kotlapalle
504,Y.S.R.,5225,Vallur,593324,Kotluru
504,Y.S.R.,5225,Vallur,593324,Kotluru
503,Chittoor,5420,Gangadhara Nellore,596665,Kotrakona
503,Chittoor,5376,Renigunta,595767,Kotramangalam
510,Krishna,5016,Kaikalur,589352,Kottada
521,Vizianagaram,4819,Ramabhadrapuram,582499,Kottakki
521,Vizianagaram,4819,Ramabhadrapuram,582499,Kottakki
511,Kurnool,5284,Nandyal,594308,Kottala
505,East Godavari,4889,Kotananduru,586957,Kottam
505,East Godavari,4889,Kotananduru,586957,Kottam
521,Vizianagaram,4831,Srungavarapukota,582987,Kottam
521,Vizianagaram,4818,Pachipenta,582457,Kottavalasa
519,Srikakulam,4785,Vangara,580794,Kottisa
519,Srikakulam,4769,Veeraghattam,579927,Kottugumada
521,Vizianagaram,4817,Salur,582377,Kottuparuvu
519,Srikakulam,4788,Saravakota,580941,Kotturu
515,SPSR Nellore,5175,Rapur,592037,Koturupadu
515,SPSR Nellore,5174,Kaluvoya,591994,Koturupalle
521,Vizianagaram,4833,Lakkavarapukota,583031,Kotyada
519,Srikakulam,4772,Kothuru,580094,Kousalyapuram
503,Chittoor,5382,K.V.B.Puram,595970,Kovanur
506,Guntur,5080,Vatticherukuru,590321,Kovelamudi
519,Srikakulam,4787,Lakshminarsupeta,580892,Kovilam
517,Prakasam,5145,Chandra Sekhara Puram,591462,Kovilam Padu
517,Prakasam,5148,Kandukur,591533,Kovur
515,SPSR Nellore,5178,Kovur,592113,Kovur
515,SPSR Nellore,5188,Balayapalle,592434,Kovurivarigunta
503,Chittoor,5381,Varadaiahpalem,595960,Kovurpadu
515,SPSR Nellore,5159,Bogole,591726,Kovurpalle
515,SPSR Nellore,5159,Bogole,591726,Kovurpalle
523,West Godavari,4984,Bhimavaram,588728,Kovvada
523,West Godavari,4948,Buttayagudem,588084,Kovvada
505,East Godavari,4913,Kakinada (Rural),587499,Kovvada
520,Visakhapatanam,4864,Padmanabham,586123,Kovvada
521,Vizianagaram,4838,Pusapatirega,583189,Kovvada Agraharam
510,Krishna,5015,Mandavalli,589305,Kovvadalanka
523,West Godavari,4967,Denduluru,588463,Kovvali
505,East Godavari,4913,Kakinada (Rural),587501,Kovvuru
520,Visakhapatanam,4855,Rolugunta,585824,Kovvuru
520,Visakhapatanam,4855,Rolugunta,585824,Kovvuru
523,West Godavari,4951,Gopalapuram,588135,Kovvurupadu
502,Anantapur,5343,Kadiri,595265,Kowlepalle
511,Kurnool,5280,Panyam,594251,Kowlur
510,Krishna,5029,Gudlavalleru,589613,Kowtaram
511,Kurnool,5252,Kowthalam,593797,Kowthalam
510,Krishna,4991,Jaggayyapeta,588853,Kowthavari Agraharam
523,West Godavari,4948,Buttayagudem,588066,Koyarajahmundry
519,Srikakulam,4806,Etcherla,581715,Koyyam
519,Srikakulam,4806,Etcherla,581715,Koyyam
521,Vizianagaram,4813,Makkuva,582219,Koyyanapeta
523,West Godavari,4978,Penumantra,588646,Koyyetipadu
510,Krishna,5004,Bapulapadu,589076,Koyyuru
515,SPSR Nellore,5160,Kaligiri,591738,Krakuturu
505,East Godavari,4933,Ainavilli,587771,Krapa
505,East Godavari,4933,Ainavilli,587771,Krapa
505,East Godavari,4932,Mummidivaram,587759,Krapa Chintalapudi
517,Prakasam,5114,Darsi,590842,Krishna Puram
517,Prakasam,5136,Kanigiri,591282,Krishna Puram
503,Chittoor,5427,Kuppam,596948,Krishnadasanapalle
520,Visakhapatanam,4853,Golugonda,585757,Krishnadevipeta
511,Kurnool,5277,Krishnagiri,594210,Krishnagiri
503,Chittoor,5432,Palasamudram,597097,Krishnajammapuram
520,Visakhapatanam,4883,Rambilli,586504,Krishnampalem
503,Chittoor,5377,Yerpedu,595781,Krishnampalle
519,Srikakulam,4795,Santhakaviti,581262,Krishnamvalasa
515,SPSR Nellore,5157,Jaladanki,591706,Krishnapadu
515,SPSR Nellore,5181,Muthukur,592169,Krishnapatnam
520,Visakhapatanam,4852,Nathavaram,585731,Krishnapura Agraharam
511,Kurnool,5265,Atmakur,593981,Krishnapuram
521,Vizianagaram,4820,Badangi,582552,Krishnapuram
521,Vizianagaram,4816,Bobbili,582330,Krishnapuram
502,Anantapur,5345,Bukkapatnam,595277,Krishnapuram
502,Anantapur,5324,Garladinne,594988,Krishnapuram
502,Anantapur,5324,Garladinne,594988,Krishnapuram
503,Chittoor,5403,Nagalapuram,596343,Krishnapuram
520,Visakhapatanam,4864,Padmanabham,586128,Krishnapuram
510,Krishna,5026,Pamidimukkala,589549,Krishnapuram
520,Visakhapatanam,4842,Peda Bayalu,583579,Krishnapuram
519,Srikakulam,4803,Ponduru,581576,Krishnapuram
503,Chittoor,5376,Renigunta,595745,Krishnapuram
503,Chittoor,5425,Santhipuram,596815,Krishnapuram
521,Vizianagaram,4831,Srungavarapukota,582974,Krishnapuram
523,West Godavari,4946,T.Narasapuram,587986,Krishnapuram
505,East Godavari,4901,Thondangi,587318,Krishnapuram
517,Prakasam,5152,Ulavapadu,591599,Krishnapuram
503,Chittoor,5424,Venkatagirikota,596770,Krishnapuram
520,Visakhapatanam,4879,Yelamanchili,586422,Krishnapuram
520,Visakhapatanam,4879,Yelamanchili,586422,Krishnapuram
510,Krishna,4998,A.Konduru,909981,Krishnaraopalem
510,Krishna,5001,Chatrai,589015,Krishnaraopalem
519,Srikakulam,4782,Nandigam,580649,Krishnarayapuram
521,Vizianagaram,4814,Seethanagaram,582246,Krishnarayapuram
521,Vizianagaram,4832,Vepada,583017,Krishnarayudupeta
510,Krishna,5005,Agiripalle,589122,Krishnavaram
505,East Godavari,4899,Kirlampudi,587258,Krishnavaram
506,Guntur,5055,Mangalagiri,589984,Krishnayapalem
523,West Godavari,4961,Tadepalligudem,588336,Krishnayapalem
505,East Godavari,4897,Gokavaram,587223,Krishnunipalem
511,Kurnool,5299,Dornipadu,594558,Kristipadu
502,Anantapur,5311,Peddavadugur,594765,Kristipadu
506,Guntur,5051,Krosuru,589929,Krosuru
523,West Godavari,4968,Nidamarru,588489,Krovvidi
510,Krishna,5018,Kruthivennu,589380,Kruthivennu
510,Krishna,5018,Kruthivennu,589380,Kruthivennu
506,Guntur,5059,Rajupalem,590038,Kubadpuram
506,Guntur,5059,Rajupalem,590038,Kubadpuram
506,Guntur,5059,Rajupalem,590038,Kubadpuram
506,Guntur,5087,Vemuru,590402,Kuchallapadu
506,Guntur,5087,Vemuru,590402,Kuchallapadu
506,Guntur,5094,Nizampatnam,590479,Kuchinapudi
506,Guntur,5094,Nizampatnam,590479,Kuchinapudi
506,Guntur,5094,Nizampatnam,590479,Kuchinapudi
506,Guntur,5086,Amruthalur,590386,Kuchipudi
506,Guntur,5086,Amruthalur,590386,Kuchipudi
510,Krishna,5032,Movva,589686,Kuchipudi
515,SPSR Nellore,5194,Naidupet,592623,Kuchiwada
502,Anantapur,5323,Kudair,594974,Kudair
521,Vizianagaram,4817,Salur,582393,Kudakaru
510,Krishna,4999,Reddigudem,588999,Kudapa
510,Krishna,5014,Nandivada,589284,Kudaravalli
519,Srikakulam,4772,Kothuru,580103,Kuddigam
521,Vizianagaram,4833,Lakkavarapukota,583037,Kudduvalasa
515,SPSR Nellore,5197,Sullurpeta,592757,Kudiri
515,SPSR Nellore,5179,Indukurpet,592123,Kudithipalem
515,SPSR Nellore,5183,Manubolu,592199,Kudithipalle
520,Visakhapatanam,4845,Ananthagiri,584342,Kudiya
502,Anantapur,5304,D.Hirehal,594654,Kudulur
504,Y.S.R.,5228,Vontimitta,593373,Kudumalur
505,East Godavari,4929,K Gangavaram,587717,Kudupuru
510,Krishna,5030,Pedana,589647,Kuduru
503,Chittoor,5414,Ramasamudram,596538,Kudurucheemanapalle
520,Visakhapatanam,4843,Dumbriguda,583884,Kujabangi
520,Visakhapatanam,4841,Munchingi Puttu,583565,Kujabhangi
517,Prakasam,5105,Ballikurava,590689,Kukatla Palle
503,Chittoor,5430,Yadamarri,597042,Kukkalapalle
503,Chittoor,5380,Buchinaidu Kandriga,595931,Kukkambakam
506,Guntur,5070,Chilakaluripet  H/O.Purushotha Patnam,590189,Kukkapallevaripalem
503,Chittoor,5368,Thamballapalle,595632,Kukkarajupalle
503,Chittoor,5368,Thamballapalle,595632,Kukkarajupalle
523,West Godavari,4735,Kukunoor,579329,Kukunoor
515,SPSR Nellore,5174,Kaluvoya,591982,Kulluru
511,Kurnool,5270,Gonegandla,594052,Kulumala
520,Visakhapatanam,4848,G.Madugula,584951,Kulupadu
504,Y.S.R.,5202,Rajupalem,592890,Kulur
503,Chittoor,5382,K.V.B.Puram,595992,Kumara Venkata Bhupalapuram
503,Chittoor,5380,Buchinaidu Kandriga,595936,Kumara Venkatapuram
503,Chittoor,5407,Puttur,596414,Kumarabommarajupuram
523,West Godavari,4958,Kovvur,588272,Kumaradevam
504,Y.S.R.,5234,Chakrayapet,593462,Kumarakalva
521,Vizianagaram,4826,Garividi,582785,Kumaram
521,Vizianagaram,4835,Jami,583112,Kumaram
520,Visakhapatanam,4883,Rambilli,586517,Kumarapalle
505,East Godavari,4915,Pedapudi,587516,Kumarapriyam
520,Visakhapatanam,4853,Golugonda,585754,Kumarapuram
520,Visakhapatanam,4881,Payakaraopeta,586467,Kumarapuram
520,Visakhapatanam,4881,Payakaraopeta,586467,Kumarapuram
505,East Godavari,4911,Pithapuram,912624,Kumarapuram (OG)
504,Y.S.R.,5225,Vallur,593322,Kumarunipalle
511,Kurnool,5252,Kowthalam,593778,Kumbalanur
502,Anantapur,5352,Gudibanda,595379,Kumbaranagehalli
519,Srikakulam,4777,Kanchili,580384,Kumbarinowgam
503,Chittoor,5424,Venkatagirikota,596779,Kumbarlapalle
504,Y.S.R.,5227,Atlur,593354,Kumbhagiri
519,Srikakulam,4769,Veeraghattam,579929,Kumbidi Ichapuram
510,Krishna,5025,Thotlavalluru,589519,Kummamuru
502,Anantapur,5326,Putlur,595031,Kummanamala
502,Anantapur,5326,Putlur,595031,Kummanamala
521,Vizianagaram,4832,Vepada,583018,Kummapalle
515,SPSR Nellore,5160,Kaligiri,591739,Kummarakonduru
510,Krishna,4998,A.Konduru,588990,Kummarakuntla
503,Chittoor,5415,Punganur,596554,Kummaranatham
515,SPSR Nellore,5193,Chittamur,592617,Kummarapalem
515,SPSR Nellore,5187,Venkatagiri,592386,Kummarapeta
523,West Godavari,4986,Mogalthur,588758,Kummarapurugupalem
523,West Godavari,4986,Mogalthur,588758,Kummarapurugupalem
510,Krishna,5030,Pedana,589633,Kummarigunta
519,Srikakulam,4788,Saravakota,580952,Kummarigunta
519,Srikakulam,4788,Saravakota,580952,Kummarigunta
519,Srikakulam,4769,Veeraghattam,579948,Kummarigunta
521,Vizianagaram,4829,Bondapalle,582874,Kummarigunta Agraharam  @  Mutyalammapeta
520,Visakhapatanam,4847,Paderu,584659,Kummariputtu
502,Anantapur,5314,Peddapappur,594833,Kummetha
523,West Godavari,4977,Palacoderu,588632,Kumudavalli
503,Chittoor,5404,Nindra,596359,Kunama Raju Palem
