District Name,Mandal Name,Village Name
Srikakulam,Hiramandalam, K Jpuram,Kotha Tank
Srikakulam,Hiramandalam, K Jpuram,Boddakarra
Srikakulam,Hiramandalam,A agraharam,Kotha Tank
Srikakulam,Hiramandalam,A koduru,Naidu Tank
Srikakulam,Hiramandalam,A koduru,Chintala Tank
Srikakulam,Hiramandalam,A koduru,Jannivari Tank
Srikakulam,Hiramandalam,A koduru,Sakijola Tank
Srikakulam,Hiramandalam,A koduru,Kummaravani Tank
Srikakulam,Hiramandalam,A koduru,Santha Koneru 
Srikakulam,Hiramandalam,A koduru,Polinaidu Tank
Srikakulam,Hiramandalam,A Ravivalasa,Kasanna Tank
Srikakulam,Hiramandalam,A RAVIVALSA,Nowguda Tank
Srikakulam,Lakshminarsupeta,A RAVIVALSA,Kondagedda Tank
Srikakulam,Sarubujjili,A RAVIVALSA,Marri Tank
Srikakulam,Sarubujjili,A RAVIVALSA,Voora Tank
Srikakulam,Sarubujjili,A S Palli,Ravikarra Tank
Srikakulam,Hiramandalam,A S Palli,Pedda Tank
Srikakulam,Hiramandalam,A S Palli,Chinna Tank
Srikakulam,Hiramandalam,A S Palli,Voora Tank
Srikakulam,Hiramandalam,A VELAGA VALASA,Naidu Tank
Srikakulam,Hiramandalam,A. Polavaram,Kopmati Tank
Srikakulam,Hiramandalam,A. Polavaram,Kamasali Tank
Srikakulam,Hiramandalam,A. Venkampeta,Kotha Tank
Srikakulam,Hiramandalam,A. Venkampeta,Tathapappamma Tank
Srikakulam,Hiramandalam,A. Venkampeta,Gowtham Naidu Tank
Srikakulam,Hiramandalam,A.K Mallavaram,Komati Tank
Srikakulam,Hiramandalam,A.Kothapalli,Tadikarra Tank
Srikakulam,Hiramandalam,A.kothapalli,Jeedukarra Tank
Srikakulam,Hiramandalam,A.kothapalli,Jangamvani Tank
Srikakulam,Hiramandalam,A.kothapalli,Panthuluvani Tank
Srikakulam,Hiramandalam,A.L.Puram,Koneeru Tank
Srikakulam,Hiramandalam,A.l.puram,Buvathivani Tank
Srikakulam,Hiramandalam,A.l.puram,Lingareddy Tank
Srikakulam,Hiramandalam,A.P.Trayam,Voora Tank
Srikakulam,Hiramandalam,A.S. Peta,Kondavani Tank
Srikakulam,Hiramandalam,A.S. Peta,Pedda Tank
Srikakulam,Hiramandalam,A.S. Peta,Puridinaidu Tank
Srikakulam,Hiramandalam,A.S. Peta,Amdala Tank
Srikakulam,Hiramandalam,A.S. Peta,Marri Tank
Srikakulam,Hiramandalam,A.S. Peta,Voora Tank
Srikakulam,Hiramandalam,A.S. Peta,Voora Tank
Srikakulam,Hiramandalam,A.S. Peta,Sagaram
Srikakulam,Hiramandalam,A.S. Peta,Dhamannavari Tank
Srikakulam,Hiramandalam,A.vemavaram,Gundam Tank
Srikakulam,Hiramandalam,A.Vemavarappadu,Kotha Tank
Srikakulam,Hiramandalam,Aanaddapuram,Dhavani Tank
Srikakulam,Hiramandalam,aarikathota,Pedda Tank
Srikakulam,Hiramandalam,ACHANNAPETA,Pedda Tank
Srikakulam,Hiramandalam,Adamilli,Vadula Tank
Srikakulam,Hiramandalam,Adamma,ThaladaBanda
Srikakulam,Lakshminarsupeta,Addampalli,Voora Tank
Srikakulam,Lakshminarsupeta,ADDAPUSELA,Garammagundam
Srikakulam,Lakshminarsupeta,Adhivarapu Peta,Venkata Sagaram
Srikakulam,Lakshminarsupeta,ADHURU,Valasa Koneru
Srikakulam,Lakshminarsupeta,ADHURU,Akkalavani Tank
Srikakulam,Lakshminarsupeta,ADHURU,Dalivani Cheruvu
Srikakulam,Lakshminarsupeta,ADHURU,Ramasagaram
Srikakulam,Lakshminarsupeta,ADHURU,Ramanna Tank(P.Kollivalasa)
Srikakulam,Lakshminarsupeta,ADHURU,Veerabhadrasagaram
Srikakulam,Lakshminarsupeta,Adivennekkalam,Neelakhanta Sagaram
Srikakulam,Lakshminarsupeta,Adivinakkalam,Chittivani Cheruvu
Srikakulam,Lakshminarsupeta,Agartipalem,Appalanaidu Tank
Srikakulam,Lakshminarsupeta,Agniparru,Kotha Tank
Srikakulam,Lakshminarsupeta,Agniparru,Yathala Tank
Srikakulam,Lakshminarsupeta,Agniparru,Bhadrakalisagaram
Srikakulam,Lakshminarsupeta,Aithapudi,Nayarala Tank
Srikakulam,Lakshminarsupeta,Aithapudi,Turakavani Tank
Srikakulam,Lakshminarsupeta,ajjada,Dola Tank
Srikakulam,Lakshminarsupeta,Akiveedu,Tenkavani Tank
Srikakulam,Lakshminarsupeta,Akiveedu,Voora Tank
Srikakulam,Lakshminarsupeta,Akiveedu,Yerra Tank
Srikakulam,Lakshminarsupeta,Akiveedu,Tummalakarra Tank
Srikakulam,Lakshminarsupeta,Akiveedu,Pottivani Tank
Srikakulam,Lakshminarsupeta,Akiveedu,Joginaidu Tank
Srikakulam,Lakshminarsupeta,Akkarapalli,Sivakala Tank
Srikakulam,Lakshminarsupeta,Akkarapalli,Venkatanarasimha Tank
Srikakulam,Lakshminarsupeta,Akkarapalli,Pedda Tank
Srikakulam,Lakshminarsupeta,Akkarapalli,Injamma Tank
Srikakulam,Lakshminarsupeta,Akkarapalli,Atchivani Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Sambadicheruvu
Srikakulam,Lakshminarsupeta,AKKIVALASA,Ratchakoneru
Srikakulam,Lakshminarsupeta,AKKIVALASA,Kotta Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Vasanala Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Jaggalakarra Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Gollapallivani Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Ajaynaidu Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Ramasagaram
Srikakulam,Lakshminarsupeta,AKKIVALASA,Voora Tank (-Do-)
Srikakulam,Lakshminarsupeta,AKKIVALASA,Polinaidu Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Barikivani Tank
Srikakulam,Lakshminarsupeta,AKKIVALASA,Ravimanu Cheruvu
Srikakulam,Sarubujjili,AKKIVALASA,Kotha Tank
Srikakulam,Sarubujjili,Akkupalli gokavaram,Kothabanda 
Srikakulam,Sarubujjili,Akkurada,Koneeru Tank
Srikakulam,Sarubujjili,Akkurada,Kotha Tank
Srikakulam,Sarubujjili,Akula thampra,Kotha Tank
Srikakulam,Sarubujjili,Akula thampra,Voora Tank
Srikakulam,Sarubujjili,Akulakatta,Jaganadhasagaram
Srikakulam,Sarubujjili,Akulakatta,Eppilivani Tank
Srikakulam,Sarubujjili,Akulakatta,Karravani Tank
Srikakulam,Sarubujjili,Akulakatta,Pedda Tank
Srikakulam,Sarubujjili,Akulathampara,Pedda Tank
Srikakulam,Sarubujjili,alligudem,Munaganna Tank
Srikakulam,Hiramandalam,ALLUGUBILLI,Jallilingam Naidu Tank
Srikakulam,Lakshminarsupeta,ALLUGUBILLI,Nalla Tank
Srikakulam,Lakshminarsupeta,ALLUGUBILLI,Appalanaidu Tank(-Do-)
Srikakulam,Lakshminarsupeta,ALLUGUBILLI,Tivvakarra Tank
Srikakulam,Lakshminarsupeta,ALLUKOLA,Sengala Tank
Srikakulam,Lakshminarsupeta,ALLUKOLA,Kotta Tank(P.Kollivalasa)
Srikakulam,Lakshminarsupeta,ALLUKOLA,Kamasagaram
Srikakulam,Lakshminarsupeta,alluvada,Peddacheruvu
Srikakulam,Lakshminarsupeta,Alluvada,Chinna Cheruvu
Srikakulam,Lakshminarsupeta,Alluvada,Chakalavani Tank
Srikakulam,Lakshminarsupeta,alluwada,Puratala Tank
Srikakulam,Lakshminarsupeta,alluwada,Gangadhara Tank
Srikakulam,Lakshminarsupeta,alluwada,Beruvani Tank
Srikakulam,Lakshminarsupeta,Alluwada,Langannaidu Tank
Srikakulam,Lakshminarsupeta,Alluwada,Burjavani Tank
Srikakulam,Lakshminarsupeta,Alluwada,Neelamnaidu Tank
Srikakulam,Lakshminarsupeta,Aludu,Kornivani Tank
Srikakulam,Lakshminarsupeta,Aludu,Banalavani Tank
Srikakulam,Lakshminarsupeta,Aludu,Tivvakarra Tank
Srikakulam,Bhamini,AMAKAM,Vallabanaidu Tank
Srikakulam,Bhamini,AMAKAM,Mandala marri Tank
Srikakulam,Bhamini,AMAKAM,Manipatruni Tank
Srikakulam,Bhamini,AMAKAM,Nagamnaidu Tank
Srikakulam,Bhamini,AMAKAM,Appalanaidu Tank
Srikakulam,Bhamini,AMAKAM,Sivarammanna karra Tank
Srikakulam,Bhamini,AMAKAM,Bairaginaidu Tank
Srikakulam,Bhamini,AMAKAM,karra Tank
Srikakulam,Bhamini,Amalaguda,Biddika Tank
Srikakulam,Bhamini,Amalaguda,Kotha Sagaram
Srikakulam,Bhamini,Ambativalsa,Guggidi Tank
Srikakulam,Bhamini,Ambavelli,Bapana Tank
Srikakulam,Bhamini,Ambavelli,Vura Tank
Srikakulam,Bhamini,Ambavelli,Bokanna tank
Srikakulam,Bhamini,Ambavelli,Voona tank
Srikakulam,Bhamini,Amberpet,Vura Tank
Srikakulam,Bhamini,Amberpet,Katakarai tank
Srikakulam,Bhamini,Amberpet,Yerra Tank
Srikakulam,Bhamini,Amberpet,Naidu tank
Srikakulam,Bhamini,Amberpet,Vura Tank
Srikakulam,Bhamini,Amberpet,Tamara Tank
Srikakulam,Bhamini,Amberpet,Sakikarra tank
Srikakulam,Bhamini,Amberpet,Kambala tank
Srikakulam,Bhamini,Amberpet,Sagaram
Srikakulam,Bhamini,AMBUSALI,Beharavani tank
Srikakulam,Bhamini,Aminabad,Jaggunaidu tank
Srikakulam,Bhamini,Aminabad,Vura Tank
Srikakulam,Bhamini,Aminabad,Vura Tank
Srikakulam,Kothuru,Amiti,NUKALLAVANI TANK
Srikakulam,Kothuru,Amiti,KALLIPILLI TANK
Srikakulam,Kothuru,Amiti,CHINNAMNAIDU TANK
Srikakulam,Kothuru,Amiti,BJAKKARA BATTI
Srikakulam,Kothuru,Amiti,CHINTHAPURAMCHERUVU
Srikakulam,Kothuru,Amiti,SUBBANAIDU TANK
Srikakulam,Kothuru,Amiti,THAMMAYYAKAORA
Srikakulam,Kothuru,Amiti,KOTHACHERUVU
Srikakulam,Kothuru,Ammavarigudem,SARABUTANK
Srikakulam,Kothuru,Ampa Puram,YERRA TANK
Srikakulam,Kothuru,Ampalam,VOORA TANK
Srikakulam,Kothuru,Ampavalli,BALAJI CHERUVU
Srikakulam,Kothuru,Ampavalli,SIVAKANDIKI TANK
Srikakulam,Kothuru,Ampavalli,PATHACHERUVU
Srikakulam,Kothuru,Ampavalli,NAIDU TANK
Srikakulam,Kothuru,Ampavalli,KURMADASU CHERUVU
Srikakulam,Kothuru,Ampavalli,GUDLAADHINARAYANA
Srikakulam,Kothuru,Ampavalli,NARAYANA TANK
Srikakulam,Kothuru,Ampavalli,MADHAVA TANK
Srikakulam,Kothuru,Ampavalli,KOTHA TANK
Srikakulam,Kothuru,Ampavalli,VOORA TANK
Srikakulam,Kothuru,Ampavalli,UPPARA BANDA
Srikakulam,Kothuru,Ampavalli,NARASAKARRA TANK
Srikakulam,Kothuru,Ampavalli,Patahakarratank
Srikakulam,Kothuru,Ampavalli,Arikanappayyatank
Srikakulam,Kothuru,Ampavalli,RAVIKARRA TANK
Srikakulam,Kothuru,Ampavalli,EYYA TANK
Srikakulam,Kothuru,Ampavalli,VULAKAVARI TANK
Srikakulam,Kothuru,Ampuram,BHAREKE TANK
Srikakulam,Kothuru,Ampuram,VEERANAIDU TANK
Srikakulam,Kothuru,Ampuram,PADAPURUGUKARRA
Srikakulam,Kothuru,ANADAPURAM,POTHU GEDDA
Srikakulam,Kothuru,ANADAPURAM,VOORA TANK
Srikakulam,Kothuru,Anandhapuram ,NELAYYAVANI TANK
Srikakulam,Kothuru,Anandhapuram ,REESURANI GEDDA
Srikakulam,Kothuru,Anandhapuram ,DUPPADAVANI TANK
Srikakulam,Kothuru,ANANTAGIRI,CHINTHALACHERUVU
Srikakulam,Kothuru,ANANTAGIRI,KUMBEKARRA TANK
Srikakulam,Kothuru,Anapathi  ,Veeranaidu Tank
Srikakulam,Kothuru,Anathavaram,Kotha Tank
Srikakulam,Kothuru,Anathavaram,Gurayya Tank
Srikakulam,Kothuru,ANJANEYAPURM,JAGGU NAIDU TANK
Srikakulam,Kothuru,Ankalammapadu,KONDAVANI TANK
Srikakulam,Kothuru,Ankalammapadu,NAIDU CHERUVU
Srikakulam,Kothuru,Ankalammapadu,KOMATI TANK
Srikakulam,Kothuru,Ankalammapadu,NERADI KARRA
Srikakulam,Kothuru,Ankalammapadu,VOORA TANK
Srikakulam,Kothuru,Ankalammapadu,SIVAKANDIKI
Srikakulam,Kothuru,Ankalammapadu,TAMMAYYA CHERUVU
Srikakulam,Kothuru,Ankalammapadu,MUSILINAIDU TANK
Srikakulam,Kothuru,Ankalammapadu,MARRIKARRA TANK
Srikakulam,Kothuru,Ankannagudem,ESSAY TANK
Srikakulam,Kothuru,Ankannagudem,BADANA TANK
Srikakulam,Kothuru,Ankannagudem,CHINTHALA TANK
Srikakulam,Kothuru,Ankannagudem,KURMAYYA TANK
Srikakulam,Kothuru,Ankannagudem,JAMMIEVANI TANK
Srikakulam,Kothuru,Ankannagudem,VENKANNA PATNAIK
Srikakulam,Kothuru,Ankavaram,KUPPALI TANK
Srikakulam,Kothuru,Ankavaram,Dandasikarra tank
Srikakulam,Kothuru,Ankavaram,APPAYYA TANK
Srikakulam,Kothuru,Ankavaram,KURMANNA KARRA
Srikakulam,Kothuru,Ankullavalasa,PATHA TANK
Srikakulam,Kothuru,Ankullavalasa,PATHA TANK
Srikakulam,Kothuru,Annaipeta,BILLINGIVANI TANK
Srikakulam,Kothuru,annamarajupeta,Gulivindalabanda
Srikakulam,Kothuru,Annampalli,Kalliramannatank
Srikakulam,Etcherla,Antharla,Jalipimaidupeta Tank
Srikakulam,Etcherla,ANTRAKUDDA,Dhala Bandha
Srikakulam,Etcherla,ANTRAKUDDA,Baggu Vani Koneru
Srikakulam,Etcherla,ANTRAKUDDA,VallaBha Koneru
Srikakulam,Etcherla,ANTRAKUDDA,Komati Koneru
Srikakulam,Etcherla,ANTRAKUDDA,Kotha Cheruvu
Srikakulam,Etcherla,ANTRAKUDDA,Mugi Cherivu
Srikakulam,Etcherla,Antrevedi palem,Golla Bandha
Srikakulam,Etcherla,Antrevedi palem,Kothacheruvu
Srikakulam,Etcherla,Antrevedi palem,Ramasagaram
Srikakulam,Etcherla,Antrevedi palem,Nathannacheruvu
Srikakulam,Etcherla,Anukuru,Kuramanaidu koneru
Srikakulam,Etcherla,Anukuru,Korukondakoveru
Srikakulam,Etcherla,Anumanchipalli,Arrakoneru
Srikakulam,Ganguvarisigadam,Appalagraharam,Kotta cheruvu
Srikakulam,Ganguvarisigadam,Appalagraharam,Marrica paddia cheruvu
Srikakulam,Ganguvarisigadam,Appalagraharam,Pedda chakalivani cheruvu
Srikakulam,Ganguvarisigadam,Appalapeta,Uppavu cheruvu
Srikakulam,Ganguvarisigadam,Appalapeta,Asirivani cheruvu
Srikakulam,Ganguvarisigadam,Appanaveedu,Lingainna cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Joginaidu cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Norilla cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Vandragavani cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Gundham cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Gundham cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Konchila cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Konchila cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Pallivapani cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Latchiyyaguni cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Thummila cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Kottiah cheruvu
Srikakulam,Ganguvarisigadam,arikathota,Kathevani cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Ravula cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Sanapalavani cheruvu
Srikakulam,Ganguvarisigadam,Arikathota,Dhupaidda cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Gedda cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Narisippa cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Chakali cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Ravara cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Ammiadula cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Lanka cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Mamidi cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Pottianna cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Jogi cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Paranthala cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Kottiah konniahari
Srikakulam,Ganguvarisigadam,Arisepalle,Subbaiah cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Kodharavani cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Mangalivani cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Chinna cheruvu
Srikakulam,Ganguvarisigadam,Arisepalle,Voora cheruvu
Srikakulam,Ganguvarisigadam,Arjampudi,Chittivani cheruvu
Srikakulam,Ganguvarisigadam,Arjampudi,Joguraju cheruvu
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",GUTTA VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",ROUTHU VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",MATHA VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",KAMBALA VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",KURMA GUNDAM CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",DUYYI VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",KILLI VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",RANGA RAYUNI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",NALLA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",PEDDA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",MALAPANIVANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",CHINNA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",PERU BHATLA VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",MALLIKHARJUNA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",SOMAYYA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",GALIDEVARA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",PEDDA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",JAGANAM VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",BHARNANA VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",PAPA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",BARIKI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",ALLAMPALLI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",NANDALAVANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",DHRMA LINGANNA CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",BATTU VANI CHERUVU
Srikakulam,Laveru,"ARTHARAMUNI
AGRAHARAM",MALA VANI CHERUVU
Srikakulam,Laveru,Arukuru ,LATCHARAJU BANDA
Srikakulam,Laveru,Atchampalem,SURALA CHERUVU
Srikakulam,Laveru,Atchampalem,RAYI CHERUVU
Srikakulam,Laveru,Atchayyavaripalem,VOORA CHERUVU
Srikakulam,Laveru,Atchayyavaripalem,JAGGU CHERUVU
Srikakulam,Laveru,Atchayyavaripalem,VEDULLA CHERUVU
Srikakulam,Laveru,Atchayyavaripalem,MALLAYYA CHERUVU
Srikakulam,Laveru,Atchayyavaripalem,CHINNA CHERUVU
Srikakulam,Ponduru,Atreapuram,Gangasagaram
Srikakulam,Ponduru,Attisurikutti,Nalla Cheruvu
Srikakulam,Ponduru,Attisurikutti,Raikarra cheruvu
Srikakulam,Ponduru,ATTUKOTA,Mala Banda
Srikakulam,Ponduru,Aurugolanu,kuna tank
Srikakulam,Ponduru,Aurugolanu,satyamayya tank
Srikakulam,Ponduru,Avalingi,Dammuvari tank
Srikakulam,Ponduru,Avalingi,Ayyapuraju tank
Srikakulam,Ponduru,Avalingi,Gummavari tank
Srikakulam,Ponduru,Avalingi,Pedda cheruvu
Srikakulam,Ponduru,Avathara bad,Jeeruvani cheruvu
Srikakulam,Ponduru,Avathara bad,Peyyalavani Cheruvu
Srikakulam,Ponduru,Avathara bad,Ravikarra Cheruvu
Srikakulam,Ponduru,AVENKAMPETA,Pandi Gunta
Srikakulam,Ponduru,AVENKAMPETA,Sirisimkarra Cheruvu
Srikakulam,Ponduru,AVENKAMPETA,Kasi cheruvu
Srikakulam,Ponduru,AVENKAMPETA,Rellivani banda
Srikakulam,Ponduru,Avuruvada,Pottivani cheruvu
Srikakulam,Ponduru,Avuruvada,Jaggappa cheruvu
Srikakulam,Ponduru,Avuruvada,Ramasagaram
Srikakulam,Ponduru,Ayadyapuram,Polavani Cehruvu
Srikakulam,Ponduru,Ayadyapuram,Panduvani cheruvu
Srikakulam,Ponduru,ayana agaraharam,Kotta cheruvy
Srikakulam,Ponduru,Ayodyapuram,Kummari gunta
Srikakulam,Ponduru,Ayodyapuram,Pullapu chruvu
Srikakulam,Ponduru,ayyana agraharam,Arjuna cheruvu
Srikakulam,Ponduru,AYYANNAPETA,Kotta Cheruvu
Srikakulam,Ponduru,B Rajeru,Kalavari Cheruvu
Srikakulam,Ponduru,B RAjeru,Vura Cheruvu
Srikakulam,Ponduru,B Rajeru,Gamalavani Cheruvu
Srikakulam,Ponduru,B Rajeru,Turakavani Cheruvu
Srikakulam,Ponduru,B Rajeru,Palasavani cheruvu
Srikakulam,Ponduru,B Rajeru,Navinsabhu cheruvu
Srikakulam,Ponduru,B.b.patnam,Karri cheruvu
Srikakulam,Ponduru,B.b.patnam,Urla cheruvu
Srikakulam,Ranastalam,B.b.patnam,Vura Cheruvu
Srikakulam,Ranastalam,B.b.patnam,Kotta Cheruvu
Srikakulam,Ranastalam,B.b.patnam,Kamasali Cheruvu
Srikakulam,Ranastalam,B.g.peta,Butchavani Cheruvu
Srikakulam,Ranastalam,B.k.palli,Borapuvani Cheruvu
Srikakulam,Ranastalam,B.R.Puram,Munakala Cheruvu
Srikakulam,Ranastalam,B.R.Puram,Mushini Cheruvu
Srikakulam,Ranastalam,B.R.Puram,Boya Cheruvu
Srikakulam,Ranastalam,B.R.Puram,Pedda Cheruvu
Srikakulam,Ranastalam,B.R.Tallavalasa,Busaravani Cheruvu 
Srikakulam,Ranastalam,B.rajeru,Baggivani Cheruvu
Srikakulam,Ranastalam,B.rajeru,Eedula Cheruvu
Srikakulam,Ranastalam,B.Rajeru,Kirshtamma Cheruvu 
Srikakulam,Ranastalam,B.V. Puram,Yerra Cheruvu
Srikakulam,Ranastalam,B.v.gudem,Peranna Cheruvu
Srikakulam,Ranastalam,B.v.gudem,Nalla Cheruvu
Srikakulam,Ranastalam,B.v.gudem,Vura Cheruvu
Srikakulam,Ranastalam,B.v.gudem,Vura Cheruvu
Srikakulam,Ranastalam,B.v.gudem,Gurrappa Cheruvu
Srikakulam,Ranastalam,B.Velma Kota,Krishnamma Banda
Srikakulam,Ranastalam,BaBagempeta,Regamana Cheruvu
Srikakulam,Ranastalam,BaBagempeta,Gurrappa Cheruvu
Srikakulam,Ranastalam,BaBagempeta,Kambala Cheruvu
Srikakulam,Ranastalam,badevalassa,Atcheppa Cheruvu
Srikakulam,Ranastalam,badevalassa,Marri Cheruvu
Srikakulam,Ranastalam,badimeta,Venkanna Cheruvu 
Srikakulam,Ranastalam,Badrirajupalem,Pedda Cheruvu
Srikakulam,Ranastalam,Badrirajupalem,Bakirevu Cheruvu
Srikakulam,Ranastalam,BAGADA,Seeta Sagaram
Srikakulam,Ranastalam,Baggandoravalasa,Allavanicheruvu
Srikakulam,Ranastalam,Baggandoravalasa,Ellavani Cheruvu
Srikakulam,Ranastalam,Balabhdrapuram,Pedda Cheruvu
Srikakulam,Ranastalam,BALAGUDABA,Kona Sagaram
Srikakulam,Ranastalam,BALAGUDABA,Jagguraju Cheruvu
Srikakulam,Ranastalam,BALAGUDABA,Timmaraju Cheruvu
Srikakulam,Ranastalam,BALAGUDABA,Mogilipati Cheruvu
Srikakulam,Ranastalam,BALAGUDABA,Tummala Cheruvu
Srikakulam,Ranastalam,BALAGUDABA,Puna Cheruvu
Srikakulam,Ranastalam,BALAGUDABA,Akkalapu Cheruvu
Srikakulam,Ranastalam,BALAGUDADBA,Ura Cheruvu
Srikakulam,Ranastalam,BALAGUDANA,Kari Cheruvu
Srikakulam,Ranastalam,BALAGUDBA,Cheri Cheruvu
Srikakulam,Ranastalam,Baleru,Kotta Cheruvu
Srikakulam,Ranastalam,Baleru,Kurmayya Cheruvu
Srikakulam,Ranastalam,Baleru,Dannana Cheruvu
Srikakulam,Ranastalam,Baleru,Pedda Cheruvu
Srikakulam,Ranastalam,Baleru,Pathivada Cheruvu
Srikakulam,Ranastalam,Baleru,Nimmavani Cheruvu
Srikakulam,Ranastalam,Baleru,Pilakavani Cheruvu
Srikakulam,Ranastalam,Baleru,Mangala Koneru
Srikakulam,Ranastalam,Baleru,Boddavani Cheruvu
Srikakulam,Ranastalam,Baleru,Vankala Cheruvu
Srikakulam,Ranastalam,Baleru,Geddavani Cheruvu
Srikakulam,Ranastalam,Baleru,Pedda Cheruvu
Srikakulam,Ranastalam,Baleru,Venkayya Cheruvu
Srikakulam,Ranastalam,Baleru,Ura Cheruvu
Srikakulam,Ranastalam,Baleru,Pedda Ura Banda 
Srikakulam,Ranastalam,Baleru,Gundamma Cheruvu
Srikakulam,Etcherla,Balighattam,Pedha cheruvu
Srikakulam,Etcherla,Balighattam ,Yallappa Koneru
Srikakulam,Etcherla,Balijipeta,Pedha cheruvu
Srikakulam,Ganguvarisigadam,Balijipeta,Pedda cheruvu
Srikakulam,Laveru,Balijipeta,NIDAGANTLAM CHERUVU
Srikakulam,Laveru,Balijipeta,CHINTAMANI SAGARAM
Srikakulam,Laveru,Balijipeta,DABA CHERUVU
Srikakulam,Ranastalam,Balijipeta,Sriramasagaram
Srikakulam,Ranastalam,Balijipeta,Lankala Cheruvu
Srikakulam,Laveru,Balijipeta,Narayanasagaram
Srikakulam,Laveru,Balijipeta,Devalavanitank
Srikakulam,Etcherla,Balijipeta,peddatank
Srikakulam,Etcherla,Balijipeta,Karitank
Srikakulam,Etcherla,Balijipeta,peddatank
Srikakulam,Etcherla,Balijipeta,Chidikanitank
Srikakulam,Ponduru,Balijipeta,peddatank
Srikakulam,Ranastalam,Balijipeta,Vijayaramasagaram
Srikakulam,Ganguvarisigadam,Balijipeta,Vooratank
Srikakulam,Ponduru,Balimela,Petarumopuvanitank
Srikakulam,Ponduru,Balipadu,Varadhivenkappatank
Srikakulam,Ponduru,Balipadu,Ramasagaram
Srikakulam,Ganguvarisigadam,Baliwada,thumulavanitank
