district_name,mandal_name,panchayath_code,panchayath_name
Krishna,1,202896,Kambhampadu
Krishna,1,202890,A.Konduru
Krishna,1,202893,Repudi
Krishna,1,202900,Madhavaram
Krishna,1,202898,Krishnaraopalem
Krishna,1,202903,Ramachandrapuram
Krishna,1,202899,Kummarikuntla
Krishna,1,202891,Cheemalapadu
Krishna,1,202895,Jeelakunta
Krishna,1,202901,Marepalli
Krishna,1,202904,Repudi Thanda
Krishna,1,202897,Koduru
Krishna,1,202894,Gopalapuram
Krishna,1,202902,Polisettipadu
Krishna,1,202905,Vallampatla
Krishna,1,202892,Gollamandala
West Godavari,2,214266,Kandharavalli
West Godavari,2,214270,Pedamallam
West Godavari,2,214268,Kodamanchali
West Godavari,2,214271,Penumanchali
West Godavari,2,214269,Koderu
West Godavari,2,214263,Achanta
West Godavari,2,214262,A Vemavaram
West Godavari,2,214272,Seshamma Cheruvu
West Godavari,2,214264,Ayodyalanka
West Godavari,2,214273,Valluru
West Godavari,2,214265,Bimalapuram
West Godavari,2,214267,Karugoramilli
Prakasam,3,234582,Perayapalem
Prakasam,3,234574,Singarakondapalem
Prakasam,3,234583,Dhenuvakonda
Prakasam,3,234571,Dharmavaram
Prakasam,3,234590,Nagulapadu
Prakasam,3,234569,Chinakothapalli
Prakasam,3,234568,Chakrayapalem
Prakasam,3,234588,Manikeswaram
Prakasam,3,234573,Kalavakuru
Prakasam,3,234576,Ramayapalem
Prakasam,3,234586,Kongapadu
Prakasam,3,234585,Vippalavaripalem
Prakasam,3,234577,Timmayapalem
Prakasam,3,234570,Gowada
Prakasam,3,234581,Modepalli
Prakasam,3,234589,Jarlapalem
Prakasam,3,234567,Vemparala
Prakasam,3,234572,Sankavarappadu
Prakasam,3,234579,Kotikalapudi
Prakasam,3,234580,Kunkupadu
Prakasam,3,234587,Velamuripadu
Prakasam,3,234578,Gopalapuram
Prakasam,3,234575,Bommanampadu
Prakasam,3,234565,Mylavaram
Prakasam,3,234566,Uppalapadu
Prakasam,3,234584,Venkatapuram
East Godavari,4,198956,Vetamamidi
East Godavari,4,198943,Doramamidi
East Godavari,4,198942,Dhanyampalem
East Godavari,4,198947,Kimmuru
East Godavari,4,198944,Ducherthi
East Godavari,4,198951,Rayapalli
East Godavari,4,198953,Thimmapuram
East Godavari,4,198957,Yellavaram
East Godavari,4,198952,Somannapalem
East Godavari,4,198941,Dakodu
East Godavari,4,198955,Veeravaram
East Godavari,4,198939,D.Bheemavaram
East Godavari,4,198940,D.Ramavaram
East Godavari,4,198948,Konalova
East Godavari,4,198950,Puligogulapadu
East Godavari,4,198945,Gondolu
East Godavari,4,198938,Bodlanka
East Godavari,4,198936,Addateegala
East Godavari,4,198949,Matlapadu
East Godavari,4,198946,Gontuvanipalem
East Godavari,4,198954,Thungamadugula
East Godavari,4,198937,Bheemudupakalu
Kurnool,5,203864,Bychigeri
Kurnool,5,203862,Basapuram
Kurnool,5,203859,Arekal
Kurnool,5,203895,Virupapuram
Kurnool,5,203887,Pedda Harivanam
Kurnool,5,203863,Basarakodu
Kurnool,5,203894,Santhakudlur
Kurnool,5,203893,Sambagallu
Kurnool,5,203892,Salakalakonda
Kurnool,5,203878,Kuppagal
Kurnool,5,203869,Doddanakeri
Kurnool,5,203889,Pedda Thumbalam
Kurnool,5,203886,Pandavagallu
Kurnool,5,203872,Gonabavi
Kurnool,5,203884,Naranapuram
Kurnool,5,203891,Sadapuram
Kurnool,5,203888,Pedda Pendekal
Kurnool,5,203880,Mandageri
Kurnool,5,203865,Chinna Harivanam
Kurnool,5,203875,Jalibenchi
Kurnool,5,203871,Ganekal
Kurnool,5,203868,Dibbanakal
Kurnool,5,203883,Naganathana Halli
Kurnool,5,203881,Mantriki
Kurnool,5,203876,Kadithota
Kurnool,5,203885,Nettekal
Kurnool,5,203861,Billekallu
Kurnool,5,203867,Dhanapuram
Kurnool,5,203870,G.Hosalli
Kurnool,5,203879,Madire
Kurnool,5,203890,Pesalabanda
Kurnool,5,203860,Baladur
Kurnool,5,203873,Hanavalu
Kurnool,5,203866,Chinnapendekal
Kurnool,5,203882,Nagalapuram
Kurnool,5,203874,Isvi
Kurnool,5,203877,Kapati
1,6,195778,Kodihalli
1,6,195782,Ragelinganahalli
1,6,195781,P.Byadigera
1,6,195783,Ravudi
1,6,257938,Halikera
1,6,195780,Narasambudi
1,6,195777,Ingalore
1,6,195775,Agali
1,6,195779,Madhudi
1,6,195776,Hullekeradevarahalli
1,6,257948,Irigepally
Krishna,7,202929,Vadlamanu
Krishna,7,202908,Ammavarigudem
Krishna,7,202926,Sitharampuram
Krishna,7,202930,Vattigudipadu
Krishna,7,202913,Edulagudem
Krishna,7,202911,Chopparametla
Krishna,7,202920,Narasingapalem
Krishna,7,202909,Boddanapalli
Krishna,7,202928,Thotapalli
Krishna,7,202921,Nugondapalli
Krishna,7,202924,S.A.Peta
Krishna,7,202907,Agiripalli
Krishna,7,202910,Chinnagiripalli
Krishna,7,202927,Suravaram
Krishna,7,202923,Pothavarappadu
Krishna,7,202906,Adavinekkalam
Krishna,7,202922,Pinnamareddipalli
Krishna,7,202925,Sagguru
Krishna,7,202912,Edara
Krishna,7,202915,Kalaturu
Krishna,7,202916,Kanasanapalli
Krishna,7,202917,Kommuru
Krishna,7,202914,Gollagudem
Krishna,7,202918,Kotha Edara
Krishna,7,202919,Krishnavaram
East Godavari,8,198967,Nedunuru
East Godavari,8,198973,Sankaraigudem
East Godavari,8,198976,Veeravallipalem
East Godavari,8,198968,Pedapalem
East Godavari,8,198964,Madupalle
East Godavari,8,198963,Krapa
East Godavari,8,198978,Vilasa
East Godavari,8,198959,Ainavillilanka
East Godavari,8,198969,Pothukurru
East Godavari,8,198970,Pottilanka
East Godavari,8,198961,K.J.Puram
East Godavari,8,198958,Ainavilli
East Godavari,8,198966,Nallacheruvu
East Godavari,8,198960,Chintana Lanka
East Godavari,8,198971,S.Mulapalem
East Godavari,8,198977,Veluvalapalle
East Godavari,8,198975,Totharamudi
East Godavari,8,198965,Magam
East Godavari,8,198974,Siripalle
East Godavari,8,198962,Kondukuduru
East Godavari,8,198972,Sanapalli Lanka
West Godavari,9,214285,Mandapadu
West Godavari,9,214289,Taratavau
West Godavari,9,214282,Gummuluru
West Godavari,9,214283,Kollaparru
West Godavari,9,214278,Cherukumilli
West Godavari,9,214279,Chinakapavaram
West Godavari,9,214276,Akiveedu
West Godavari,9,214275,Ajjamuru
West Godavari,9,214277,Apparaopeta
West Godavari,9,214274,A.I.Bheemavaram
West Godavari,9,214281,Dumpagadapa
West Godavari,9,214287,Rajulapet
West Godavari,9,214288,Siddapuram
West Godavari,9,214280,Chinamillipadu
West Godavari,9,214286,Pedakapavaram
West Godavari,9,214284,Kuppanapudi
East Godavari,10,198996,Suryarao Peta
East Godavari,10,198986,Kalavacherla
East Godavari,10,198994,Pinapalle
East Godavari,10,198993,Penikeru
East Godavari,10,198991,Navabupeta
East Godavari,10,198983,Choppela
East Godavari,10,198992,Pedapalle
East Godavari,10,198982,Chintaluru
East Godavari,10,198988,Modukuru
East Godavari,10,198980,Baduguvanilanka
East Godavari,10,198990,Narsipuddi
East Godavari,10,198981,Chemudulanka
East Godavari,10,198987,Madiki
East Godavari,10,198985,Jonnada
East Godavari,10,198979,Alamuru
East Godavari,10,198989,Mulastanam
East Godavari,10,198984,Gummileru
East Godavari,10,198995,Sandhipudi
Kurnool,11,203906,Nallagatla
Kurnool,11,203904,Marripalle
Kurnool,11,203898,Bathalur
Kurnool,11,203900,G.Jambuladinne
Kurnool,11,203907,Obulampalle
Kurnool,11,203905,Mittapalle
Kurnool,11,203912,Yadawada
Kurnool,11,203901,Gopalapuram
Kurnool,11,203909,Peraipalli
Kurnool,11,203902,Gubagundam
Kurnool,11,203908,Patha Kandukur
Kurnool,11,203911,S.Lingamdinne
Kurnool,11,203896,Ahobilam
Kurnool,11,203899,Chinta Kommadinne
Kurnool,11,203897,Bachepalle
Kurnool,11,203910,R.Krishnapuram
Kurnool,11,203903,Kotha Kandukur
East Godavari,12,199003,Godilanka
East Godavari,12,199008,Komaragiripatnam
East Godavari,12,198998,Bendamurlanka
East Godavari,12,199005,Gudala
East Godavari,12,198999,Bodasakurru
East Godavari,12,199016,Vodalarevu
East Godavari,12,199007,Kodurupadu
East Godavari,12,199010,Pallipalem
East Godavari,12,199000,Devaguptam
East Godavari,12,199011,Rellugadda
East Godavari,12,199014,Thummalapalle
East Godavari,12,199002,Godi
East Godavari,12,199015,Thurpulanka
East Godavari,12,199001,Devaguptamravulapalem
East Godavari,12,199009,Mogallamuru
East Godavari,12,198997,Allavaram
East Godavari,12,199004,Godithippa
East Godavari,12,199013,Tadikona
East Godavari,12,199012,Samanthakurru
East Godavari,12,199006,Gundipudi
East Godavari,12,199017,Yentrikona
SPSR Nellore,13,208252,Beerangunta
SPSR Nellore,13,208256,Indupur
SPSR Nellore,13,208251,Batragagallu
SPSR Nellore,13,208262,Westgogulapalli
SPSR Nellore,13,208255,Graddgunta
SPSR Nellore,13,208259,North Mopur
SPSR Nellore,13,208250,Allur
SPSR Nellore,13,208258,North Amulur
SPSR Nellore,13,208261,Singa Pet
SPSR Nellore,13,208254,Velicherla
SPSR Nellore,13,208253,East Gogulapalli
SPSR Nellore,13,208257,Iskapalli
SPSR Nellore,13,208260,Purini
Kurnool,14,203923,Muddanagiri
Kurnool,14,203917,Kammarachedu
Kurnool,14,203914,Arikera
Kurnool,14,203920,Manikurthi
Kurnool,14,203921,Marakattu
Kurnool,14,203916,Hulebeedu
Kurnool,14,203924,Musanahalli
Kurnool,14,203922,Molagavalli
Kurnool,14,203918,Kurukunda
Kurnool,14,203915,Hathi Belgal
Kurnool,14,203925,Peddahothur
Kurnool,14,203913,Alur
Kurnool,14,203926,Thumbalabeedu
Kurnool,14,203919,Kuruvalli
1,15,195786,Chinaganipalli
1,15,195790,Mohammadabad
1,15,195785,Cheekirevulapalli
1,15,195792,Thummala
1,15,195791,Pulikuntapalli
1,15,195788,Jowkulakothapalli
1,15,195784,Amadagur
1,15,195789,Kassamudram
1,15,195787,Gunduvaripalli
Srikakulam,16,210628,Srinivasacharyupeta
Srikakulam,16,210634,Vanjangipeta
Srikakulam,16,210622,Korlakota
Srikakulam,16,210631,Thotada
Srikakulam,16,210613,Chittivalasa
Srikakulam,16,210625,Nimmathorlada
Srikakulam,16,210629,Sylada
Srikakulam,16,210616,Katyacharyulapeta
Srikakulam,16,210627,Ramachandrapuram
Srikakulam,16,210614,Dusi
Srikakulam,16,210620,Kollivalasa
Srikakulam,16,210617,K.Munagavalasa
Srikakulam,16,210609,Belamam
Srikakulam,16,210626,T.Jonnavalasa
Srikakulam,16,210615,Garimella Kothavalasa
Srikakulam,16,210611,Cheemalavalasa
Srikakulam,16,210633,Vanjangi
Srikakulam,16,210619,Kanugulavalasa
Srikakulam,16,210618,Kalivaram
Srikakulam,16,210612,Chinthalapeta
Srikakulam,16,210632,Turakapeta
Srikakulam,16,210623,Kothavalasa
Srikakulam,16,210635,Vedullavalasa
Srikakulam,16,210610,Bobbilipeta
Srikakulam,16,210630,Thogaram
Srikakulam,16,210621,Korapam
Srikakulam,16,210624,Nelliparthi
Srikakulam,16,210608,Akkulapeta
East Godavari,17,199026,Indupalle
East Godavari,17,199025,Immidivarappadu
East Godavari,17,199037,Savarappalem
East Godavari,17,199039,V.Chintalapudi
East Godavari,17,199024,G.Agraharam
East Godavari,17,199034,Rollapalem
East Godavari,17,199035,Sakuru
East Godavari,17,199038,Thandavapalle
East Godavari,17,199033,Reddipalli
East Godavari,17,199018,A.Vemavaram
East Godavari,17,199036,Samanasa
East Godavari,17,199030,Nallamilli
East Godavari,17,199028,Kamanagaruvu
East Godavari,17,199023,Edarapalle
East Godavari,17,199029,Nadipudi
East Godavari,17,199022,Chinthadagaruvu
East Godavari,17,199032,Peruru
East Godavari,17,199021,Bhatnavilli
East Godavari,17,199031,Palagummi
East Godavari,17,199019,A.Vemavarapadu
East Godavari,17,199027,Janupalle
East Godavari,17,199020,Bandarulanka
1,18,257925,V Agraharam
1,18,195797,Hemavathi
1,18,195798,Nidragatta
1,18,195796,Halukuru
1,18,195801,Valasa
1,18,257954,Maddanakunta
1,18,195793,Aldahalli
1,18,195800,Thammedahalli
1,18,195799,Sivaram
1,18,195795,Basavanahalli
1,18,195794,Amarapuram
Guntur,19,199948,Karlapudi
Guntur,19,199943,Dharanikota
Guntur,19,199958,Unguturu
Guntur,19,199947,Jupudi
Guntur,19,199951,Malladi
Guntur,19,199956,Narukullapadu
Guntur,19,199941,Amaravathi
Guntur,19,199942,Attaluru
Guntur,19,199945,Endroy
Guntur,19,199953,Munagodu
Guntur,19,199959,Vykuntapuram
Guntur,19,199950,Lingapuram
Guntur,19,199954,Muttyapalem
Guntur,19,199952,Mandepudi
Guntur,19,199955,Nemalikallu
Guntur,19,199946,Enikepadu
Guntur,19,199957,Pedamaddur
Guntur,19,199949,Lemalle
Guntur,19,199944,Didugu
East Godavari,20,199050,Nandampudi
East Godavari,20,199051,Pasupalli
East Godavari,20,199055,Vakkalanka
East Godavari,20,199049,Mukkamala
East Godavari,20,199054,Vakkalagaruvu
East Godavari,20,199044,Isukapudi
East Godavari,20,199045,K. Pedapudi
East Godavari,20,199048,Mosalipalli
East Godavari,20,199046,Kamuzuvari Lanka
East Godavari,20,199041,Gangalakurru
East Godavari,20,199052,Pulletikurru
East Godavari,20,199047,Machavaram
East Godavari,20,199040,Chiratapudi
East Godavari,20,199042,Gangalakurru Agraharam
East Godavari,20,199043,Irusumanda
East Godavari,20,199053,Thondavaram
Guntur,21,199972,Vamanagunta Palem
Guntur,21,199973,Yedavuru
Guntur,21,199961,Bodapadu
Guntur,21,199966,Moparru
Guntur,21,199970,Pyaparru
Guntur,21,199963,Intur
Guntur,21,199962,Govada
Guntur,21,199967,Mulpur
Guntur,21,199969,Pedapudi
Guntur,21,199971,Turumella
Guntur,21,199960,Amruthalur
Guntur,21,199964,Korutadiparru
Guntur,21,199965,Kuchipudi
Guntur,21,199974,Yelavarru
Guntur,21,199968,Panchalavaram
Visakhapatanam,22,235259,Venkupalem
Visakhapatanam,22,235227,Bhatlapudi
Visakhapatanam,22,235255,Tagarampudi
Visakhapatanam,22,235237,Kunchangi
Visakhapatanam,22,235247,R.V.Palem
Visakhapatanam,22,235240,Mamidipalem
Visakhapatanam,22,235233,Koduru
Visakhapatanam,22,235252,Satyanarayanapuram
Visakhapatanam,22,235234,Kondupalem
Visakhapatanam,22,235244,P.S. Palem
Visakhapatanam,22,235232,Gopalapuram
Visakhapatanam,22,235231,Golagam
Visakhapatanam,22,235250,Sampathipuram
Visakhapatanam,22,235243,Mettapalem
Visakhapatanam,22,235236,Kothuru
Visakhapatanam,22,235257,V.J. Palem
Visakhapatanam,22,235229,Ch.N.Agraharam
Visakhapatanam,22,235260,Vooderu
Visakhapatanam,22,235241,Maredupudi
Visakhapatanam,22,1000041363,
Visakhapatanam,22,235238,Kundram
Visakhapatanam,22,235226,Akkireddipalem
Visakhapatanam,22,1000041370,
Visakhapatanam,22,235228,Bowluvada
Visakhapatanam,22,235246,Pisinikada
Visakhapatanam,22,235239,Makavaram
Visakhapatanam,22,235245,Papayyapalem
Visakhapatanam,22,235253,Seethanagaram
Visakhapatanam,22,235251,Sankaram
Visakhapatanam,22,235249,Rebaka
Visakhapatanam,22,235230,Dibbapalem
Visakhapatanam,22,1000041371,
Visakhapatanam,22,235242,Marturu
Visakhapatanam,22,235254,Sundarayyapeta
Visakhapatanam,22,235256,Thummapala
Visakhapatanam,23,211732,Vemulavalasa
Visakhapatanam,23,211712,Chandaka
Visakhapatanam,23,211726,Pekeru
Visakhapatanam,23,211723,Palavalasa
Visakhapatanam,23,211713,Gandigundam
Visakhapatanam,23,211715,Gottipalle
Visakhapatanam,23,211727,Ramavaram
Visakhapatanam,23,211724,Pandalapaka
Visakhapatanam,23,211728,Sirlapalem
Visakhapatanam,23,211711,Gambheeram
Visakhapatanam,23,211709,Bheemandorapalem
Visakhapatanam,23,211722,Mutcherla
Visakhapatanam,23,211720,Mamidilova
Visakhapatanam,23,211714,Gidijala
Visakhapatanam,23,211721,Mukundapuram
Visakhapatanam,23,211707,Anandapuram
Visakhapatanam,23,211716,Kanamam
Visakhapatanam,23,211718,Kusulavada
Visakhapatanam,23,211730,Tarluvada
Visakhapatanam,23,211710,Boni
Visakhapatanam,23,211725,Peddipalem
Visakhapatanam,23,211731,Vellanki
Visakhapatanam,23,211717,Kolavanipalem
Visakhapatanam,23,211729,Sontyam
1,24,195813,Kandukur
1,24,195806,Anantapur (RURAL)
1,24,195811,Kakkalapalli Colony
1,24,195821,Rachanapalli
1,24,195803,Akkampalli
1,24,195814,Katiganikalva
1,24,195802,A.Narayanapuram
1,24,195825,Thaticherla
1,24,195812,Kamarupalli
1,24,195807,Chinnampalli
1,24,195822,Rajiv Colony
1,24,195817,Kurugunta
1,24,195815,Kattakindapalli
1,24,195826,Upparapalli
1,24,195819,N.N.Kunta
1,24,195823,Rudrampeta
1,24,195804,Akuthotapalli
1,24,195818,Mannila
1,24,1000000927,
1,24,195808,Chiyyedu
1,24,195820,Pulakunta
1,24,195824,Somaladoddi
1,24,195809,Itikalapalli
1,24,195805,Alamuru
1,24,195810,Kakkalapalli (RURAL)
1,24,195816,Kodimi
Visakhapatanam,25,211753,Tokuru
Visakhapatanam,25,211750,Pinakota
Visakhapatanam,25,211748,Pedabidda
Visakhapatanam,25,211746,Lungaparti
Visakhapatanam,25,211742,Kivarla
Visakhapatanam,25,211733,Ananthagiri
Visakhapatanam,25,211749,Pedakota
Visakhapatanam,25,211755,Vengada
Visakhapatanam,25,211734,Bheemapolu
Visakhapatanam,25,211752,Rampalle
Visakhapatanam,25,211736,Chilakalagedda
Visakhapatanam,25,211738,Gumma
Visakhapatanam,25,211740,Jeenabadu
Visakhapatanam,25,211741,Kasipatnam
Visakhapatanam,25,211735,Borra
Visakhapatanam,25,211745,Kunapuram
Visakhapatanam,25,211739,Gummakota
Visakhapatanam,25,211743,Kondiba
Visakhapatanam,25,211744,Kotturu
Visakhapatanam,25,211756,Yeguvasoba
Visakhapatanam,25,211737,Garugubilli
Visakhapatanam,25,211754,Valasi
Visakhapatanam,25,211747,Narasimharajupuram
Visakhapatanam,25,211751,Pynampadu
SPSR Nellore,26,208283,Somasila
SPSR Nellore,26,208281,Pathalapalli
SPSR Nellore,26,208276,Mangupalli
SPSR Nellore,26,208277,Minagallu
SPSR Nellore,26,208268,Devarayapalli Bit-Ii
SPSR Nellore,26,208263,Amanchiruvella
SPSR Nellore,26,208278,Mustapuram
SPSR Nellore,26,208280,Devarayapalli Bit-1
SPSR Nellore,26,208271,Inagaluru
SPSR Nellore,26,208272,Iskapalli
SPSR Nellore,26,208266,Bommavaram
SPSR Nellore,26,208285,Variguntapadu
SPSR Nellore,26,208265,Bedusupalli
SPSR Nellore,26,208282,Revuru
SPSR Nellore,26,208286,Vengampalli
SPSR Nellore,26,208264,Anantasagaram
SPSR Nellore,26,208269,Gowravaram
SPSR Nellore,26,208284,Uppalapadu
SPSR Nellore,26,208267,Chilakalamarri
SPSR Nellore,26,208273,Kamireddypadu
SPSR Nellore,26,208274,Lingammagunta
SPSR Nellore,26,208270,Gudigunta
SPSR Nellore,26,208279,Padamati Kambhampadu
SPSR Nellore,26,208275,Manchalapalli
East Godavari,27,199062,Pedaparthi
East Godavari,27,199060,Laxminarasa Puram
East Godavari,27,199057,Duppalapudi
East Godavari,27,199065,Pulagurtha
East Godavari,27,199061,Mahendrawada
East Godavari,27,199064,Polamuru
East Godavari,27,199063,Pera Ramachandrapuram
East Godavari,27,199056,Anaparthy
East Godavari,27,199058,Koppavaram
East Godavari,27,199059,Kutukuluru
East Godavari,27,199066,Ramavaram
SPSR Nellore,28,208299,Kuppuru Pedu
SPSR Nellore,28,208288,Akbarabad
SPSR Nellore,28,208296,Jammavaram
SPSR Nellore,28,208303,Rajavolu
SPSR Nellore,28,208291,Chiramana
SPSR Nellore,28,208297,K.Yadavalli
SPSR Nellore,28,208304,Sreekolanu
SPSR Nellore,28,208289,Anumasamudram
SPSR Nellore,28,208295,Hasanapuram
SPSR Nellore,28,208298,Kondameeda Konduru
SPSR Nellore,28,208300,Pandipadu
SPSR Nellore,28,208290,Chowtabheemavaram
SPSR Nellore,28,208302,Ponugodu
SPSR Nellore,28,208287,A.S.Peta
SPSR Nellore,28,208301,Pedabbipuram
SPSR Nellore,28,208294,Gumparlapadu
SPSR Nellore,28,208292,Duba Gunta
SPSR Nellore,28,208293,Gudipadu
SPSR Nellore,28,208305,Velpeligunta
Visakhapatanam,29,211766,Madala
Visakhapatanam,29,211762,Iragai
Visakhapatanam,29,211769,Siragam
Visakhapatanam,29,211757,Baski
Visakhapatanam,29,211768,Pedalabudu
Visakhapatanam,29,211764,Lotheru
Visakhapatanam,29,211765,Madagada
Visakhapatanam,29,211758,Bondam
Visakhapatanam,29,211761,Gannela
Visakhapatanam,29,211770,Sunkarametta
Visakhapatanam,29,211759,Chinalabudu
Visakhapatanam,29,211760,Chompi
Visakhapatanam,29,211767,Padmapuram
Visakhapatanam,29,211763,Kothabhalluguda
Prakasam,30,235025,Papinenipalli
Prakasam,30,235021,Ayyavaripalli
Prakasam,30,235026,Bollupalli
Prakasam,30,235024,Ardhaveedu
Prakasam,30,235012,Velagalapaya
Prakasam,30,235019,Bogole
Prakasam,30,235017,Kakarla
Prakasam,30,235013,Rangapuram
Prakasam,30,235018,Nagulavaram
Prakasam,30,235014,Gannepalli
Prakasam,30,235023,Donakonda
Prakasam,30,235015,Yachavaram
Prakasam,30,235016,Maguturu
Prakasam,30,235022,Peddakandukuru
Prakasam,30,235020,Mohiddinpuram
Kurnool,31,203930,Chigili
Kurnool,31,203934,Haligera
Kurnool,31,203937,Khyruppala
Kurnool,31,203935,Joharapuram
Kurnool,31,203941,Putakalamarri
Kurnool,31,203932,Chiramandoddi
Kurnool,31,203927,Aspari
Kurnool,31,203939,Muthukur
Kurnool,31,203931,Chinnahothur
Kurnool,31,203938,Mulugundam
Kurnool,31,203933,D. Kotakonda
Kurnool,31,203929,Billekallu
Kurnool,31,203943,Tangaradona
Kurnool,31,203942,Sankarabanda
Kurnool,31,203936,Karumanchi
Kurnool,31,203928,Banavanur
Kurnool,31,203944,Thogalagallu
Kurnool,31,203945,Yatakallu
Kurnool,31,203940,Nagarur
Guntur,32,199993,Velpur
Guntur,32,199991,Rudravaram
Guntur,32,199985,Konuru
Guntur,32,199983,Kogantivaripalem
Guntur,32,245312,Kothapalli
Guntur,32,199986,Madipadu
Guntur,32,199988,Neeleswara Palem
Guntur,32,199977,Cherukupalem
Guntur,32,199978,Challagariga
Guntur,32,199979,Chigurupadu
Guntur,32,245313,Putlagudem
Guntur,32,199976,Atchampeta
Guntur,32,199982,Kastala
Guntur,32,199981,Grandhasiri
Guntur,32,199984,Konduru
Guntur,32,199980,Chintapalli
Guntur,32,245311,Taduvoy
Guntur,32,257856,Tallacheruvu
Guntur,32,199987,Mittapalem
Guntur,32,199975,Ambadipudi
Guntur,32,199989,Orvakallu
Guntur,32,199990,Pedapalem
Visakhapatanam,33,235279,Nunaparthi
Visakhapatanam,33,235276,Maduthuru
Visakhapatanam,33,235272,Jaggannapeta
Visakhapatanam,33,235271,Iruvada
Visakhapatanam,33,235286,Uppavaram
Visakhapatanam,33,235261,Atchuthapuram
Visakhapatanam,33,235278,Melupakajagannadhapuram
Visakhapatanam,33,235277,Maruturu
Visakhapatanam,33,235265,Chodapalli
Visakhapatanam,33,235264,Chippada
Visakhapatanam,33,235284,Thimmarajupeta
Visakhapatanam,33,235268,Dosuru
Visakhapatanam,33,235270,Haripalem
Visakhapatanam,33,235288,Yerravaram
Visakhapatanam,33,235269,Duppituru
Visakhapatanam,33,235281,Pudimadaka
Visakhapatanam,33,235280,Pedapadu
Visakhapatanam,33,235282,Somavaram
Visakhapatanam,33,235263,Cheemalapalli
Visakhapatanam,33,235287,Veduruvada
Visakhapatanam,33,235275,Kondakarla
Visakhapatanam,33,235267,Dopperla
Visakhapatanam,33,235283,Tantadi
Visakhapatanam,33,235262,Bhogapuram
Visakhapatanam,33,235274,Khajipalem
Visakhapatanam,33,235273,Janguluru
Y.S.R.,34,198154,Thamballagondi
Y.S.R.,34,198151,Mannem Vari Palle
Y.S.R.,34,198155,Varikunta
Y.S.R.,34,198146,Kamalakur
Y.S.R.,34,198149,Kumbagiri
Y.S.R.,34,198152,Mutukur
Y.S.R.,34,198147,Kamasamudram
Y.S.R.,34,198145,Atloor
Y.S.R.,34,198150,Madapur
Y.S.R.,34,198153,Reddy Palli
Y.S.R.,34,198156,Vemalur
Y.S.R.,34,198148,Konduru
Kurnool,Atmakur,203957,Sreepathi Rao Peta
1,35,195828,B.Yaleru
1,35,195829,Goridindla
1,35,195836,Sanapa
1,35,195839,Thopudurthi
1,35,195834,Pampanur
1,35,195841,Vepacherla
1,35,195837,Singampalli
1,35,195835,Rangampeta
1,35,195830,Madigubba
1,35,195831,Muttala
1,35,195832,P.Siddarampuram
1,35,195833,P.Yaleru
1,35,195827,Atmakur
1,35,195840,Vaddupalli
1,35,195838,Talupuru
Kurnool,36,203949,Karivena
SPSR Nellore,37,208306,Apparaopalem
Kurnool,36,203953,Nallakalva
SPSR Nellore,37,208319,Narampeta
SPSR Nellore,37,208310,Boyalachiruvella
SPSR Nellore,37,208326,Vennawada
SPSR Nellore,37,208308,Bandarupalli
SPSR Nellore,37,208321,Padakandla
SPSR Nellore,37,208320,Nuvvurupadu
SPSR Nellore,37,208314,Karatampadu
Kurnool,36,203946,Amalapuram
Kurnool,36,203956,Siddepalle
Kurnool,36,203955,Siddapuram
SPSR Nellore,37,208313,Kanupurupalli
Kurnool,36,203948,Indireswaram
SPSR Nellore,37,208311,Cherlo Yadavalli
Kurnool,36,203947,Bapanthapuram
SPSR Nellore,37,208316,Murugalla
Kurnool,36,203951,Kurukunda
SPSR Nellore,37,208324,Ravvalakollu
Kurnool,36,203952,Mustapally
SPSR Nellore,37,208325,Vasili
SPSR Nellore,37,208312,Depur
SPSR Nellore,37,208322,Pamidipadu
SPSR Nellore,37,208307,Aravedu
SPSR Nellore,37,208309,Battepadu
SPSR Nellore,37,208318,Nallapareddipalli
SPSR Nellore,37,208317,Nagulapadu
Kurnool,36,203958,Vadla Ramapuram
SPSR Nellore,37,208315,Mahimalur
SPSR Nellore,37,208323,Ramaswami Palli
Kurnool,36,203950,Krishnapuram
Kurnool,36,203954,Pinnapuram
East Godavari,38,199074,Peravaram
East Godavari,38,199082,Vasanthawada
East Godavari,38,199077,Ryali
East Godavari,38,199078,Tadipudi
East Godavari,38,199067,Ankampalem
East Godavari,38,199080,Vadapalle
East Godavari,38,199076,Rajavaram
East Godavari,38,199073,Narkedimilli
East Godavari,38,199072,Merlapalem
East Godavari,38,199083,Velicheru
East Godavari,38,199068,Atreyapuram
East Godavari,38,199079,Utchili
East Godavari,38,199075,Pulidindi
East Godavari,38,199081,Vaddiparru
East Godavari,38,199070,Kattunga
East Godavari,38,199071,Lolla
East Godavari,38,199069,Bobberlanka
West Godavari,39,214295,Gummampadu
West Godavari,39,214304,Tirupatipuram
West Godavari,39,214299,Lakshminarayanapuram
West Godavari,39,214290,Aravalli
West Godavari,39,214305,Unikili
West Godavari,39,214294,Eduru
West Godavari,39,214300,Manchili
West Godavari,39,214292,Ballipadu
West Godavari,39,214302,Paluru
West Godavari,39,214301,Pali
West Godavari,39,214293,Danthupalle
West Godavari,39,214296,K.Samudrapugattu
West Godavari,39,214303,Skinnerapuram
West Godavari,39,214297,Kanchumarru
West Godavari,39,214307,Varighedu
West Godavari,39,214291,Attili
West Godavari,39,214298,Kommara
West Godavari,39,214306,Varadallapalem
