district_name,mandal_name,panchayath_code,panchayath_name
West Godavari,83,214375,Markundapadu
West Godavari,83,214376,Nandigampadu
West Godavari,83,214372,Gowripalli
West Godavari,83,214377,Nelaturu
West Godavari,83,214373,Kalavalapalli
West Godavari,83,214367,Brahmanagudem
West Godavari,83,214369,Chandravaram
West Godavari,83,214368,Chagallu
West Godavari,83,214370,Chikkala
West Godavari,83,214379,Unagatla
West Godavari,83,214374,Mallavaram
West Godavari,83,214371,Dharavaram
Y.S.R.,84,198203,Yrra Bommana Palli
Y.S.R.,84,198188,Addalamarri
Y.S.R.,84,198198,Kuppam
Y.S.R.,84,198191,Gaddamvaripalli
Y.S.R.,84,198192,Gandikovvur
Y.S.R.,84,198189,Chakrayapet
Y.S.R.,84,198201,Nersupalli
Y.S.R.,84,198193,Gangarapuvandlapalli
Y.S.R.,84,198197,Kumara Kaluva
Y.S.R.,84,198200,Marellamadaka
Y.S.R.,84,198199,Mahadevapalli
Y.S.R.,84,198195,K.Yerragudi
Y.S.R.,84,198202,Surabhi
Y.S.R.,84,198194,K.Rajupalli
Y.S.R.,84,198196,Kallurupalli
Y.S.R.,84,198190,Chilekampalli
Krishna,85,202998,Velivolu
Krishna,85,202996,Puritigadda
Krishna,85,202994,Nadakuduru
Krishna,85,202993,Mangalapuram
Krishna,85,202997,Vakkalagadda
Krishna,85,202989,Amudalalanka
Krishna,85,202990,Challapalli
Krishna,85,202991,Lakshmipuram
Krishna,85,202992,Majeru
Krishna,85,202999,Yarlagadda
Krishna,85,202995,Pagolu
Krishna,86,203005,Kandrapadu
Krishna,86,203015,Turlapadu
Krishna,86,203014,Thotaravulapadu
Krishna,86,203017,Vibhareetalapadu
Krishna,86,203011,Pokkunuru
Krishna,86,203004,Gudimetla
Krishna,86,203008,Konayapalem
Krishna,86,203000,Bobbillapadu
Krishna,86,203013,Punnavalli
Krishna,86,203012,Popuru
Krishna,86,203010,Muppalla
Krishna,86,203009,Munagalapalli
Krishna,86,203003,Eturu
Krishna,86,203002,Chintalapadu
Krishna,86,203001,Chandarlapadu
Krishna,86,203016,Veladikothapalem
Krishna,86,203006,Kasarabada
Krishna,86,203007,Kodavatikallu
Prakasam,87,235112,Chandrasekhara Puram
Prakasam,87,235134,Cherlopalli
Prakasam,87,235121,Pedarajupalem
Prakasam,87,235125,Arivemula
Prakasam,87,235127,Vatlabylu
Prakasam,87,235131,Ayyalurivaripalli
Prakasam,87,235115,Nallamadugula
Prakasam,87,235117,Venganagunta
Prakasam,87,235116,Pedda Gogulapalli
Prakasam,87,235122,Chintapudi
Prakasam,87,235120,Kambhampadu
Prakasam,87,235130,D.G.Peta
Prakasam,87,235123,Uppalapadu
Prakasam,87,235133,Boyamadugula
Prakasam,87,235119,Reddy Gari Kothapalli
Prakasam,87,235128,Ambavaram
Prakasam,87,235118,K.Agraharam
Prakasam,87,235132,Regulachilaka
Prakasam,87,235124,Pullagurapalli
Prakasam,87,235129,Ambavaram Kothapalli
Prakasam,87,235113,Kovilampadu
Prakasam,87,235126,Chennapanayunipalli
Prakasam,87,235114,Anikalapalli
Chittoor,88,196871,Chinna Rama Puram
Chittoor,88,196872,Dornakambala
Chittoor,88,196876,Kandulavari Palle
Chittoor,88,196895,Thondawada
Chittoor,88,196866,B.Kongaravari Palle
Chittoor,88,196893,Sanambatla
Chittoor,88,196890,Ramireddipalle
Chittoor,88,196875,Kalroadpalle
Chittoor,88,196870,Chandragiri
Chittoor,88,196892,Reddivaripalle
Chittoor,88,196869,Buchinaidupalem
Chittoor,88,196868,Bheemavaram
Chittoor,88,196880,M.Kongaravari Palle
Chittoor,88,196879,Kotala
Chittoor,88,196888,Pulithavari Palle
Chittoor,88,196894,Sesha Puram
Chittoor,88,196885,Narasinga Puram
Chittoor,88,196867,Bandarla Palle
Chittoor,88,196891,Rayal Puram
Chittoor,88,196864,Agarala
Chittoor,88,196865,Arepalle Rangam Peta
Chittoor,88,196877,Kasipentla
Chittoor,88,196863,A.Gurrappagari Palle
Chittoor,88,196884,Mungilipattukothapalle
Chittoor,88,196889,Pullaiahgari Palle
Chittoor,88,196886,Panapakam
Chittoor,88,196883,Mungilipattu
Chittoor,88,196881,Mamandur
Chittoor,88,196878,Kondreddy Khandriga
Chittoor,88,196874,Ithepalle
Chittoor,88,196873,Gangudu Palle
Chittoor,88,196882,Mittapalem
Chittoor,88,196887,Pichinaidupalle
Y.S.R.,89,198221,Siddareddipalli
Y.S.R.,89,198216,Nagulapalli
Y.S.R.,89,198217,Pallavolu
Y.S.R.,89,198207,Badripalli
Y.S.R.,89,198215,N.Obayapalli
Y.S.R.,89,198206,Ayyavaripalli
Y.S.R.,89,198218,Peddaguravalur
Y.S.R.,89,198212,Kutchupapa
Y.S.R.,89,198213,Lakshmipeta
Y.S.R.,89,198223,T.Obayapalli
Y.S.R.,89,198219,Rajuvaripeta
Y.S.R.,89,198224,Vedururu
Y.S.R.,89,198210,Chiyyapadu
Y.S.R.,89,198225,Viswanadhapuram
Y.S.R.,89,198214,Madur
Y.S.R.,89,198211,Khaderpalli
Y.S.R.,89,198220,Seetharama Puram
Y.S.R.,89,198222,Somapuram
Y.S.R.,89,198204,Alladupalle
Y.S.R.,89,198205,Annavaram
Y.S.R.,89,198209,Chinnaguruvalur
Y.S.R.,89,198208,Chapadu
Krishna,90,203029,Narasimharaopalem
Krishna,90,203019,Burugugudem
Krishna,90,203025,Kotapadu
Krishna,90,203035,Pothanapalli
Krishna,90,203024,Janardhanavaram
Krishna,90,203018,Arugolanu Peta
Krishna,90,203030,Somavaram
Krishna,90,203028,Marlapalem
Krishna,90,203022,Chinnampeta
Krishna,90,203033,Parvathapuram
Krishna,90,203031,Tummagudem
Krishna,90,203027,Krishnaraopalem
Krishna,90,203032,Chanubanda
Krishna,90,203023,Chittapur
Krishna,90,203021,Cheepurugudem
Krishna,90,203026,Kothagudem
Krishna,90,203020,Chatrai
Krishna,90,203034,Polavaram
Guntur,91,200077,V.N.Palem
Guntur,91,200067,Chebrolu
Guntur,91,200074,Srirangapuram
Guntur,91,200072,Salapadu
Guntur,91,200076,Thotlapalem
Guntur,91,200079,Vejendla
Guntur,91,200070,Manchala
Guntur,91,200071,Narakoduru
Guntur,91,200075,Sudda Palli
Guntur,91,200069,Gundavaram
Guntur,91,200073,Sekuru
Guntur,91,200078,Vadlamudi
Guntur,91,200068,Godavarru
Visakhapatanam,92,211830,Cheedipalle
Visakhapatanam,92,211842,Pedagogada
Visakhapatanam,92,211836,J.B. Puram
Visakhapatanam,92,211827,Bylapoudi Singavaram
Visakhapatanam,92,211832,Chukkapalle
Visakhapatanam,92,211839,Konam
Visakhapatanam,92,211828,Bylapudi
Visakhapatanam,92,211831,Chettupalle
Visakhapatanam,92,211829,Cheedikada
Visakhapatanam,92,211844,Tuni Valasa
Visakhapatanam,92,211846,Veerabhadrapeta
Visakhapatanam,92,211834,Dibbapalem
Visakhapatanam,92,211826,Arjunagiri
Visakhapatanam,92,211835,G. Kothapalle
Visakhapatanam,92,211845,Turuvolu
Visakhapatanam,92,211841,Manchala
Visakhapatanam,92,211840,Lingabhupala Patnam
Visakhapatanam,92,211833,Dandi Suravaram
Visakhapatanam,92,211825,Appalarajupuram
Visakhapatanam,92,211843,Sirijam
Visakhapatanam,92,211824,Adivi Agraharam
Visakhapatanam,92,211838,Khandivara
Visakhapatanam,92,211837,Jaithavaram
Vizianagaram,93,212473,Ramalingapuram
Vizianagaram,93,212464,Karakam
Vizianagaram,93,212465,Karlam
Vizianagaram,93,212471,Pedanadipalli
Vizianagaram,93,212458,Alajangi
Vizianagaram,93,212466,Mettapalli
Vizianagaram,93,212463,Itakarlapalli
Vizianagaram,93,212467,Nimmavalasa
Vizianagaram,93,212474,Ravivalasa
Vizianagaram,93,212459,Cheepurupalli
Vizianagaram,93,212468,P.K Palavalasa
Vizianagaram,93,212462,Gollalapalem
Vizianagaram,93,212460,Devarapodilam
Vizianagaram,93,212461,G.Mulagam
Vizianagaram,93,212470,Pathikayavalasa
Vizianagaram,93,212469,Parla
Vizianagaram,93,212472,Peripi
SPSR Nellore,94,208394,Thimmayapalem
SPSR Nellore,94,208381,Chithaluru
SPSR Nellore,94,208387,Nutakivari Kandriga
SPSR Nellore,94,208391,Pathapadu
SPSR Nellore,94,208385,Madapalli
SPSR Nellore,94,208395,Turpu Khambhampadu
SPSR Nellore,94,208389,Obulayapalli
SPSR Nellore,94,234539,Nernuru
SPSR Nellore,94,208392,Pelleru
SPSR Nellore,94,208396,Vavileru
SPSR Nellore,94,208382,Gollapalli
SPSR Nellore,94,208388,Nagula Vellaturu
SPSR Nellore,94,208393,Perumallapadu
SPSR Nellore,94,208378,Adurupalli
SPSR Nellore,94,208384,Kotitheertham
SPSR Nellore,94,208386,Mamuduru
SPSR Nellore,94,208383,Kakivaya
SPSR Nellore,94,208390,Paderu
SPSR Nellore,94,208398,Yeturu
SPSR Nellore,94,208379,Bodipadu
SPSR Nellore,94,208397,Yanamadala
SPSR Nellore,94,208380,Chejerla
1,95,195937,Basinepalli
1,95,195946,Poletipalli
1,95,195947,Pyadindi
1,95,195938,Chennekothapalli
1,95,195940,Kanumukkala
1,95,195949,Venkatampalli
1,95,195945,Obulampalli
1,95,195941,Medapuram
1,95,195943,Nagasamudram
1,95,195948,Veldurthi
1,95,195936,Basampalli
1,95,195942,Mustikovila
1,95,195939,Ganginepalli
1,95,195944,Nyamaddala
Y.S.R.,96,198229,Gurrampadu
Y.S.R.,96,198228,Chennur
Y.S.R.,96,198235,Upparapalli
Y.S.R.,96,198230,Kokkarayapalli
Y.S.R.,96,198226,Balasinganapalli
Y.S.R.,96,198231,Mundlapalli
Y.S.R.,96,198232,Rachinnayapalli
Y.S.R.,96,198233,Ramana Palli
Y.S.R.,96,198234,Sivalpalle
Y.S.R.,96,198227,Bayana Palli
Guntur,97,200081,Arepalli
Guntur,97,200093,Rambhotlapalem
Guntur,97,200082,Arumbaka
Guntur,97,200087,Kanagala
Guntur,97,200089,Kunchalavaripalem
Guntur,97,200084,Cherukupalli
Guntur,97,200086,Gullapalli
Guntur,97,200085,Gudavalli
Guntur,97,200094,Thummalapalem
Guntur,97,200095,Thurpupalem
Guntur,97,200090,Nadimpalli
Guntur,97,200091,Ponnapalli
Guntur,97,200080,Allavaripalem
Guntur,97,200088,Kavuru
Guntur,97,200092,Rajavolu
Guntur,97,200083,Balusulapalem
Guntur,98,200106,Kukkapallivaripalem
Guntur,98,200104,Kattubadivaripalem
Guntur,98,200112,Pothavaram
Guntur,98,200113,Rajapet
Guntur,98,200098,Yadavalli
Guntur,98,200115,Tatapudi
Guntur,98,200111,Pasumarru
Guntur,98,200109,Murukondavaripalem
Guntur,98,200101,Gottipadu
Guntur,98,200105,Kavuru
Guntur,98,200097,Dandamudi
Guntur,98,200099,Gangannapalem
Guntur,98,200107,Lingamguntla
Guntur,98,200102,Govindapuram
Guntur,98,200103,Kammavaripalem
Guntur,98,200100,Gopalamvaripalem
Guntur,98,200110,Murikipudi
Guntur,98,200096,Boppudi
Guntur,98,200114,Ramachandrapuram
Guntur,98,200116,Velluru
Guntur,98,200108,Maddirala
1,99,195953,Kodi Konda
1,99,195958,Somaghatta
1,99,195950,Chagaleru
1,99,195954,Kodur
1,99,195959,Tekulodu
1,99,195952,Demakethepalli
1,99,195955,Morasalapalli
1,99,195960,Veera Puram
1,99,195956,Palagala Palli
1,99,195951,Chilamathur
1,99,195957,Settipalli
SPSR Nellore,100,208422,Thimmana Gaari Palem
SPSR Nellore,100,208402,Chedimala
SPSR Nellore,100,208407,Kadivedu
SPSR Nellore,100,208419,Thammina Patnam
SPSR Nellore,100,208408,Kalavakonda
SPSR Nellore,100,208415,Oduru
SPSR Nellore,100,208424,Thonukumala
SPSR Nellore,100,208403,Chillakur
SPSR Nellore,100,208413,Muthyalapadu
SPSR Nellore,100,208404,Chinthavaram
SPSR Nellore,100,208400,Ballavolu
SPSR Nellore,100,208418,Ponnavolu
SPSR Nellore,100,208399,Annambaka
SPSR Nellore,100,208425,Udathavaripalem
SPSR Nellore,100,208417,Pallamala
SPSR Nellore,100,208405,East Kanupuru
SPSR Nellore,100,208414,Nelaballi-Retapalli
SPSR Nellore,100,208421,Thikkavaram
SPSR Nellore,100,208406,Eguvarajupalem
SPSR Nellore,100,208423,Thippaguntapalem
SPSR Nellore,100,208412,Momidi
SPSR Nellore,100,208428,Vellapalem
SPSR Nellore,100,208411,Manne Gunta
SPSR Nellore,100,208409,Kammavari Palem
SPSR Nellore,100,208410,Lingavaram
SPSR Nellore,100,208426,Vallipadu
SPSR Nellore,100,208420,Theepanuru
SPSR Nellore,100,208401,Budanam
SPSR Nellore,100,208429,Yeruru
SPSR Nellore,100,208427,Varagali
SPSR Nellore,100,208416,Palicherlavaripalem
Prakasam,101,234630,Pallamalli
Prakasam,101,234622,E.V.Palem
Prakasam,101,234626,Chandrapadu
Prakasam,101,234627,Nekunambadu
Prakasam,101,234632,Yarragudipadu
Prakasam,101,234618,R.C.Puram
Prakasam,101,234629,Gadiparthivaripalem
Prakasam,101,234628,Ilapavuluru
Prakasam,101,234633,Torragudipadu
Prakasam,101,234615,R.L.Puram
Prakasam,101,234624,P.Nayudupalem
Prakasam,101,234619,Busarapalli
Prakasam,101,245699,Muvvavaripalem
Prakasam,101,234613,Budawada
Prakasam,101,234616,Pulikonda
Prakasam,101,234623,K.V.Palem
Prakasam,101,234612,Devarapalem
Prakasam,101,234625,Bandlamudi
Prakasam,101,234617,Chinaravipadu
Prakasam,101,234621,Gonugunta
Prakasam,101,234631,Manchikalapadu
Prakasam,101,234620,Pidathalapudi
Prakasam,101,234614,Nippatlapadu
Prakasam,102,234645,Neelayapalem
Prakasam,102,234640,Munnamvaripalem
Prakasam,102,234643,Pallepalem
Prakasam,102,234638,Motupalli
Prakasam,102,234644,Pedaganjam
Prakasam,102,234635,Gonasapudi
Prakasam,102,234639,Chinnaganjam
Prakasam,102,234637,Kadavakuduru
Prakasam,102,234634,Santharavuru
Prakasam,102,234642,Kothapalem
Prakasam,102,234641,R.B.Palem
Prakasam,102,234636,Chinthagumpalli
Chittoor,103,196907,Thippireddigaripalle
Chittoor,103,196903,Jangavandla Palle
Chittoor,103,196904,Kotabylu
Chittoor,103,196898,Chinnagotti Gallu
Chittoor,103,196899,Chittecherla
Chittoor,103,196897,T.Settivaripalle
Chittoor,103,196906,Rangannagari Gadda
Chittoor,103,196900,Deendarlapalle
Chittoor,103,196902,Diguvuru
Chittoor,103,196905,Nellutla Vari Palle
Chittoor,103,196896,Bhakarapet
Chittoor,103,196901,Devarakonda
Chittoor,103,196908,Yeguvuru
Y.S.R.,104,198247,T. Sakibanda
Y.S.R.,104,198245,Mallur
Y.S.R.,104,198238,Chinnaerusupalli
Y.S.R.,104,198239,Chinnamandem
Y.S.R.,104,198241,Diguva Gotti Veedu
Y.S.R.,104,198242,Kalibanda
Y.S.R.,104,198244,Kothapalli
Y.S.R.,104,198237,C.Polimerapalli
Y.S.R.,104,198236,Bonamala
Y.S.R.,104,198246,Padamatikona
Y.S.R.,104,198243,Kesapuram
Y.S.R.,104,198240,Devagudipalli
Y.S.R.,104,198248,Vandadi
West Godavari,105,214390,Pragadavaram
West Godavari,105,214398,Venkatadrigudem
West Godavari,105,214397,Utasamudram
West Godavari,105,214386,Lingagudem
West Godavari,105,214393,Seethanagaram
West Godavari,105,214387,Mallayagudem
West Godavari,105,214383,Erraguntapalle
West Godavari,105,214392,Recharla
West Godavari,105,214395,Thimmareddipalle
West Godavari,105,214396,Urlagudem
West Godavari,105,214384,Errampalle
West Godavari,105,214382,Endapalli
West Godavari,105,214381,Chintapalli
West Godavari,105,214389,Pothunuru
West Godavari,105,214399,Venkatapuram
West Godavari,105,214380,Chintalapudi
West Godavari,105,214388,Namavaram
West Godavari,105,214391,Raghavapuram
West Godavari,105,214385,Ganijerla
West Godavari,105,214394,Sivapuram
Visakhapatanam,106,211860,Senivaram
Visakhapatanam,106,211862,Tammingulavalsa
Visakhapatanam,106,211850,Chinthapalli
Visakhapatanam,106,211856,Kudumsarai
Visakhapatanam,106,211863,Yerrabommalu
Visakhapatanam,106,211853,Kitumula
Visakhapatanam,106,211861,Tajangi
Visakhapatanam,106,211851,Chowdupalle
Visakhapatanam,106,211857,Lothugedda
Visakhapatanam,106,211849,Bennavaram
Visakhapatanam,106,211854,Kommangi
Visakhapatanam,106,211847,Annavaram
Visakhapatanam,106,211852,Gondipakalu
Visakhapatanam,106,211848,Balapam
Visakhapatanam,106,211858,Lovasingi
Y.S.R.,107,198251,Chinta Komma Dinne
Y.S.R.,107,198250,Busireddi Palli
Y.S.R.,107,198252,Ippa Penta
Y.S.R.,107,198257,Papasaheb Pet
Y.S.R.,107,198253,Kammavari Palli
Y.S.R.,107,198249,Buggalapalli
Y.S.R.,107,198254,Kolumula Palli
Y.S.R.,107,198255,Kopparthi
Y.S.R.,107,198259,Tadigotla
Y.S.R.,107,198256,Pabba Puram
Y.S.R.,107,198258,Rasoolpalli
East Godavari,108,202279,Tummala
East Godavari,108,202278,Pega
East Godavari,108,202270,Edugurallapalli
East Godavari,108,202266,Chadalavada
East Godavari,108,202276,Mukkunuru
East Godavari,108,202275,Mothugudem
East Godavari,108,202273,Kothapalli
East Godavari,108,202265,A.G.Koderu
East Godavari,108,202271,Guduru
East Godavari,108,202268,Chidumuru
East Godavari,108,202269,Chintoor
East Godavari,108,202272,Kalleru
East Godavari,108,202277,Pedda Seetanapalle
East Godavari,108,202274,Kummuru
East Godavari,108,202267,Chatti
Kurnool,109,204053,Kundanagurthi
Kurnool,109,204054,Nagaradona
Kurnool,109,204050,Doulathapuram
Kurnool,109,204049,Degalahal
Kurnool,109,204055,Nemakal
Kurnool,109,204057,Yerur
Kurnool,109,204052,Khajipuram
Kurnool,109,204047,Beldona
Kurnool,109,204056,Ramadurgam
Kurnool,109,204046,Bantanahal
Kurnool,109,204048,Chippagiri
Kurnool,109,204051,Gummanur
Prakasam,110,234655,Epurupalem
Prakasam,110,888888888,UNKNOWN
Prakasam,110,234659,Burlavaripalem
Prakasam,110,234650,Kothapalem
Prakasam,110,234647,R.K.Puram
Prakasam,110,234660,Vodarevu
Prakasam,110,234648,Salman Centre
Prakasam,110,234651,Gandhi Nagar
Prakasam,110,234654,Devinuthala
Prakasam,110,234653,Kavurivaripalem
Prakasam,110,234658,Pittuvaripalem
Prakasam,110,234656,Thotavaripalem
Prakasam,110,234657,Vijayanagar Colony
Prakasam,110,234646,Devangapuri
Prakasam,110,234649,Chirala Nagar
Prakasam,110,234652,Gavinivaripalem
SPSR Nellore,111,208439,Mallam
SPSR Nellore,111,208432,Buradagalikothapalem
SPSR Nellore,111,234541,Jakkalavari Palle
SPSR Nellore,111,234540,Aletipadu
SPSR Nellore,111,208435,Eswarawaka
SPSR Nellore,111,208448,Yellasiri
SPSR Nellore,111,208447,Uppala Marthy
SPSR Nellore,111,208438,Kogili
SPSR Nellore,111,208436,Gunapadu
SPSR Nellore,111,208445,Ranganatha Puram
SPSR Nellore,111,208443,Pallam Parthi
SPSR Nellore,111,208433,Chillamuru
SPSR Nellore,111,208430,Aravapalem
SPSR Nellore,111,208449,Yellore
SPSR Nellore,111,234542,Yakasiri
SPSR Nellore,111,208437,Gunapatipalem
SPSR Nellore,111,208434,Chittamur
SPSR Nellore,111,208441,Molakalapudi
SPSR Nellore,111,208444,Pellakur
SPSR Nellore,111,208440,Mettu
SPSR Nellore,111,208431,Aruru
SPSR Nellore,111,208446,Tadimedu
SPSR Nellore,111,208442,North Varthuru
Chittoor,112,196928,Paloor
Chittoor,112,196909,Anagallu
Chittoor,112,196934,Thoppatipalle
Chittoor,112,196914,Diguvamasapalle
Chittoor,112,196916,Guvvakallu
Chittoor,112,196927,Pachanapalli
Chittoor,112,196935,Thumminda
Chittoor,112,1000012781,
Chittoor,112,196929,Peddisettipalli
Chittoor,112,196917,Kurchivedu
Chittoor,112,1000012819,
Chittoor,112,196910,Ananthapuram
Chittoor,112,196930,Perumallakandiga
Chittoor,112,1000012820,
Chittoor,112,196913,Chinthalagunta
Chittoor,112,196926,Nayanicheruvu
Chittoor,112,196912,Cherlopalle
Chittoor,112,196923,Muthukoor
Chittoor,112,1000012780,
Chittoor,112,1000012821,
Chittoor,112,196931,Thalambedu
Chittoor,112,196924,N.R.Peta
Chittoor,112,1000012760,
Chittoor,112,1000012762,
Y.S.R.,113,198279,Thummakonda
Y.S.R.,113,198273,Nakkalapalli
Y.S.R.,113,198263,Devamachupalli
Y.S.R.,113,198261,C.M.Rachapalli
Y.S.R.,113,198267,Maharajupuram
Y.S.R.,113,198276,Rajukunta
Y.S.R.,113,198260,C.Kandulavaripalli
Y.S.R.,113,198272,Nagiripadu
Y.S.R.,113,198269,Margopalli
Y.S.R.,113,198271,Nagavaram
Y.S.R.,113,198266,Kampasamudram
Y.S.R.,113,198274,Neethivaripalli
Y.S.R.,113,198265,K.V.R.R.Puram
Y.S.R.,113,198264,K.S.Agraharam
Y.S.R.,113,198278,Thimmaiahpalem
Y.S.R.,113,198275,Pollopalli
Y.S.R.,113,198270,Mylapalli
Y.S.R.,113,198277,Thimmaiahgaripalli
Y.S.R.,113,198262,Chitvel
Y.S.R.,113,198268,Malemapuram
Visakhapatanam,114,211891,Seemunapalle
Visakhapatanam,114,211869,Chakipalle
Visakhapatanam,114,235891,Bakuluru
Visakhapatanam,114,211889,Narsapuram
Visakhapatanam,114,211870,Chodavaram
Visakhapatanam,114,211883,Khandipalle
Visakhapatanam,114,211893,Sreerampatnam
Visakhapatanam,114,211875,Gandhavaram
Visakhapatanam,114,211865,Amberupuram
Visakhapatanam,114,211882,Kannampalem
Visakhapatanam,114,211880,Jannavaram
Visakhapatanam,114,211866,Ankupalem
Visakhapatanam,114,211871,Damunapalle
Visakhapatanam,114,211888,Narasayyapeta
Visakhapatanam,114,211872,Duddupalem
Visakhapatanam,114,211895,Venkannapalem
Visakhapatanam,114,211876,Gandhigram
Visakhapatanam,114,211864,Adduru
Visakhapatanam,114,211878,Govada
Visakhapatanam,114,211874,Gajapathinagaram
Visakhapatanam,114,211884,Lakkavaram
Visakhapatanam,114,211885,Laxmipuram
Visakhapatanam,114,211887,Mycherlapalem
Visakhapatanam,114,211879,Gowripatnam
Visakhapatanam,114,211873,G.Jagannadhapuram
Visakhapatanam,114,211881,Juttada
Visakhapatanam,114,211894,Thimmannapalem
Visakhapatanam,114,211890,Rayapurajupeta
Visakhapatanam,114,211868,Bhogapuram
Visakhapatanam,114,211886,Muddurthi
Visakhapatanam,114,211867,Bennavolu
Visakhapatanam,114,211877,Gavaravaram
Visakhapatanam,114,211892,Siimhadripuram
Chittoor,115,196951,Peddayellakuntla
Chittoor,115,196936,29 A.Chintamakulapalle
Chittoor,115,196946,Kondaiahgari Palle
Chittoor,115,196952,Pudipatla
Chittoor,115,196940,Chowdepalle
Chittoor,115,196937,A. Kothakota
Chittoor,115,196939,Charala
Chittoor,115,196938,Aminigunta
Chittoor,115,196953,Settipeta
Chittoor,115,196948,Laddigam
Chittoor,115,196942,Durgasamudram
Chittoor,115,196945,Katiperi
Chittoor,115,196950,Parikidona
Chittoor,115,196941,Diguvapalle
Chittoor,115,196954,Vengalavaripalle
Chittoor,115,196949,Pandillapalle
Chittoor,115,196943,Gaddamvaripalle
Chittoor,115,196947,Kondamarri
Chittoor,115,196944,Kagithi
Prakasam,116,234944,Kandulapuram
Prakasam,116,234940,Lingapuram
Prakasam,116,234939,Yarrabalem
Prakasam,116,234948,Aurangabad
Prakasam,116,234946,Ravipadu
Prakasam,116,234945,Jangamguntla
Prakasam,116,234941,Peddanallakalva
Prakasam,116,234935,Cumbum
Prakasam,116,234942,Turimella
Prakasam,116,234936,China Cumbum
Prakasam,116,234938,Darga
Prakasam,116,234943,Narsireddypalli
Prakasam,116,234947,L.Kota
Prakasam,116,234937,H Gudem
1,117,195966,Kadalur
1,117,195964,Hulikal
1,117,195969,Madenahalli
1,117,195974,Obulapuram
1,117,195976,Somalapuram
1,117,195971,Mallikethi
1,117,195965,Jajarakal
1,117,195963,Dodaghatta
1,117,195968,M.Hanumapuram
1,117,195962,D.Hirehal
1,117,195961,Cherlopalli
1,117,195972,Muradi
1,117,195967,Kudlur
1,117,195970,Malapanagudi
1,117,195975,Pulakurthi
1,117,195973,Nagalapuram
Guntur,118,200122,Kothuru
Guntur,118,200130,Srinagar
Guntur,118,200128,Ramapuram
Guntur,118,200121,Kesanapalli
Guntur,118,200132,Tangeda
Guntur,118,200125,Nadikudi
Guntur,118,200120,Katrapadu
Guntur,118,200118,Dachepalli
Guntur,118,200127,Pondugula
Guntur,118,200129,Sarangapalli
Guntur,118,200123,Madinapadu
Guntur,118,200131,Takkellapadu
Guntur,118,200124,Mutyalampadu
Guntur,118,200126,Pedagarlapadu
Guntur,118,200119,Gamalapadu
Guntur,118,200117,Bhatrupalem
SPSR Nellore,119,208465,Thurimerla
SPSR Nellore,119,208469,Yelamanchi Padu
SPSR Nellore,119,208453,Chowtaputhedu
SPSR Nellore,119,208463,Tadakalur
SPSR Nellore,119,208464,Thiruvedhipadu
SPSR Nellore,119,208459,Katrayapadu
SPSR Nellore,119,208468,Velipodu
SPSR Nellore,119,208461,Pedaputhedu
SPSR Nellore,119,208467,Ulava Palla
SPSR Nellore,119,208458,K.K.Gunta
SPSR Nellore,119,208454,Dagadarthi
SPSR Nellore,119,208452,Chennur
SPSR Nellore,119,208456,Dharamavaram
SPSR Nellore,119,208462,Rangasamudram
SPSR Nellore,119,208455,Damavaram
SPSR Nellore,119,208457,Dundigam
SPSR Nellore,119,208460,Manubolupadu
SPSR Nellore,119,208451,Bodagudipadu
SPSR Nellore,119,208450,Ananthavaram
SPSR Nellore,119,208466,Uchaguntapalem
SPSR Nellore,120,208474,Dakkili
SPSR Nellore,120,208487,Pathanalapadu
SPSR Nellore,120,208480,Madhavaiah Palem
SPSR Nellore,120,208490,Theertham Padu
SPSR Nellore,120,208470,Althurupadu
SPSR Nellore,120,208488,Sangana Palle
SPSR Nellore,120,208486,Palugodu
SPSR Nellore,120,208493,Vembuluru
SPSR Nellore,120,208479,Linga Samudram
SPSR Nellore,120,208478,Koneswara Batla Palle
SPSR Nellore,120,208483,Mopuru
SPSR Nellore,120,208485,Nagavolu
SPSR Nellore,120,208491,V.Y.K.Samudram
SPSR Nellore,120,208477,Devulapalle
SPSR Nellore,120,257842,Devulapalli Vaddipalli
SPSR Nellore,120,208472,Chapalapalli
SPSR Nellore,120,208492,Veli Kallu
SPSR Nellore,120,234544,Vellampalli (M)
SPSR Nellore,120,208473,Dagga Volu
SPSR Nellore,120,208482,Matmadugu
SPSR Nellore,120,208476,Uppara Palli (D)
SPSR Nellore,120,208489,Sreepuram
SPSR Nellore,120,208481,Marla Gunta
SPSR Nellore,120,234543,Vellampalli (D)
SPSR Nellore,120,208471,Amuduru
SPSR Nellore,120,208484,Nadimpalli
SPSR Nellore,120,208475,Danda Volu
Prakasam,121,235155,Samanthapudi
Prakasam,121,235143,Tummedalapadu
Prakasam,121,235139,Venkatachalampalli
Prakasam,121,235160,Botlapalem
Prakasam,121,235153,Peda Vuyyalawada
Prakasam,121,235158,Pothakamuru
Prakasam,121,235146,Ramachandrapuram
Prakasam,121,235144,Bandiveligandla
Prakasam,121,235138,Tanamchintala
Prakasam,121,235152,Korlamadugu
Prakasam,121,235135,Darsi
Prakasam,121,235141,Chandaluru
Prakasam,121,235151,Kothapalli
Prakasam,121,235154,T.S.Puram
Prakasam,121,235137,Devavaram
Prakasam,121,235159,Papireddypalem
Prakasam,121,235149,Rajampalli
Prakasam,121,235136,Pothavaram
Prakasam,121,235147,East Venkatapuram
Prakasam,121,235145,Yarraobanapalli
Prakasam,121,235156,East Choutapalem
