District Code,District Name,Mandal Code,Mandal Name,Panchayat Code,Panchayat Name
515,SPSR Nellore,5153,Seetharamapuram,208959,Gundupalle
511,Kurnool,5299,Dornipadu,204108,Gundupapala
502,Anantapur,5361,Amadagur,195787,Gunduvaripalli
502,Anantapur,5340,Talupula,196650,Gunduvaripalli
502,Anantapur,5352,Gudibanda,196066,Gunemorubagal
502,Anantapur,5345,Bukkapatnam,195910,Gunipalli
520,Visakhapatanam,4880,Nakkapalle,235732,Gunipudi
511,Kurnool,5296,Koilkuntla,204257,Gunjalapadu
503,Chittoor,5425,Santhipuram,197687,Gunjarlapalle
502,Anantapur,5328,Narpala,196338,Gunjepalle
502,Anantapur,5339,Mudigubba,196277,Gunjepalli
521,Vizianagaram,4836,Vizianagaram,213246,Gunkalam
523,West Godavari,4955,Dwarakatirumala,214437,Gunnampalle
520,Visakhapatanam,4873,Butchayyapeta,211799,Gunnempudi
504,Y.S.R.,5237,Sambepalle,198736,Gunnikuntla
520,Visakhapatanam,4843,Dumbriguda,211926,Guntagennela
503,Chittoor,5378,Srikalahasti,197774,Guntakindapalle
510,Krishna,5021,Gudivada,203129,Guntakoduru
520,Visakhapatanam,4881,Payakaraopeta,235811,Guntapalli
520,Visakhapatanam,4843,Dumbriguda,211927,Guntaseema
511,Kurnool,5282,Velgode,204724,Gunthakandala
511,Kurnool,5284,Nandyal,204469,Gunthanala
503,Chittoor,5429,Bangarupalem,196807,Gunthur
503,Chittoor,5409,Penumuru,197453,Guntipalle
503,Chittoor,5382,K.V.B.Puram,197099,Guntipedu
506,Guntur,5064,Savalyapuram H/O Kanamarlapudi,200765,Guntupalem
517,Prakasam,5105,Ballikurava,234600,Guntupalli
510,Krishna,5009,Ibrahimpatnam,203197,Guntupalli
523,West Godavari,4954,Kamavarapukota,214629,Guntupalli
517,Prakasam,5144,Pedacherlo Palle,235590,Guntupalli
519,Srikakulam,4781,Vajrapukothuru,211629,Gunupalli
520,Visakhapatanam,4852,Nathavaram,212157,Gunupudi
521,Vizianagaram,4839,Denkada,212523,Gunupuru
521,Vizianagaram,4839,Denkada,212524,Gunupurupeta
519,Srikakulam,4800,Polaki,211257,Guppadipeta
510,Krishna,5020,Mudinepalle,203442,Guraja
510,Krishna,5026,Pamidimukkala,203615,Gurajada
505,East Godavari,4922,Karapa,199279,Gurajanapalle
521,Vizianagaram,4824,Mentada,212913,Gurammavalasa
519,Srikakulam,4772,Kothuru,210949,Gurandi
519,Srikakulam,4773,Pathapatnam,211220,Gurandi
510,Krishna,5017,Kalidindi,203253,Guravaipalem
517,Prakasam,5136,Kanigiri,235449,Guravajipeta
519,Srikakulam,4796,Rajam,211312,Guravam
503,Chittoor,5376,Renigunta,197653,Guravarajupalle
517,Prakasam,5138,Santhanuthala Padu,234859,Guravareddypalem
506,Guntur,5067,Narasaraopet,200457,Guravayapalem
506,Guntur,5044,Gurazala,200208,Gurazala
504,Y.S.R.,5237,Sambepalle,198737,Guriginjakunta
510,Krishna,5031,Guduru,203168,Gurijepalli
517,Prakasam,5104,Santhamaguluru,234846,Gurijepalli
517,Prakasam,5097,Yerragondapalem,234987,Gurijepalli
521,Vizianagaram,4818,Pachipenta,212993,Gurivinaidupeta
510,Krishna,5030,Pedana,203640,Gurivindagunta
510,Krishna,5025,Thotlavalluru,203720,Gurivindapalli
521,Vizianagaram,4828,Gurla,212695,Gurla
521,Vizianagaram,4824,Mentada,212914,Gurla
520,Visakhapatanam,4854,Narsipatnam,212145,Gurmadorapalem
502,Anantapur,5309,Guntakal,196099,Gurrabadu
510,Krishna,5006,G.Konduru,203044,Gurrajupalem
520,Visakhapatanam,4882,S.Rayavaram,235838,Gurrajupeta
519,Srikakulam,4804,Laveru,211001,Gurralapalem
515,SPSR Nellore,5189,Ojili,208838,Gurram Konda
503,Chittoor,5370,Gurramkonda,197051,Gurramkonda
504,Y.S.R.,5226,Chennur,198229,Gurrampadu
520,Visakhapatanam,4862,Pendurthi,212251,Gurrampalem
503,Chittoor,5369,Peddamandyam,197394,Gurramvandlapalle
517,Prakasam,5137,Kondapi,235460,Gurrapadiya
504,Y.S.R.,5242,Veeraballe,198846,Gurrappagaripalli
505,East Godavari,4898,Jaggampeta,199185,Gurrappalem
506,Guntur,5063,Nuzendla,200505,Gurrappanaidupalem
517,Prakasam,5097,Yerragondapalem,234985,Gurrapusala
505,East Godavari,4886,Y. Ramavaram,199919,Gurthedu
519,Srikakulam,4804,Laveru,211002,Gurugubilli
515,SPSR Nellore,5183,Manubolu,208727,Gurugunda Pudi
511,Kurnool,5255,Nandavaram,204437,Gurujala
504,Y.S.R.,5217,Simhadripuram,198773,Gurujala
503,Chittoor,5418,Thavanampalle,197859,Gurukavaripalle
506,Guntur,5094,Nizampatnam,200495,Gurunadhanagar
523,West Godavari,4953,Jangareddigudem,214578,Guruvaigudem
510,Krishna,5022,Pedaparupudi,203664,Guruvindagunta
521,Vizianagaram,4837,Nellimarla,212967,Gushimi
523,West Godavari,4949,Polavaram,214983,Gutala
521,Vizianagaram,4823,Dattirajeru,212485,Gutchimi
521,Vizianagaram,4814,Seethanagaram,213131,Gutchimi
503,Chittoor,5409,Penumuru,197454,Guthavandlavuru
505,East Godavari,4931,I. Polavaram,199173,Guthinadeevi
503,Chittoor,5376,Renigunta,197654,Guthivaripalle
523,West Godavari,4984,Bhimavaram,214329,Gutlapadu
506,Guntur,5061,Bollapalle,200053,Gutlapalli
511,Kurnool,5268,Orvakal,204485,Guttapadu
503,Chittoor,5387,Kalikiri,197139,Guttapalem
504,Y.S.R.,5237,Sambepalle,198738,Guttapalle
506,Guntur,5071,Edlapadu,200165,Guttavaripalem
519,Srikakulam,4794,Burja,210665,Guttavelli
506,Guntur,5047,Piduguralla,200595,Guttikonda
520,Visakhapatanam,4847,Paderu,212186,Guttulaputtu
502,Anantapur,5356,Penukonda,196441,Gutturu
511,Kurnool,5279,Bethamcherla,204004,Gutupalle
515,SPSR Nellore,5155,Varikuntapadu,209094,Guvvadi
503,Chittoor,5421,Chittoor,196916,Guvvakallu
504,Y.S.R.,5241,Ramapuram,198715,Guvvalacheruvu
511,Kurnool,5263,Kothapalle,204314,Guvvalakuntla
503,Chittoor,5372,Kambhamvaripalle,197153,Gyarampalle
517,Prakasam,5117,Cumbum,234937,H Gudem
511,Kurnool,5279,Bethamcherla,204005,H Kottala
510,Krishna,5006,G.Konduru,203045,H Mutyalampadu
504,Y.S.R.,5246,Rajampet,198677,H. Kothapalli
511,Kurnool,5253,Pedda Kadubur,204605,H. Muravani
517,Prakasam,5130,Hanumanthuni Padu,235214,H.M.Padu
517,Prakasam,5126,Naguluppala Padu,234781,H.Nidamanuru
502,Anantapur,5328,Narpala,196339,H.Sodanapalli
519,Srikakulam,4770,Seethampeta,211521,Haddubangi
506,Guntur,5078,Tenali,200808,Haffpeta
511,Kurnool,5273,Halaharvi,204179,Halaharvi
511,Kurnool,5255,Nandavaram,204438,Halaharvi
511,Kurnool,5275,Aspari,203934,Haligera
502,Anantapur,5354,Agali,257938,Halikera
502,Anantapur,5353,Rolla,257952,Hallikunta
502,Anantapur,5351,Amarapuram,195796,Halukuru
511,Kurnool,5252,Kowthalam,204326,Halvi
511,Kurnool,5292,Maddikera (East),204385,Hampa
502,Anantapur,5331,Raptadu,196504,Hampapuram
519,Srikakulam,4772,Kothuru,210950,Hamsa
510,Krishna,5039,Koduru,203307,Hamsala Deevi
519,Srikakulam,4776,Mandasa,211031,Hamsarali
505,East Godavari,4890,Tuni,199880,Hamsavaram
502,Anantapur,5306,Kanekal,196192,Hanakanahal
511,Kurnool,5271,Adoni,203873,Hanavalu
502,Anantapur,5308,Vidapanakal,196718,Hanchanahal
511,Kurnool,5270,Gonegandla,204138,Handri Khairawadi
502,Anantapur,5318,Beluguppa,195860,Hanimireddipalli
506,Guntur,5077,Kollipara,200292,Hanuman Palem
504,Y.S.R.,5223,Yerraguntla,198921,Hanumanagutty
510,Krishna,5026,Pamidimukkala,203616,Hanumanthapuram
503,Chittoor,5401,Pichatur,197491,Hanumanthapuram
519,Srikakulam,4790,Santhabommali,211402,Hanumanthu Naidu Peta
510,Krishna,5003,Nuzvid,203564,Hanumanthulagudem
511,Kurnool,5253,Pedda Kadubur,204606,Hanumapuram
517,Prakasam,5130,Hanumanthuni Padu,235204,Hanumathapuram
511,Kurnool,5273,Halaharvi,204180,Hardagiri
502,Anantapur,5307,Bommanahal,195879,Haresamudram
502,Anantapur,5350,Madakasira,196266,Haresamudram
506,Guntur,5053,Thullur,200825,Harichandrapuram
519,Srikakulam,4782,Nandigam,211099,Haridasupuram
520,Visakhapatanam,4878,Atchutapuram,235270,Haripalem
519,Srikakulam,4778,Ichchapuram,210798,Haripuram
519,Srikakulam,4776,Mandasa,211032,Haripuram
520,Visakhapatanam,4883,Rambilli,235867,Haripuram
519,Srikakulam,4791,Kotabommali,210911,Harischandrapuram
511,Kurnool,5302,Uyyalawada,204686,Harivaram
519,Srikakulam,4782,Nandigam,211100,Harshabada
515,SPSR Nellore,5165,Anumasamudrampeta,208295,Hasanapuram
504,Y.S.R.,5241,Ramapuram,198716,Hasanapuram
505,East Godavari,4924,Ramachandrapuram,199676,Hasanbada
506,Guntur,5051,Krosuru,200334,Hassanabad
506,Guntur,5062,Vinukonda,200915,Hassanayenipalem
515,SPSR Nellore,5188,Balayapalle,208332,Hastakaveri
504,Y.S.R.,5246,Rajampet,198678,Hasthavaram
511,Kurnool,5274,Alur,203915,Hathi Belgal
502,Anantapur,5308,Vidapanakal,196719,Havaligi
517,Prakasam,5130,Hanumanthuni Padu,235219,Hazeepuram
511,Kurnool,5272,Holagunda,204191,Hebbatam
502,Anantapur,5351,Amarapuram,195797,Hemavathi
502,Anantapur,5353,Rolla,257953,Hettebetta
504,Y.S.R.,5217,Simhadripuram,198774,Himakuntha
519,Srikakulam,4783,Hiramandalam,210778,Hiramandalam
511,Kurnool,5272,Holagunda,204192,Holagunda
519,Srikakulam,4795,Santhakaviti,211438,Honjaram
519,Srikakulam,4776,Mandasa,211033,Honnali
502,Anantapur,5355,Parigi,196379,Honnampalli
511,Kurnool,5272,Holagunda,204193,Honnur
506,Guntur,5094,Nizampatnam,200496,Horrispet
511,Kurnool,5290,Pattikonda,204565,Hosur
506,Guntur,5072,Phirangipuram,200581,House Ganesh
520,Visakhapatanam,4846,Hukumpeta,212010,Hukumpeta
505,East Godavari,4907,Rajahmundry Rural,199617,Hukumpeta
511,Kurnool,5274,Alur,203916,Hulebeedu
502,Anantapur,5304,D.Hirehal,195964,Hulikal
502,Anantapur,5321,Kalyandurg,196149,Hulikal
502,Anantapur,5306,Kanekal,196193,Hulikera
502,Anantapur,5354,Agali,195776,Hullekeradevarahalli
505,East Godavari,4896,Seethanagaram,199824,Hundeswarapuram
511,Kurnool,5268,Orvakal,204486,Husainapuram
502,Anantapur,5313,Tadpatri,196632,Hussain Puram
511,Kurnool,5294,Peapally,204581,Hussainapuram
506,Guntur,5057,Pedakurapadu,200546,Hussainnagar
519,Srikakulam,4792,Jalumuru,210825,Hussainpuram
517,Prakasam,5135,Veligandla,235750,Hussanpuram
519,Srikakulam,4769,Veeraghattam,211688,Hussenpuram
505,East Godavari,4910,Samalkota,199791,Hussianpuram
505,East Godavari,4931,I. Polavaram,199174,I.Polavaram
505,East Godavari,4895,Rampachodavaram,199701,I.Polavaram
503,Chittoor,5404,Nindra,197323,I.R.Kandriga
523,West Godavari,4955,Dwarakatirumala,214438,I.S.Raghavapuram
517,Prakasam,5098,Pullalacheruvu,234969,I.T.Varam
519,Srikakulam,4806,Etcherla,210698,Ibrahimbad
510,Krishna,5009,Ibrahimpatnam,203198,Ibrahimpatnam
511,Kurnool,5255,Nandavaram,204439,Ibrahimpuram
504,Y.S.R.,5203,Duvvur,198288,Idamadaka
521,Vizianagaram,4824,Mentada,212916,Iddanavalasa
515,SPSR Nellore,5182,Venkatachalam,209122,Idimaepalle
510,Krishna,5031,Guduru,203173,Idugullapalli
502,Anantapur,5332,Settur,196563,Idukal
504,Y.S.R.,5233,Vempalle,198881,Idupalapaya
517,Prakasam,5110,Inkollu,234663,Idupulapadu
517,Prakasam,5115,Markapur,235105,Idupuru
502,Anantapur,5313,Tadpatri,196633,Igudur
519,Srikakulam,4790,Santhabommali,211403,Ijjuvaram
506,Guntur,5067,Narasaraopet,200458,Ikkurru
503,Chittoor,5379,Thottambedu,197887,Ilaganur
523,West Godavari,4989,Yelamanchili,214466,Ilapakurru
510,Krishna,5014,Nandivada,203542,Ilaparru
523,West Godavari,4980,Penugonda,214918,Ilaparru
517,Prakasam,5128,Chimakurthi,234628,Ilapavuluru
517,Prakasam,5137,Kondapi,235466,Ilavara
506,Guntur,5089,Bhattiprolu,200036,Ilavaram
505,East Godavari,4916,Biccavolu,199087,Illapalle
503,Chittoor,5405,Vijayapuram,198046,Illathuru
515,SPSR Nellore,5197,Sullurpeta,208970,Illupuru
502,Anantapur,5324,Garladinne,196009,Illuru
504,Y.S.R.,5223,Yerraguntla,198922,Illuru
511,Kurnool,5288,Banaganapalle,203963,Illurukothapeta
510,Krishna,5025,Thotlavalluru,203721,Iluru
502,Anantapur,5309,Guntakal,196100,Imampuram
517,Prakasam,5135,Veligandla,235739,Immadicheruvu
505,East Godavari,4941,Amalapuram,199025,Immidivarappadu
517,Prakasam,5108,Parchur,234818,Inagallu
503,Chittoor,5378,Srikalahasti,197775,Inagaloor
502,Anantapur,5358,Obuladevaracheruvu,196350,Inagalur
504,Y.S.R.,5221,Thondur,198821,Inagalur
515,SPSR Nellore,5173,Ananthasagaram,208271,Inagaluru
505,East Godavari,4896,Seethanagaram,199825,Inagantivari Peta
515,SPSR Nellore,5178,Kovur,208714,Inamadugu
517,Prakasam,5127,Maddipadu,234751,Inamanamelluru
503,Chittoor,5406,Nagari,197279,Inambakam
503,Chittoor,5397,Vedurukuppam,198008,Inamkothuru
503,Chittoor,5396,Pakala,197345,Inampalaguttapalle
510,Krishna,5026,Pamidimukkala,203617,Inampudi
506,Guntur,5046,Karempudi,200250,Inaparajupalli
523,West Godavari,4979,Iragavaram,214556,Inaparru
510,Krishna,5026,Pamidimukkala,203618,Inapuru
506,Guntur,5063,Nuzendla,200506,Inavolu
506,Guntur,5053,Thullur,200826,Inavolu
503,Chittoor,5381,Varadaiahpalem,197982,Indhiranagar
511,Kurnool,5265,Atmakur,203948,Indireswaram
505,East Godavari,4913,Kakinada (Rural),199238,Indra Palem
502,Anantapur,5317,Uravakonda,196683,Indravathi
505,East Godavari,4889,Kotananduru,199362,Indugapalle
510,Krishna,4990,Vatsavai,203784,Indugapalli
504,Y.S.R.,5222,Veerapunayunipalle,198860,Indukur
515,SPSR Nellore,5179,Indukurpet,208554,Indukurpet Bit2
515,SPSR Nellore,5179,Indukurpet,208555,Indukurpet1
505,East Godavari,4885,Devipatnam,199100,Indukuru
505,East Godavari,4885,Devipatnam,199101,Indukurupeta
505,East Godavari,4941,Amalapuram,199026,Indupalle
510,Krishna,5013,Unguturu,203757,Indupalli
515,SPSR Nellore,5167,Allur,208256,Indupur
511,Kurnool,5272,Holagunda,204194,Ingaladahal
502,Anantapur,5354,Agali,195777,Ingalore
521,Vizianagaram,4823,Dattirajeru,212486,Ingilapalli
510,Krishna,5015,Mandavalli,203378,Ingilipakalanka
517,Prakasam,5146,Pamur,235607,Inimerla
505,East Godavari,4930,Thallarevu,199845,Injaram
520,Visakhapatanam,4842,Peda Bayalu,212233,Injari
511,Kurnool,5302,Uyyalawada,204687,Injedu
517,Prakasam,5110,Inkollu,234669,Inkollu
510,Krishna,5018,Kruthivennu,203324,Interu
506,Guntur,5086,Amruthalur,199963,Intur
515,SPSR Nellore,5189,Ojili,208839,Inugunta
515,SPSR Nellore,5176,Podalakur,208890,Inukurthi
506,Guntur,5065,Ipur,200221,Inumella
506,Guntur,5059,Rajupalem,200668,Inumetla
504,Y.S.R.,5231,Chinthakommadinne,198252,Ippa Penta
517,Prakasam,5143,Ponnaluru,235647,Ippagunta
521,Vizianagaram,4824,Mentada,212917,Ippalavalasa
521,Vizianagaram,4822,Merakamudidam,212947,Ippalavalasa
521,Vizianagaram,4814,Seethanagaram,213132,Ippalavalasa
505,East Godavari,4920,Mandapeta,199447,Ippanapadu
506,Guntur,5054,Tadepalle,200780,Ippatam
504,Y.S.R.,5218,Lingala,198462,Ippatla
502,Anantapur,5323,Kudair,196222,Ipperu
519,Srikakulam,4802,Srikakulam,211570,Ippili
506,Guntur,5065,Ipur,200222,Ipur
506,Guntur,5088,Kollur,200308,Ipuru
506,Guntur,5088,Kollur,200309,Ipuru Lanka
520,Visakhapatanam,4847,Paderu,212187,Iradapalli
520,Visakhapatanam,4844,Araku Valley,211762,Iragai
502,Anantapur,5346,Kothacheruvu,196206,Iragampalli
523,West Godavari,4979,Iragavaram,214557,Iragavaram
515,SPSR Nellore,5198,Tada,209020,Irakam
503,Chittoor,5411,Irala,197072,Irala
511,Kurnool,5276,Devanakonda,204062,Iranbanda
511,Kurnool,5270,Gonegandla,204139,Iranbanda
511,Kurnool,5251,Kosigi,204297,Irangal
517,Prakasam,5119,Konakanamitla,235393,Irasalagundam
521,Vizianagaram,4808,Gummalakshmipuram,212665,Iridi
502,Anantapur,5354,Agali,257948,Irigepally
503,Chittoor,5412,Somala,197748,Irikipenta
515,SPSR Nellore,5163,Marripadu,208751,Irlapadu
506,Guntur,5069,Nadendla,200419,Irlapadu
506,Guntur,5064,Savalyapuram H/O Kanamarlapudi,200766,Irlapadu
503,Chittoor,5396,Pakala,197346,Irramgaripalle
505,East Godavari,4898,Jaggampeta,199186,Irripaka
503,Chittoor,5402,Satyavedu,197709,Irugulam
503,Chittoor,5404,Nindra,197324,Iruguvai
506,Guntur,5068,Muppalla,200402,Irukumpalem
505,East Godavari,4935,Ambajipeta,199043,Irusumanda
505,East Godavari,4938,Malikipuram,199414,Irusumanda
520,Visakhapatanam,4878,Atchutapuram,235271,Iruvada
520,Visakhapatanam,4861,Sabbavaram,212320,Iruvada
503,Chittoor,5411,Irala,197073,Iruvarampalle
519,Srikakulam,4793,Sarubujjili,211501,Isakalapalem
515,SPSR Nellore,5170,Buchireddipalem,208369,Isakapalem
515,SPSR Nellore,5155,Varikuntapadu,209095,Isakapalle
515,SPSR Nellore,5182,Venkatachalam,209135,Iska Palem (SARVEPALLI BIT - III
515,SPSR Nellore,5156,Kondapuram,208679,Iskadamerla
511,Kurnool,5266,Pamulapadu,204533,Iskala
519,Srikakulam,4780,Sompeta,211547,Iskala Palem
515,SPSR Nellore,5180,Thotapalligudur,209038,Iskapalem
515,SPSR Nellore,5167,Allur,208257,Iskapalli
515,SPSR Nellore,5173,Ananthasagaram,208272,Iskapalli
506,Guntur,5067,Narasaraopet,200459,Issapalem
502,Anantapur,5310,Gooty,196032,Issurarallapalli
504,Y.S.R.,5232,Pendlimarri,198599,Isuka Palli
505,East Godavari,4912,Kothapalle,199384,Isukapalli
523,West Godavari,4958,Kovvur,214645,Isukapatlapangidi
505,East Godavari,4935,Ambajipeta,199044,Isukapudi
503,Chittoor,5377,Yerpedu,198104,Isukathageli
511,Kurnool,5271,Adoni,203874,Isvi
521,Vizianagaram,4827,Cheepurupalle,212463,Itakarlapalli
523,West Godavari,4979,Iragavaram,214558,Itempudi
505,East Godavari,4926,Ravulapalem,199731,Ithakota
505,East Godavari,4923,Kajuluru,199216,Ithapudi
510,Krishna,4993,Nandigama,203518,Ithavaram
503,Chittoor,5384,Chandragiri,196874,Ithepalle
521,Vizianagaram,4810,Jiyyammavalasa,212757,Itika
511,Kurnool,5301,Kolimigundla,204278,Itikala
523,West Godavari,4949,Polavaram,214984,Itikalakota
502,Anantapur,5330,Anantapur,195809,Itikalapalli
505,East Godavari,4897,Gokavaram,199150,Itikayala Palle
521,Vizianagaram,4819,Ramabhadrapuram,213073,Itlamamidipalli
504,Y.S.R.,5209,B.Kodur,198158,Itrampeta
504,Y.S.R.,5206,Sri Avadhutha Kasinayana,198791,Itugullapadu
504,Y.S.R.,5201,Peddamudium,198564,J. Kothapalli
504,Y.S.R.,5201,Peddamudium,198565,J. Kottalapalli
505,East Godavari,4903,Peddapuram,199556,J. Thimmapuram
520,Visakhapatanam,4858,Cheedikada,211836,J.B. Puram
517,Prakasam,5131,Bestawaripeta,235074,J.B.K.Puram
517,Prakasam,5109,Karamchedu,234707,J.B.V.Palem
517,Prakasam,5131,Bestawaripeta,235084,J.C.Agrahram
521,Vizianagaram,4829,Bondapalle,212443,J.Gumadam
505,East Godavari,4898,Jaggampeta,199187,J.Kothuru
515,SPSR Nellore,5159,Bogole,208356,J.P. Gudur
517,Prakasam,5132,Racherla,235062,J.P.Cheruvu
519,Srikakulam,4805,Ranastalam,211330,J.R.Puram
502,Anantapur,5316,Vajrakarur,196704,J.Rampuram
521,Vizianagaram,4816,Bobbili,212409,J.Rangarayapuram@kvpeta
520,Visakhapatanam,4865,Bheemunipatnam,211777,J.V. Agaraharam
510,Krishna,5027,Vuyyuru,203853,Jabarlapudi
519,Srikakulam,4797,Ganguvarisigadam,210722,Jada
515,SPSR Nellore,5155,Varikuntapadu,209096,Jadadevi
506,Guntur,5084,Ponnur,200629,Jadavalli
505,East Godavari,4888,Rajavommangi,199656,Jaddangi
521,Vizianagaram,4835,Jami,212725,Jaddetivalasa
503,Chittoor,5402,Satyavedu,197710,Jaderi
519,Srikakulam,4774,Meliaputti,211065,Jadupalli
519,Srikakulam,4777,Kanchili,210860,Jadupudi
519,Srikakulam,4800,Polaki,211258,Jaduru
511,Kurnool,5289,Dhone,204087,Jagadurthi
503,Chittoor,5422,Palamaner,197367,Jagamarla
521,Vizianagaram,4824,Mentada,212918,Jagannadapuram
505,East Godavari,4905,Korukonda,199339,Jagannadha Puram
505,East Godavari,4923,Kajuluru,199217,Jagannadhagiri
521,Vizianagaram,4816,Bobbili,212410,Jagannadhapuram
523,West Godavari,4951,Gopalapuram,214541,Jagannadhapuram
510,Krishna,5023,Kankipadu,203292,Jagannadhapuram
505,East Godavari,4889,Kotananduru,199363,Jagannadhapuram
519,Srikakulam,4772,Kothuru,210951,Jagannadhapuram
523,West Godavari,4956,Nallajerla,214719,Jagannadhapuram
523,West Godavari,4964,Pedavegi,214871,Jagannadhapuram
519,Srikakulam,4790,Santhabommali,211404,Jagannadhapuram
523,West Godavari,4961,Tadepalligudem,215017,Jagannadhapuram
517,Prakasam,5118,Tarlupadu,235678,Jagannadhapuram
510,Krishna,4994,Veerullapadu,203810,Jagannadhapuram
503,Chittoor,5405,Vijayapuram,198047,Jagannadhapuram
519,Srikakulam,4797,Ganguvarisigadam,210723,Jagannadhavalasa
505,East Godavari,4924,Ramachandrapuram,199677,Jagannaikulapalem
523,West Godavari,4986,Mogalthur,214692,Jagannathapuram
523,West Godavari,4982,Poduru,214967,Jagannathapuram
505,East Godavari,4899,Kirlampudi,199318,Jagapathinagaram
502,Anantapur,5357,Puttaparthi,196478,Jagarajupalli
521,Vizianagaram,4835,Jami,212726,Jagaram
517,Prakasam,5107,Yeddana Pudi,234907,Jagarlamudi
517,Prakasam,5111,Janakavarampanguluru,234690,Jagarlamudivaripalem
519,Srikakulam,4779,Kaviti,210890,Jagathi
506,Guntur,5078,Tenali,200809,Jaggadiguntapalem
505,East Godavari,4894,Gangavaram,199132,Jaggampalem
505,East Godavari,4898,Jaggampeta,199188,Jaggampeta
520,Visakhapatanam,4855,Rolugunta,212290,Jaggampeta
505,East Godavari,4892,Sankhavaram,199808,Jaggampeta
520,Visakhapatanam,4878,Atchutapuram,235272,Jaggannapeta
506,Guntur,5071,Edlapadu,200166,Jaggapuram
521,Vizianagaram,4830,Gantyada,212573,Jaggapuram
503,Chittoor,5378,Srikalahasti,197776,Jaggarajupalle
505,East Godavari,4731,Kunavaram,202509,Jaggavaram
521,Vizianagaram,4832,Vepada,213222,Jaggayyapeta
523,West Godavari,4961,Tadepalligudem,215018,Jaggnnapeta
504,Y.S.R.,5247,Pullampeta,198660,Jaguvaripalli
523,West Godavari,4948,Buttayagudem,214351,Jainavarigudem
520,Visakhapatanam,4858,Cheedikada,211837,Jaithavaram
502,Anantapur,5304,D.Hirehal,195965,Jajarakal
523,West Godavari,4955,Dwarakatirumala,214439,Jajulakunta
521,Vizianagaram,4832,Vepada,213223,Jakeru
502,Anantapur,5310,Gooty,196033,Jakkalacheruvu
502,Anantapur,5306,Kanekal,196194,Jakkalavadiki
515,SPSR Nellore,5193,Chittamur,234541,Jakkalavari Palle
510,Krishna,5031,Guduru,203174,Jakkamcherla
510,Krishna,5011,Vijayawada (Rural),203827,Jakkampudi
523,West Godavari,4985,Kalla,214610,Jakkaram
511,Kurnool,5294,Peapally,204582,Jakkasanikuntla
503,Chittoor,5397,Vedurukuppam,198009,Jakkidona
510,Krishna,5012,Gannavaram,203091,Jakkulanekkalam
521,Vizianagaram,4824,Mentada,212919,Jakkuva
515,SPSR Nellore,5157,Jaladanki,208579,Jaladanki
506,Guntur,5071,Edlapadu,200167,Jaladi
511,Kurnool,5294,Peapally,204583,Jaladurgam
511,Kurnool,5267,Midthur,204425,Jalakanur
506,Guntur,5062,Vinukonda,200916,Jalalpalem
506,Guntur,5057,Pedakurapadu,200547,Jalalpuram
520,Visakhapatanam,4857,Madugula,212095,Jalampalle
519,Srikakulam,4777,Kanchili,210861,Jalanthrakota
505,East Godavari,4891,Rowthulapudi,199364,Jaldam
511,Kurnool,5271,Adoni,203875,Jalibenchi
505,East Godavari,4896,Seethanagaram,199826,Jalimudui
523,West Godavari,4966,Eluru,214492,Jalipudi
517,Prakasam,5135,Veligandla,235736,Jallapalem
523,West Godavari,4974,Ganapavaram,214515,Jalli Kakinada
523,West Godavari,4974,Ganapavaram,214516,Jalli Kommara
502,Anantapur,5323,Kudair,196223,Jallipalli
520,Visakhapatanam,4874,Kotauratla,235347,Jalluru
505,East Godavari,4911,Pithapuram,199577,Jalluru
519,Srikakulam,4792,Jalumuru,210826,Jalumuru
511,Kurnool,5253,Pedda Kadubur,204607,Jalvadi
521,Vizianagaram,4812,Parvathipuram,213025,Jamadala
520,Visakhapatanam,4876,Kasimkota,235299,Jamadulla Palem
515,SPSR Nellore,5157,Jaladanki,208580,Jamallapalem
504,Y.S.R.,5224,Kamalapuram,198359,Jambapuram
502,Anantapur,5333,Kundurpi,196236,Jambugumpala
502,Anantapur,5352,Gudibanda,196067,Jambulabanda
505,East Godavari,4905,Korukonda,199340,Jambupatnam
503,Chittoor,5429,Bangarupalem,196808,Jambuvaripalle
517,Prakasam,5147,Voletivaripalem,257997,Jameen Uppalapadu
521,Vizianagaram,4835,Jami,212727,Jami
510,Krishna,5022,Pedaparupudi,203665,Jamidintakurru
520,Visakhapatanam,4842,Peda Bayalu,212234,Jamiguda
515,SPSR Nellore,5192,Vakadu,209075,Jaminkothapalem
519,Srikakulam,4788,Saravakota,211476,Jammachakram
521,Vizianagaram,4833,Lakkavarapukota,212861,Jammadevipeta
520,Visakhapatanam,4857,Madugula,212096,Jammadevipeta
517,Prakasam,5136,Kanigiri,235447,Jammalamadaka
506,Guntur,5040,Macherla,200361,Jammalamadaka
517,Prakasam,5113,Mundlamuru,235561,Jammalamadaka
517,Prakasam,5115,Markapur,235095,Jammanapalli
515,SPSR Nellore,5165,Anumasamudrampeta,208296,Jammavaram
510,Krishna,4994,Veerullapadu,203811,Jammavaram
521,Vizianagaram,4812,Parvathipuram,213026,Jammidivalasa
517,Prakasam,5100,Dornala,235051,Jammidornala
521,Vizianagaram,4828,Gurla,212696,Jammu
519,Srikakulam,4799,Narasannapeta,211135,Jammu
517,Prakasam,5141,Tangutur,234886,Jammulapalem
521,Vizianagaram,4828,Gurla,212697,Jammupeta
520,Visakhapatanam,4879,Yelamanchili,235495,Jampapalem
