District Code,District Name,Mandal Code,Mandal Name,Panchayat Code,Panchayat Name
502,Anantapur,5349,Roddam,196539,Kogira
523,West Godavari,4734,Velairpadu,202794,Koida
511,Kurnool,5277,Krishnagiri,204350,Koilkonda
511,Kurnool,5296,Koilkuntla,204261,Koilkuntla
502,Anantapur,5310,Gooty,196035,Kojjepalli
510,Krishna,5031,Guduru,203179,Kokanarayanapalem
510,Krishna,4997,Tiruvuru,203743,Kokilampadu
502,Anantapur,5360,Tanakal,196671,Kokkanti
511,Kurnool,5273,Halaharvi,204182,Kokkarachedu
504,Y.S.R.,5226,Chennur,198230,Kokkarayapalli
511,Kurnool,5263,Kothapalle,204315,Kokkerancha
510,Krishna,5036,Mopidevi,203401,Kokkiligadda
519,Srikakulam,4777,Kanchili,210865,Kokkiliputtuga
523,West Godavari,4966,Eluru,214495,Kokkirailanka
523,West Godavari,4965,Pedapadu,214846,Kokkirapadu
515,SPSR Nellore,5191,Kota,208698,Kokkupadu
517,Prakasam,5115,Markapur,235092,Kolabhimunipadu
517,Prakasam,5127,Maddipadu,234749,Kolachanakota
502,Anantapur,5307,Bommanahal,195881,Kolaganahalli
506,Guntur,5095,Nagaram,200436,Kolaganivaripalem
515,SPSR Nellore,5171,Sangam,208938,Kolagatla
506,Guntur,5042,Durgi,200156,Kolagutla
506,Guntur,5078,Tenali,200812,Kolakaluru
517,Prakasam,5106,Martur,234768,Kolalapudi
503,Chittoor,5425,Santhipuram,197691,Kolamadugu
503,Chittoor,5422,Palamaner,197370,Kolamasanapalle
505,East Godavari,4907,Rajahmundry Rural,199619,Kolamuru
523,West Godavari,4976,Undi,215071,Kolamuru
523,West Godavari,4985,Kalla,214615,Kolanapalle
505,East Godavari,4923,Kajuluru,199219,Kolanka
505,East Godavari,4911,Pithapuram,199580,Kolanka
506,Guntur,5054,Tadepalle,200781,Kolanukonda
515,SPSR Nellore,5183,Manubolu,208732,Kolanukuduru
503,Chittoor,5416,Peddapanjani,197413,Kolathur
504,Y.S.R.,5216,Muddanur,198477,Kolavali
520,Visakhapatanam,4863,Anandapuram,211717,Kolavanipalem
510,Krishna,5023,Kankipadu,203296,Kolavennu
519,Srikakulam,4778,Ichchapuram,210802,Koligam
505,East Godavari,4890,Tuni,199882,Kolimeru
511,Kurnool,5301,Kolimigundla,204282,Kolimigundla
511,Kurnool,5260,Nandikotkur,204456,Kollabavapuram
503,Chittoor,5392,Madanapalle,197231,Kollabylu
503,Chittoor,5402,Satyavedu,197714,Kolladam
503,Chittoor,5408,Karvetinagar,197181,Kollagunta
503,Chittoor,5411,Irala,197076,Kollapalle
523,West Godavari,4975,Akividu,214283,Kollaparru
520,Visakhapatanam,4843,Dumbriguda,211931,Kollaputtu
517,Prakasam,5108,Parchur,234813,Kollavaripalem
504,Y.S.R.,5246,Rajampet,198680,Kollavaripalli
521,Vizianagaram,4838,Pusapatirega,213053,Kollayyavalasa
510,Krishna,4992,Penuganchiprolu,203690,Kollikulla
506,Guntur,5083,Kakumanu,200236,Kollimarla
519,Srikakulam,4790,Santhabommali,211409,Kollipadu
506,Guntur,5077,Kollipara,200293,Kollipara
519,Srikakulam,4798,Amadalavalasa,210620,Kollivalasa
519,Srikakulam,4794,Burja,210669,Kollivalasa
506,Guntur,5049,Bellamkonda,200023,Kolluru
519,Srikakulam,4777,Kanchili,210866,Kolluru
506,Guntur,5088,Kollur,200311,Kolluru
517,Prakasam,5097,Yerragondapalem,234984,Kolukula
504,Y.S.R.,5231,Chinthakommadinne,198254,Kolumula Palli
511,Kurnool,5279,Bethamcherla,204007,Kolumulapalle
523,West Godavari,4966,Eluru,214496,Komadavole
506,Guntur,5091,Pittalavanipalem,200612,Komali
502,Anantapur,5313,Tadpatri,196635,Komali
520,Visakhapatanam,4873,Butchayyapeta,211803,Komallapudi
510,Krishna,5018,Kruthivennu,203325,Komallapudi
519,Srikakulam,4792,Jalumuru,210830,Komanapalle
505,East Godavari,4932,Mummidivaram,199478,Komanapalle
519,Srikakulam,4783,Hiramandalam,210781,Komanapalli
504,Y.S.R.,5244,Penagalur,198582,Komantharaju Puram
504,Y.S.R.,5218,Lingala,198465,Komanuthala
523,West Godavari,4955,Dwarakatirumala,214441,Komara
523,West Godavari,4984,Bhimavaram,214331,Komarada
521,Vizianagaram,4807,Komarada,212788,Komarada
505,East Godavari,4936,Mamidikuduru,199434,Komarada
505,East Godavari,4931,I. Polavaram,199176,Komaragiri
505,East Godavari,4912,Kothapalle,199385,Komaragiri
505,East Godavari,4940,Allavaram,199008,Komaragiripatnam
503,Chittoor,5397,Vedurukuppam,198010,Komaragunta
505,East Godavari,4926,Ravulapalem,199733,Komaraju Lanka
519,Srikakulam,4781,Vajrapukothuru,211632,Komaralthada
523,West Godavari,4972,Tanuku,215043,Komaravaram
510,Krishna,5028,Pamarru,203591,Komaravolu
520,Visakhapatanam,4855,Rolugunta,212295,Komaravolu
515,SPSR Nellore,5179,Indukurpet,208558,Komarika
505,East Godavari,4916,Biccavolu,199089,Komaripalem
517,Prakasam,5134,Komarolu,234957,Komarole
517,Prakasam,5098,Pullalacheruvu,234973,Komarole
511,Kurnool,5268,Orvakal,204490,Komarolu
523,West Godavari,4974,Ganapavaram,214519,Komarru
510,Krishna,5020,Mudinepalle,203445,Komarru
519,Srikakulam,4799,Narasannapeta,211141,Komarthy
523,West Godavari,4985,Kalla,214616,Komatigunta
515,SPSR Nellore,5185,Sydapuram,208995,Komatigunta Rajupalem
523,West Godavari,4951,Gopalapuram,214544,Komatikunta
502,Anantapur,5326,Putlur,196464,Komatikuntla
523,West Godavari,4966,Eluru,214497,Komatilanka
521,Vizianagaram,4816,Bobbili,212416,Komatipalli
521,Vizianagaram,4823,Dattirajeru,212490,Komatipalli
523,West Godavari,4986,Mogalthur,214697,Komatithippa
523,West Godavari,4984,Bhimavaram,214332,Komatitippa (NORTH)
523,West Godavari,4974,Ganapavaram,214520,Komatlapalem
506,Guntur,5058,Sattenapalle,200756,Komerapudi
520,Visakhapatanam,4853,Golugonda,211968,Komira
520,Visakhapatanam,4856,Ravikamatham,212273,Komira
510,Krishna,4997,Tiruvuru,203744,Komireddipalli
519,Srikakulam,4786,Regidi Amadalavalasa,211369,Komiri
504,Y.S.R.,5222,Veerapunayunipalle,198861,Kommaddi
517,Prakasam,5104,Santhamaguluru,234855,Kommalapadu
515,SPSR Nellore,5183,Manubolu,208730,Kommalapudi
504,Y.S.R.,5212,Khajipet,198382,Kommaluru
505,East Godavari,4901,Thondangi,199863,Kommanapalle
504,Y.S.R.,5247,Pullampeta,198661,Kommanavaripalli
515,SPSR Nellore,5184,Gudur,208535,Kommanetur
520,Visakhapatanam,4849,Chintapalle,211854,Kommangi
523,West Godavari,4973,Attili,214298,Kommara
515,SPSR Nellore,5177,Nellore,208817,Kommarapudi
511,Kurnool,5294,Peapally,204585,Kommemarri
515,SPSR Nellore,5156,Kondapuram,208680,Kommi
520,Visakhapatanam,4851,Koyyuru,212071,Kommika
515,SPSR Nellore,5185,Sydapuram,208996,Kommipadu
523,West Godavari,4961,Tadepalligudem,215021,Kommugudem
517,Prakasam,5133,Giddalur,235009,Kommunuru
506,Guntur,5083,Kakumanu,200237,Kommur
510,Krishna,5005,Agiripalle,202917,Kommuru
519,Srikakulam,4788,Saravakota,211482,Kommusaripalli
519,Srikakulam,4787,Lakshminarsupeta,210982,Kommuvalasa
506,Guntur,5085,Tsundur,200846,Kommuvaripalem
521,Vizianagaram,4824,Mentada,212923,Kompangi
503,Chittoor,5371,Kalakada,197129,Kona
510,Krishna,5034,Machilipatnam,203352,Kona
521,Vizianagaram,4813,Makkuva,212894,Kona
521,Vizianagaram,4838,Pusapatirega,213054,Konada
517,Prakasam,5138,Santhanuthala Padu,234874,Konaganivaripalem
517,Prakasam,5119,Konakanamitla,235367,Konakanamitla
510,Krishna,4992,Penuganchiprolu,203691,Konakanchi
506,Guntur,5066,Rompicherla,200722,Konakanchivaripalem
502,Anantapur,5316,Vajrakarur,196706,Konakondla
523,West Godavari,4972,Tanuku,215044,Konala
505,East Godavari,4887,Addateegala,198948,Konalova
520,Visakhapatanam,4858,Cheedikada,211839,Konam
521,Vizianagaram,4833,Lakkavarapukota,212866,Konamasivanipalem
504,Y.S.R.,5219,Pulivendla,198648,Konampalli
504,Y.S.R.,5240,Lakkireddipalle,198450,Konampeta
519,Srikakulam,4785,Vangara,211660,Konangipadu
517,Prakasam,5106,Martur,234771,Konanki
506,Guntur,5047,Piduguralla,200600,Konanki
503,Chittoor,5430,Yadamarri,198078,Konapalle
517,Prakasam,5131,Bestawaripeta,235091,Konapalli
502,Anantapur,5335,Kanaganapalle,196174,Konapuram
502,Anantapur,5356,Penukonda,196442,Konapuram
504,Y.S.R.,5228,Vontimitta,198908,Konarajupalli
504,Y.S.R.,5210,Badvel,198169,Konasamudram
510,Krishna,4994,Veerullapadu,203814,Konatalapalli
510,Krishna,4993,Nandigama,203523,Konatamatmakuru
503,Chittoor,5379,Thottambedu,197891,Konathaneri
504,Y.S.R.,5199,Kondapuram,198428,Konavaripalli
510,Krishna,5008,Chandarlapadu,203008,Konayapalem
519,Srikakulam,4803,Ponduru,211288,Konchada
505,East Godavari,4908,Rajanagaram,199633,Konda Gunturu
515,SPSR Nellore,5192,Vakadu,209079,Konda Puram
515,SPSR Nellore,5189,Ojili,208841,Konda Valli Padu
506,Guntur,5083,Kakumanu,245325,Kondabalavaripalem
506,Guntur,5093,Bapatla,245314,Kondabhatlavaripalem
521,Vizianagaram,4810,Jiyyammavalasa,212761,Kondachilakam
519,Srikakulam,4770,Seethampeta,211526,Kondada
521,Vizianagaram,4826,Garividi,212612,Kondadadi
521,Vizianagaram,4816,Bobbili,212417,Kondadevupalli
521,Vizianagaram,4828,Gurla,212700,Kondagandredu
502,Anantapur,5339,Mudigubba,196280,Kondagattupalli
520,Visakhapatanam,4851,Koyyuru,212072,Kondagokiri
519,Srikakulam,4795,Santhakaviti,211443,Kondagudam
521,Vizianagaram,4837,Nellimarla,212970,Kondagumpam
515,SPSR Nellore,5184,Gudur,208536,Kondagunta
503,Chittoor,5413,Chowdepalle,196946,Kondaiahgari Palle
503,Chittoor,5393,Nimmanapalle,197309,Kondaigahgari Palle
511,Kurnool,5280,Panyam,204550,Kondajutur
502,Anantapur,5358,Obuladevaracheruvu,196351,Kondakamarla
521,Vizianagaram,4836,Vizianagaram,213248,Kondakarakam
520,Visakhapatanam,4878,Atchutapuram,235275,Kondakarla
506,Guntur,5067,Narasaraopet,200464,Kondakavuru
521,Vizianagaram,4819,Ramabhadrapuram,213075,Kondakenguva
521,Vizianagaram,4829,Bondapalle,212447,Kondakindam
520,Visakhapatanam,4875,Makavarapalem,235323,Kondala Agraharam
503,Chittoor,5400,Narayanavanam,197297,Kondala Cheruvu
523,West Godavari,4964,Pedavegi,214875,Kondalaraopalem
521,Vizianagaram,4822,Merakamudidam,212948,Kondalaveru
521,Vizianagaram,4824,Mentada,212924,Kondalingalavalsa
519,Srikakulam,4776,Mandasa,211035,Kondalogam
504,Y.S.R.,5228,Vontimitta,198909,Kondamachupalli
502,Anantapur,5343,Kadiri,196135,Kondamanayani Palem
511,Kurnool,5297,Rudravaram,204624,Kondamanayunipalle
511,Kurnool,5295,Owk,204509,Kondamanayunipalli
517,Prakasam,5111,Janakavarampanguluru,234676,Kondamanjuluru
503,Chittoor,5413,Chowdepalle,196947,Kondamarri
503,Chittoor,5392,Madanapalle,197232,Kondamarri Palle
515,SPSR Nellore,5165,Anumasamudrampeta,208298,Kondameeda Konduru
505,East Godavari,4885,Devipatnam,199102,Kondamodalu
506,Guntur,5084,Ponnur,200633,Kondamudi
519,Srikakulam,4805,Ranastalam,211333,Kondamulagam
517,Prakasam,5111,Janakavarampanguluru,234691,Kondamuru
510,Krishna,5017,Kalidindi,203256,Kondangi
520,Visakhapatanam,4873,Butchayyapeta,211804,Kondapalem
521,Vizianagaram,4826,Garividi,212613,Kondapalem
520,Visakhapatanam,4855,Rolugunta,212296,Kondapalem
505,East Godavari,4903,Peddapuram,199559,Kondapalle
510,Krishna,5009,Ibrahimpatnam,203202,Kondapalli
502,Anantapur,5335,Kanaganapalle,196175,Kondapalli
505,East Godavari,4888,Rajavommangi,199659,Kondapalli
510,Krishna,5000,Vissannapet,203837,Kondaparva
506,Guntur,5083,Kakumanu,200238,Kondapaturu
510,Krishna,5012,Gannavaram,203093,Kondapavuluru
517,Prakasam,5137,Kondapi,235465,Kondapi
519,Srikakulam,4792,Jalumuru,210831,Kondapolavalasa
511,Kurnool,5256,C.Belagal,204022,Kondapuram
511,Kurnool,5299,Dornipadu,204109,Kondapuram
502,Anantapur,5362,Gorantla,196053,Kondapuram
502,Anantapur,5321,Kalyandurg,196150,Kondapuram
504,Y.S.R.,5199,Kondapuram,198429,Kondapuram
519,Srikakulam,4784,Palakonda,211174,Kondapuram
502,Anantapur,5348,Ramagiri,196488,Kondapuram
519,Srikakulam,4783,Hiramandalam,210782,Kondaragolu
521,Vizianagaram,4839,Denkada,212526,Kondarajupeta
515,SPSR Nellore,5155,Varikuntapadu,234534,Kondareddy Palle (G)
517,Prakasam,5147,Voletivaripalem,235776,Kondareddypalem
515,SPSR Nellore,5155,Varikuntapadu,209098,Kondareddypalle (T)
517,Prakasam,5130,Hanumanthuni Padu,235215,Kondareddypalli
521,Vizianagaram,4826,Garividi,212614,Kondasambham
517,Prakasam,5147,Voletivaripalem,235768,Kondasamudram
504,Y.S.R.,5201,Peddamudium,198567,Kondasunkesula
521,Vizianagaram,4830,Gantyada,212575,Kondatamarapalli
519,Srikakulam,4793,Sarubujjili,211502,Kondavalasa
519,Srikakulam,4786,Regidi Amadalavalasa,211370,Kondavalsa
510,Krishna,5032,Movva,203419,Kondavaram
506,Guntur,5071,Edlapadu,200169,Kondaveedu
521,Vizianagaram,4837,Nellimarla,212971,Kondavelagada
519,Srikakulam,4781,Vajrapukothuru,211633,Kondavooru
521,Vizianagaram,4808,Gummalakshmipuram,212668,Kondawada
504,Y.S.R.,5224,Kamalapuram,198362,Kondaya Palli
506,Guntur,5065,Ipur,200223,Kondayapalem
517,Prakasam,5120,Podili,245708,Kondayapalem
515,SPSR Nellore,5154,Udayagiri,209065,Kondayapalem
520,Visakhapatanam,4873,Butchayyapeta,211805,Kondempudi
506,Guntur,5081,Prathipadu,200650,Kondepadu
503,Chittoor,5420,Gangadhara Nellore,196966,Kondepalle
517,Prakasam,5115,Markapur,235097,Kondepalli
502,Anantapur,5326,Putlur,196465,Kondepalli
502,Anantapur,5313,Tadpatri,196636,Kondepalli
523,West Godavari,4977,Palacoderu,214829,Kondepudi
505,East Godavari,4912,Kothapalle,199386,Kondevaram
520,Visakhapatanam,4845,Ananthagiri,211743,Kondiba
517,Prakasam,5148,Kandukur,235410,Kondikandukur
510,Krishna,5028,Pamarru,203592,Kondiparru
504,Y.S.R.,5220,Vemula,198896,Kondireddy Palli
515,SPSR Nellore,5177,Nellore,208818,Kondlapudi
503,Chittoor,5418,Thavanampalle,197863,Kondrajukalva
521,Vizianagaram,4840,Bhogapuram,212392,Kondrajupalem
504,Y.S.R.,5206,Sri Avadhutha Kasinayana,198794,Kondrajupalli
505,East Godavari,4731,Kunavaram,202512,Kondrajupeta
506,Guntur,5065,Ipur,200224,Kondramutla
503,Chittoor,5384,Chandragiri,196878,Kondreddy Khandriga
523,West Godavari,4949,Polavaram,214986,Kondrukota
523,West Godavari,4961,Tadepalligudem,215020,Kondruprolu
505,East Godavari,4933,Ainavilli,198962,Kondukuduru
520,Visakhapatanam,4871,Anakapalle,235234,Kondupalem
511,Kurnool,5302,Uyyalawada,204689,Kondupalle
502,Anantapur,5365,Lepakshi,196251,Kondur
506,Guntur,5050,Atchampet,199984,Konduru
504,Y.S.R.,5227,Atlur,198148,Konduru
510,Krishna,5017,Kalidindi,203257,Konduru
510,Krishna,4993,Nandigama,203524,Konduru
504,Y.S.R.,5244,Penagalur,198583,Konduru
504,Y.S.R.,5232,Pendlimarri,198600,Konduru
515,SPSR Nellore,5198,Tada,209022,Konduru
515,SPSR Nellore,5192,Vakadu,209080,Konduru
503,Chittoor,5425,Santhipuram,197692,Konerukuppam
515,SPSR Nellore,5186,Dakkili,208478,Koneswara Batla Palle
511,Kurnool,5260,Nandikotkur,204457,Konetammapalli
502,Anantapur,5335,Kanaganapalle,196176,Konetinayanipalyam
506,Guntur,5089,Bhattiprolu,200038,Konetipuram
504,Y.S.R.,5210,Badvel,198170,Kongalaveedu
517,Prakasam,5133,Giddalur,235010,Kongalaveedu
510,Krishna,5030,Pedana,203644,Kongamcherla
511,Kurnool,5258,Kallur,204224,Konganapadu
503,Chittoor,5428,Ramakuppam,197621,Konganapalle
502,Anantapur,5309,Guntakal,196103,Konganapalli
517,Prakasam,5112,Addanki,234586,Kongapadu
519,Srikakulam,4806,Etcherla,210701,Kongaram
503,Chittoor,5424,Venkatagirikota,198031,Kongatam
505,East Godavari,4922,Karapa,199281,Kongodu
511,Kurnool,5280,Panyam,204551,Konidedu
511,Kurnool,5260,Nandikotkur,204458,Konidela
517,Prakasam,5105,Ballikurava,234593,Konidena
517,Prakasam,5141,Tangutur,234875,Konijedu
510,Krishna,4996,Gampalagudem,203067,Konijerla
523,West Godavari,4945,Lingapalem,214679,Konijerla
517,Prakasam,5110,Inkollu,234671,Koniki
523,West Godavari,4965,Pedapadu,214847,Koniki
521,Vizianagaram,4825,Gajapathinagaram,212544,Konisa
523,West Godavari,4983,Veeravasaram,215131,Konithiwada
519,Srikakulam,4776,Mandasa,211036,Konkadaputti
521,Vizianagaram,4811,Garugubilli,212634,Konkadavaram
502,Anantapur,5352,Gudibanda,196069,Konkallu
520,Visakhapatanam,4853,Golugonda,211969,Konkasingi
510,Krishna,5030,Pedana,203645,Konkepudi
505,East Godavari,4916,Biccavolu,199090,Konkuduru
519,Srikakulam,4777,Kanchili,210867,Konnai Puttuga
502,Anantapur,5305,Rayadurg,196521,Kontanapalli
520,Visakhapatanam,4855,Rolugunta,212297,Konthalam
505,East Godavari,4892,Sankhavaram,199810,Konthangi
523,West Godavari,4989,Yelamanchili,214474,Kontheru
520,Visakhapatanam,4846,Hukumpeta,212012,Konthili
502,Anantapur,5312,Yadiki,196735,Konuppalapadu
506,Guntur,5050,Atchampet,199985,Konuru
521,Vizianagaram,4826,Garividi,212615,Konuru
519,Srikakulam,4789,Tekkali,211598,Konusulakothuru
504,Y.S.R.,5246,Rajampet,198681,Koochivaripalli
505,East Godavari,4929,K Gangavaram,199513,Koolla
523,West Godavari,4985,Kalla,214617,Kopalle
506,Guntur,5078,Tenali,200813,Kopalle
519,Srikakulam,4785,Vangara,211661,Kopara
523,West Godavari,4987,Narasapuram,214738,Koparru
523,West Godavari,4964,Pedavegi,214876,Koppaka
502,Anantapur,5324,Garladinne,196014,Koppalakonda
510,Krishna,5030,Pedana,203646,Koppalli
517,Prakasam,5104,Santhamaguluru,234847,Kopparam
519,Srikakulam,4785,Vangara,211662,Kopparavalasa
506,Guntur,5082,Pedanandipadu,200566,Kopparru
504,Y.S.R.,5231,Chinthakommadinne,198255,Kopparthi
505,East Godavari,4917,Anaparthy,199058,Koppavaram
503,Chittoor,5404,Nindra,197329,Koppedu
517,Prakasam,5105,Ballikurava,234604,Kopperapadu
517,Prakasam,5105,Ballikurava,234598,Kopperapalem
521,Vizianagaram,4838,Pusapatirega,213055,Kopperla
505,East Godavari,4943,Katrenikona,199306,Koppi Gunta
520,Visakhapatanam,4883,Rambilli,235869,Koppigondapalem
504,Y.S.R.,5225,Vallur,198835,Koppolu
506,Guntur,5062,Vinukonda,200917,Koppukonda
523,West Godavari,4964,Pedavegi,214877,Koppulavarigudem
506,Guntur,5040,Macherla,200363,Koppunuru
506,Guntur,5075,Pedakakani,200531,Koppuravuru
520,Visakhapatanam,4864,Padmanabham,212210,Korada
519,Srikakulam,4771,Bhamini,210646,Korama
520,Visakhapatanam,4848,G.Madugula,211948,Korapalli
519,Srikakulam,4798,Amadalavalasa,210621,Korapam
519,Srikakulam,4773,Pathapatnam,211223,Korasavada
521,Vizianagaram,4821,Therlam,213190,Koratam
511,Kurnool,5281,Gadivemula,204123,Koratamaddi
520,Visakhapatanam,4842,Peda Bayalu,212236,Koravangi
515,SPSR Nellore,5197,Sullurpeta,208973,Koridi
510,Krishna,5028,Pamarru,203593,Korimerla
515,SPSR Nellore,5171,Sangam,208939,Korimerla
505,East Godavari,4930,Thallarevu,199846,Koringa
505,East Godavari,4922,Karapa,199282,Koripalle
517,Prakasam,5122,Korisapadu,234709,Korisapadu
502,Anantapur,5325,Singanamala,196578,Korivipalle
510,Krishna,5002,Musunuru,203476,Korlagunta
519,Srikakulam,4798,Amadalavalasa,210622,Korlakota
504,Y.S.R.,5235,Galiveedu,198312,Korlakunta
504,Y.S.R.,5248,Obulavaripalle,198547,Korlakunta
521,Vizianagaram,4830,Gantyada,212576,Korlam
519,Srikakulam,4801,Gara,210754,Korlam
521,Vizianagaram,4822,Merakamudidam,212949,Korlam
519,Srikakulam,4780,Sompeta,211549,Korlam
517,Prakasam,5114,Darsi,235152,Korlamadugu
510,Krishna,5000,Vissannapet,203841,Korlamanda
510,Krishna,5019,Bantumilli,202949,Korlapadu
510,Krishna,5015,Mandavalli,203380,Korlapadu
519,Srikakulam,4786,Regidi Amadalavalasa,211371,Korllavalasa
506,Guntur,5080,Vatticherukuru,200863,Kornepadu
519,Srikakulam,4801,Gara,210755,Korni
510,Krishna,5022,Pedaparupudi,203667,Kornipadu
520,Visakhapatanam,4843,Dumbriguda,211932,Korra
510,Krishna,5020,Mudinepalle,203446,Korraguntapalem
520,Visakhapatanam,4843,Dumbriguda,211933,Korrai
502,Anantapur,5323,Kudair,196226,Korrakodu
502,Anantapur,5329,Bukkaraya Samudram,195928,Korrapadu
506,Guntur,5073,Medikonduru,200388,Korrapadu
504,Y.S.R.,5216,Muddanur,198478,Korrapadu
504,Y.S.R.,5202,Rajupalem,198703,Korrapadu
504,Y.S.R.,5208,Porumamilla,198619,Korrapatipalli
517,Prakasam,5121,Tallur,235694,Korrapativaripalem
511,Kurnool,5281,Gadivemula,204124,Korrapolur
523,West Godavari,4948,Buttayagudem,214354,Korsavarigudem
502,Anantapur,5360,Tanakal,196672,Korthikota
523,West Godavari,4963,Bhimadole,214315,Korukollu
510,Krishna,5017,Kalidindi,203258,Korukollu
523,West Godavari,4977,Palacoderu,214830,Korukollu
505,East Godavari,4905,Korukonda,199343,Korukonda
521,Vizianagaram,4836,Vizianagaram,213249,Korukonda
521,Vizianagaram,4836,Vizianagaram,213250,Korukondapalem
523,West Godavari,4960,Nidadavole,214767,Korumamidi
505,East Godavari,4928,Kapileswarapuram,199262,Korumilli
523,West Godavari,4969,Pentapadu,214901,Korumilli
523,West Godavari,4960,Nidadavole,214768,Korupalli
520,Visakhapatanam,4882,S.Rayavaram,235841,Koruprolu
506,Guntur,5086,Amruthalur,199964,Korutadiparru
515,SPSR Nellore,5179,Indukurpet,208559,Korutur
523,West Godavari,4949,Polavaram,214987,Koruturu
520,Visakhapatanam,4860,K.Kotapadu,212043,Koruvada
503,Chittoor,5405,Vijayapuram,198050,Kosala Nagaram
519,Srikakulam,4771,Bhamini,210647,Kosali
519,Srikakulam,4774,Meliaputti,211069,Kosamala
511,Kurnool,5251,Kosigi,204302,Kosigi
519,Srikakulam,4805,Ranastalam,211334,Kosta
510,Krishna,5032,Movva,203420,Kosuru
510,Krishna,5036,Mopidevi,203402,Kosuruvaripalem
503,Chittoor,5368,Thamballapalle,197836,Kosuvaripalle
506,Guntur,5071,Edlapadu,200170,Kota
505,East Godavari,4929,K Gangavaram,199514,Kota
515,SPSR Nellore,5191,Kota,208699,Kota
505,East Godavari,4886,Y. Ramavaram,199922,Kota
519,Srikakulam,4791,Kotabommali,210917,Kotabommali
503,Chittoor,5385,Chinnagottigallu,196904,Kotabylu
521,Vizianagaram,4828,Gurla,212701,Kotagandredu
503,Chittoor,5420,Gangadhara Nellore,196967,Kotagaram
503,Chittoor,5369,Peddamandyam,197396,Kotakada Palle
511,Kurnool,5297,Rudravaram,204625,Kotakonda
503,Chittoor,5368,Thamballapalle,197837,Kotakonda
503,Chittoor,5384,Chandragiri,196879,Kotala
503,Chittoor,5368,Thamballapalle,197838,Kotala
503,Chittoor,5430,Yadamarri,198079,Kotalam
517,Prakasam,5135,Veligandla,235754,Kotalapalli
523,West Godavari,4980,Penugonda,214919,Kotalaparru
503,Chittoor,5427,Kuppam,197203,Kotaluru
503,Chittoor,5382,K.V.B.Puram,197104,Kotamangapuram
505,East Godavari,4889,Kotananduru,199370,Kotananduru
506,Guntur,5059,Rajupalem,200669,Kotanemalipuri
502,Anantapur,5324,Garladinne,196015,Kotanka
510,Krishna,5001,Chatrai,203025,Kotapadu
517,Prakasam,5111,Janakavarampanguluru,234694,Kotapadu
511,Kurnool,5301,Kolimigundla,204283,Kotapadu
517,Prakasam,5143,Ponnaluru,235659,Kotapadu
505,East Godavari,4909,Rangampeta,199717,Kotapadu
519,Srikakulam,4790,Santhabommali,211410,Kotapadu
511,Kurnool,5286,Sirvel,204659,Kotapadu
502,Anantapur,5360,Tanakal,196673,Kotapalli
519,Srikakulam,4805,Ranastalam,211335,Kotapelam
515,SPSR Nellore,5197,Sullurpeta,208974,Kotapoluru
523,West Godavari,4948,Buttayagudem,214355,Kotaramachandrapuram
519,Srikakulam,4796,Rajam,211314,Kotaripuram
521,Vizianagaram,4830,Gantyada,212577,Kotarubilli
503,Chittoor,5408,Karvetinagar,197182,Kotarvedu
521,Vizianagaram,4819,Ramabhadrapuram,213076,Kotasirlam
503,Chittoor,5392,Madanapalle,197233,Kotavaripalle
503,Chittoor,5391,B.Kothakota,196775,Kotavooru
520,Visakhapatanam,4874,Kotauratla,235350,Kotavurtla
506,Guntur,5065,Ipur,200225,Kotcherla
510,Krishna,5017,Kalidindi,203259,Kotcherla
519,Srikakulam,4805,Ranastalam,211336,Kotcherla
517,Prakasam,5102,Donakonda,235165,Kotcherlakota
511,Kurnool,5254,Yemmiganur,204740,Kotekal
515,SPSR Nellore,5188,Balayapalle,208339,Kotembedu
523,West Godavari,4966,Eluru,214498,Koteswara Durga Puram
511,Kurnool,5289,Dhone,204092,Kotha Buruju
515,SPSR Nellore,5189,Ojili,208842,Kotha Cheruvu
510,Krishna,5005,Agiripalle,202918,Kotha Edara
504,Y.S.R.,5232,Pendlimarri,198601,Kotha Gangireddy Palli
504,Y.S.R.,5232,Pendlimarri,198602,Kotha Gariyam Palli
503,Chittoor,5379,Thottambedu,197892,Kotha Kandriga
511,Kurnool,5298,Allagadda,203903,Kotha Kandukur
504,Y.S.R.,5228,Vontimitta,198910,Kotha Madhavaram
505,East Godavari,4912,Kothapalle,258021,Kotha Moolapeta
515,SPSR Nellore,5196,Doravarisatram,208497,Kotha Palli
503,Chittoor,5372,Kambhamvaripalle,197156,Kotha Palli
520,Visakhapatanam,4883,Rambilli,235870,Kotha Patnam
521,Vizianagaram,4816,Bobbili,212418,Kotha Penta
515,SPSR Nellore,5162,Duttalur,208520,Kotha Peta
519,Srikakulam,4806,Etcherla,210702,Kotha Peta
504,Y.S.R.,5232,Pendlimarri,198603,Kotha Sangati Palli
505,East Godavari,4908,Rajanagaram,199634,Kotha Thungapadu
515,SPSR Nellore,5177,Nellore,208830,Kotha Vellanti
520,Visakhapatanam,4853,Golugonda,211970,Kotha Yellavaram
519,Srikakulam,4782,Nandigam,211105,Kothaagraharam
506,Guntur,5044,Gurazala,200209,Kothaambapuram
521,Vizianagaram,4825,Gajapathinagaram,212545,Kothabaggam
520,Visakhapatanam,4844,Araku Valley,211763,Kothabhalluguda
502,Anantapur,5346,Kothacheruvu,196211,Kothacheruvu
505,East Godavari,4894,Gangavaram,199134,Kothada
