mandal_name,village_code,village_name
383,579073,Kusumanapalle
136,583913,Kusumavalasa
464,581483,Kusumpolavalasa
254,580470,Kusumpuram
583,582556,Kusumuru
192,591140,Kutagundla
89,593119,Kutchupapa
240,580440,Kuttuma
280,587489,Kutukudumilli
27,587546,Kutukuluru
222,587628,Kuyyeru
361,592650,L.A.Sagaram (CT)
394,592439,L.J.Kattubadi
79,586244,L.Singavaram
420,580169,Labara
284,580117,Labba
348,583307,Labburukonda Puttu
78,581225,Labham
469,593005,Lachampalle
568,589996,Lachannagudipudi
624,579311,Lachapeta
258,594048,Laddagiri
115,596521,Laddigam
428,590007,Lagadapadu
428,590007,Lagadapadu
488,586891,Lagarayi
400,584664,Lagisapalle
524,586045,Lagisettipalem
466,581561,Laidam
162,582113,Lakhanapuram
162,582113,Lakhanapuram
158,582935,Lakhidam
136,583891,Lakka
185,581906,Lakkaguda
108,579224,Lakkagudem
275,581074,Lakkamdiddi
45,596748,Lakkanapalle
539,590033,Lakkarajugarlapadu
290,594213,Lakkasagaram
573,595216,Lakkasamudram
114,586208,Lakkavaram
174,585492,Lakkavaram
212,588183,Lakkavaram
212,588183,Lakkavaram
321,587844,Lakkavaram
555,580496,Lakkavaram
572,590998,Lakkavaram
333,590701,Lakkavaram Agraharam
302,583054,Lakkavarapu Kota Talari
302,583033,Lakkavarapukota
302,583027,Lakkavarapukota Seetharampuram
369,580688,Lakkidasupuram
303,593548,Lakkireddipalle
532,581048,Lakkivalasa
155,587094,Lakkonda
78,581200,Lakkupuram
274,592522,Lakshmakka Khandriga  @ Chembadipalem
112,596713,Lakshmambapuram
176,597076,Lakshmambapuram
375,588770,Lakshmaneswaram
375,588770,Lakshmaneswaram
375,588770,Lakshmaneswaram
375,588770,Lakshmaneswaram
546,595120,Lakshmanpalle
121,590838,Lakshmi Narayana Puram
462,590983,Lakshmi Puram
535,591312,Lakshmi Puram
447,586074,Lakshmi Puram (R)
276,586944,Lakshmidevipeta
105,587943,Lakshminarasimhapuram
465,588105,Lakshminarayana Devipeta
324,580354,Lakshminarayana Puram
419,582144,Lakshminarayanapuram
505,587672,Lakshmipolavaram
505,587672,Lakshmipolavaram
43,582544,Lakshmipuram
85,589751,Lakshmipuram
209,583097,Lakshmipuram
228,591753,Lakshmipuram
317,585917,Lakshmipuram
419,582161,Lakshmipuram
544,582271,Lakshmipuram
544,582271,Lakshmipuram
252,587906,Lakshmiwada
80,588065,Lakshmudugudem
498,586512,Lalam Koduru
633,592346,Lalapeta
568,590004,Lam
470,587297,Lampakalova
301,581988,Landagorli
116,590892,Lanja Kota
301,581979,Lankajodu
398,587785,Lankalagannavaram
429,589625,Lankalakalavagunta
405,588777,Lankalakoderu
405,588777,Lankalakoderu
213,588012,Lankalapalle
478,583194,Lankalapallipalem
78,581224,Lankam
78,581224,Lankam
557,581532,Lankam
361,592635,Lankapalem
163,589711,Lankapalle
412,589553,Lankapalle  Lanka
601,589264,Lankapalle Agraharam
350,590169,Lankelakurapadu
511,580841,Latcha Rayapuram
302,583040,Latchampeta
511,580857,Latchanna Valasa
370,588874,Latchapalem
78,581245,Latchayyapeta
544,582264,Latchayyapeta
580,587734,Latchipalem
4,586846,Latchireddipalem
520,587010,Latchireddipalem
604,594886,Lathavaram
369,580622,Lattigam
270,592824,Lavanuru
189,582834,Lavidam
402,593946,Laxmapuram
27,912442,Laxmi Narasapuram
608,580579,Laxmidevipeta @ Nuvvalarevu
626,594234,Laxminagaram
612,580793,Laxmipeta
114,586203,Laxmipuram
127,588261,Laxmipuram
166,587339,Laxmipuram
231,593887,Laxmipuram
231,593887,Laxmipuram
240,580424,Laxmipuram
292,589375,Laxmipuram
292,589375,Laxmipuram
592,588977,Laxmipuram
623,588913,Laxmipuram
367,593594,Lebaka
610,593315,Lebaka
610,593315,Lebaka
200,592129,Lebur Bit - Ii
200,592129,Lebur Bit - Ii
200,592120,Lebur Bit – I
285,592117,Leguntapadu
183,589654,Lellagaruvu
617,590320,Lemallepadu
416,586158,Lemarthi Agraharam
306,595570,Lepakshi
234,593312,Letapalle
301,581948,Levidi
375,588762,Likhithapudi
324,580372,Limbugam
116,590882,Linga Puram
116,590882,Linga Puram
92,585937,Lingabhupala Patnam
79,586236,Lingabhupala Puram Agraharam
195,594113,Lingadahalli
105,587920,Lingagudem
449,588858,Lingagudem
149,588955,Lingala
149,588955,Lingala
261,594497,Lingala
307,593208,Lingala
325,589328,Lingala
616,588810,Lingala
621,593261,Lingala
511,580840,Lingala Valasa
287,593790,Lingaladinne
119,591857,Lingalapadu
147,582753,Lingalavalasa
208,581118,Lingalavalasa
208,581118,Lingalavalasa
578,580961,Lingalavalasa
117,594648,Lingamanahalli
168,594063,Lingamdinne
167,585761,Lingamdora Palem
316,591067,Lingamgunta
428,590019,Lingamguntla
428,590019,Lingamguntla
376,590155,Lingamguntla Agraharam (Part)
132,592714,Lingampadu
547,593389,Lingampalle
654,587061,Lingamparthi
67,582318,Lingamvalasa
658,590535,Lingamvani Palle
375,588771,Lingana Boinacherla
375,588771,Lingana Boinacherla
375,588771,Lingana Boinacherla
595,594450,Linganenidoddi
19,589944,Lingapuram
215,593955,Lingapuram
277,586284,Lingapuram
354,592853,Lingapuram
533,581286,Lingapuram
583,582577,Lingapuram
523,586489,Lingarajupalem
140,588221,Lingaraopalem
260,589795,Lingareddipalem
260,589795,Lingareddipalem
279,595292,Lingareddipalle
309,591561,Lingasamudram
155,587127,Lingavaram
589,589970,Lingayapalem
243,591275,Lingojipuram
60,580085,Liviri
583,582588,Locherla
199,580458,Loddaputti
396,594031,Loddipalle
147,582761,Logisa
60,580076,Loharijola
325,589317,Lokamudi
38,587565,Lolla
508,587584,Lolla
466,581580,Lolugu
549,595010,Lolur
548,593199,Lomada
307,593209,Lopatnuthala
79,586235,Lopudi
351,589033,Lopudi
64,588735,Losarigutlapadu
64,588735,Losarigutlapadu
64,588735,Losarigutlapadu
64,588735,Losarigutlapadu
64,588735,Losarigutlapadu
64,588735,Losarigutlapadu
64,588735,Losarigutlapadu
64,588735,Losarigutlapadu
106,585199,Lothugedda
336,582707,Lothugedda
408,580247,Lothuru
209,583107,Lotlapalle
317,585889,Lova Krishnapuram
317,585888,Lovagavara Varam
406,580737,Loveedulakshmi Puram
289,585615,Lubbarthi
374,581439,Lukalam
374,581439,Lukalam
348,583525,Lungaputtu
322,587822,Lutukurru
136,583889,Lyganda
612,580787,M S Puram
173,594343,M.Chintakunta
317,585884,M.K.Vallapuram
147,582759,M.Kothavalasa
173,594354,M.Krishnapuram
122,582691,M.Lingalavalasa
140,588228,M.Nagulapalle
575,591354,M.Nidamalur
516,595392,M.Rayapuram
464,581488,Mabagam
139,592920,Machanapalle
139,592920,Machanapalle
125,594193,Machapuram
125,594193,Machapuram
368,593845,Machapuram
245,587700,Machara
20,587808,Machavaram
241,591541,Machavaram
241,591541,Machavaram
260,589789,Machavaram
310,589887,Machavaram
310,589887,Machavaram
360,591046,Machavaram
394,592477,Machavaram
508,587589,Machavaram
519,590135,Machavaram
519,590135,Machavaram
312,589731,Machavaram (R)
56,589902,Machayapalem
504,585857,Machchavanipalem
311,589805,Macherla (R)
312,589732,Machilipatnam (R)
616,588830,Machinenipalem
622,588722,Machipuri
622,588723,Machipuripalem
387,596151,Machireddigaripalle
547,593393,Machupalle
429,589644,Madaka
347,586354,Madakapalem
313,595357,Madakasira
350,590164,Madala
350,590164,Madala
558,595834,Madamala
328,592198,Madamanuru
486,593651,Madanagopalapuram
540,596327,Madanambedu
540,596327,Madanambedu
540,596334,Madanamjeri
314,596137,Madanapalle (R) (Part)
314,596137,Madanapalle (R) (Part)
232,591991,Madannagaripalle
278,591351,Madanur
374,581441,Madapam
34,593350,Madapur
436,596111,Maddaiahgaripalle
238,595145,Maddalacheruvu
238,595145,Maddalacheruvu
238,595145,Maddalacheruvu
274,592518,Maddali
52,589390,Maddetipalle
401,586126,Maddi
218,596007,Maddi Khandriga
195,594110,Maddi Lingadahalli
315,594441,Maddikera (East)
315,594440,Maddikera Agraharam
558,595851,Maddiledu
363,595471,Maddimadugu
574,595484,Maddinayanipalem
403,596192,Maddinayanipalle
403,596192,Maddinayanipalle
316,591061,Maddipadu
183,589663,Maddipatla
237,595675,Maddipatlavandlapalle
360,591042,Maddirala Muppalla
360,591035,Maddirala Padu
303,593554,Maddirevula
612,580788,Maddivalasa
510,588995,Maddulaparva
413,594000,Maddur
415,594262,Maddur
82,594629,Madduru
244,589495,Madduru
244,589495,Madduru
286,588279,Madduru
286,588281,Maddurulanka
253,591711,Maddurupadu (Part)
142,588426,Madepalle
58,591162,Madhana Pullala Cheruvu
58,591162,Madhana Pullala Cheruvu
158,582912,Madhanapuram
657,595801,Madhavamala
527,587451,Madhavapatnam
459,587466,Madhavapuram
327,593729,Madhavaram
344,589406,Madhavaram
423,594466,Madhavaram
506,593529,Madhavaram
567,588331,Madhavaram
567,588331,Madhavaram
572,590994,Madhavaram
582,596598,Madhavaram
649,597045,Madhavaram
1,588993,Madhavaram (East)
583,582584,Madhavarangarayapura Agraharam
383,579026,Madhavaraopeta
533,581267,Madhavarayapu     Ra Mayya Agraharam
533,581265,Madhavarayapuram
41,593043,Madhavarayunipalle
601,589275,Madhirapadu
6,595403,Madhudi
147,582733,Madhupada
158,582910,Madhupada
382,583157,Madhupada
156,581362,Madhupam
145,584915,Madhuramamidi
272,587391,Madhurapudi
587,589527,Madhurapuram
54,589075,Madicherla
369,580629,Madigapuram
35,594959,Madigubba
10,587654,Madiki
118,589853,Madinapadu
118,589853,Madinapadu
118,589853,Madinapadu
225,595660,Madinenipalem
5,594072,Madire
649,597039,Madireddipalle
649,597039,Madireddipalle
649,597039,Madireddipalle
139,592911,Madirepalle
9,588596,Madivada
188,589847,Madugula
317,585878,Madugula
317,585877,Madugula Koduru
317,585883,Madugulakotapadu
480,595029,Madugupalle
480,595029,Madugupalle
622,588716,Madugupolavaram
436,596110,Madunuru
8,587763,Madupalle
89,593102,Madur
89,593102,Madur
585,593246,Madur
33,586396,Maduthuru
370,588886,Magallu
8,587778,Magam
477,596549,Magandlapalle
322,587826,Magatapalle
425,583797,Maggamveedhi
30,590870,Magutur
153,596679,Mahadevamangalam
153,596679,Mahadevamangalam
84,593477,Mahadevapalle
599,588622,Mahadevapatnam
551,594333,Mahadevapuram
551,594333,Mahadevapuram
241,591535,Mahadevapuram (R)
608,580527,Mahadevipuram
229,596065,Mahal
237,595684,Mahalrajupalle
461,592051,Mahammadapuram
657,595798,Mahankalideviputtur
657,595798,Mahankalideviputtur
500,581656,Mahanthipalem
639,596381,Maharaja Puram
113,593642,Maharajapuram @siddareddipalle
51,597023,Mahasamudram
120,592312,Mahasamudram
27,587543,Mahendrawada
432,589472,Maheswarapuram
37,591818,Mahimalur
37,591818,Mahimalur
649,597041,Majara Kothapalle
649,597041,Majara Kothapalle
85,589753,Majeru
194,580726,Majjigudem
62,912621,Majjipeta
62,586136,Majjivalasa
196,584500,Majjivalasa
250,596427,Makamambavilasam
322,587821,Makanapalem
25,584356,Makanapalle
555,580492,Makannapuram
240,580410,Makarampuram
22,586181,Makavaram
319,586309,Makavarapalem
208,581097,Makivalasa
374,581458,Makivalasa
494,595320,Makkinavaripalle
320,582226,Makkuva
529,591943,Makthapuram
29,583935,Mala Singaram
532,581046,Malagam
555,580487,Malagovindapuram
317,912625,Malaguda
466,581563,Malakam
571,588127,Malakapalle
656,593837,Malakapuram
164,591181,Malakondapentagudem
414,591497,Malakondapuram
152,595250,Malameedapalle
354,592850,Malameedi Kambala Dinne
493,912456,Malapadu
117,594641,Malapanagudi
637,594714,Malapuram
140,588222,Malasanikunta
81,593862,Malasomapuram
296,595128,Malayanur
113,593627,Malemarpuram
113,593627,Malemarpuram
113,593627,Malemarpuram
113,593627,Malemarpuram
314,596134,Malepadu
467,591411,Malepadu
659,593278,Malepadu
659,593278,Malepadu
562,592234,Malichedu
644,583131,Malicherla (CT)
644,583131,Malicherla (CT)
321,587846,Malikipuram
25,584205,Malingavalasa
142,588422,Malkapuram
198,589201,Malkapuram
206,588838,Malkapuram
572,590992,Malkapuram
589,589972,Malkapuram
655,595049,Mallagundla
129,595161,Mallakalva
582,596597,Mallakunta
459,587469,Mallam
79,586272,Mallam Bhupathipalem
590,595727,Mallam Gunta
131,590633,Mallam Peta
43,582538,Mallampeta
287,593787,Mallanahatti
181,593875,Mallapuram
507,594660,Mallapuram
507,594660,Mallapuram
575,591359,Mallavar Padu
63,588364,Mallavaram
83,588285,Mallavaram
83,588285,Mallavaram
83,588285,Mallavaram
165,587234,Mallavaram
166,587340,Mallavaram
166,587340,Mallavaram
316,591057,Mallavaram
319,586312,Mallavaram
375,588761,Mallavaram
375,588761,Mallavaram
462,590963,Mallavaram
513,589830,Mallavaram
590,595714,Mallavaram
4,586835,Mallavaram Mamillu
269,591682,Mallavarappadu
540,596316,Mallavaripalem
82,594635,Mallavemula
54,589072,Mallavilli
183,589669,Mallavolu
310,589888,Mallavolu
299,590660,Mallaya Palem
132,592722,Mallayapalem
177,909989,Mallayapalem
471,590331,Mallayapalem
471,590331,Mallayapalem
585,593241,Mallela
592,588979,Mallela
442,594767,Mallenipalle
72,592939,Mallepalle
151,587366,Mallepalle
151,587366,Mallepalle
626,594220,Mallepalle
626,594220,Mallepalle
395,591344,Malleshwarapuram
52,589402,Malleswaram
308,587959,Malleswaram
454,588539,Malleswaram
454,588539,Malleswaram
191,594145,Mallikarjuna Halli
304,580905,Mallikarjunapuram
313,595356,Mallinayakanahalli
452,588638,Mallipudi
560,582966,Mallipudi
205,587245,Mallisala
302,583048,Malliveedu
302,583048,Malliveedu
369,580614,Malliveedu
406,580738,Malliveedu
104,593498,Mallur
104,593498,Mallur
193,595555,Maluguru
193,595555,Maluguru
382,583162,Malyada
371,593930,Malyala
242,594687,Malyam
55,595167,Malyavantham
330,590859,Malyavanthuni Padu
154,596585,Mamadugu
154,596585,Mamadugu
169,594750,Mamadur
88,596033,Mamandur
512,595743,Mamandur
565,592768,Mambattu
618,596212,Mambedu
205,587239,Mamidada
300,593921,Mamidalapadu (CT)
178,589610,Mamidikolla
322,587815,Mamidikuduru
409,597109,Mamidimanumoola
408,580274,Mamidimettu
22,586176,Mamidipalem
126,585992,Mamidipalle
209,583100,Mamidipalle
560,582978,Mamidipalle
352,592160,Mamidipudi
498,586497,Mamidivada
78,581218,Mamidivalasa
491,582511,Mamidivalasa
527,587448,Mamilladoddi
412,589548,Mamillapalle
468,590359,Mamillapalle
289,585601,Mampa
94,591956,Mamuduru
452,588642,Mamuduru
394,592454,Manamala
394,592481,Manavali
91,590309,Manchala
92,585924,Manchala
327,593731,Manchala
146,594266,Manchalakatta
101,591076,Manchikalapadu
513,589837,Manchikallu
39,588555,Manchili
611,596083,Manchuru
185,581919,Manda  @  Diguva Manda
589,589973,Mandadam
625,589815,Mandadi
5,594101,Mandagiri (Rural)
5,594101,Mandagiri (Rural)
175,595389,Mandalahalli
172,595514,Mandalapalle
386,588476,Mandalaparru
138,591775,Mandallanaidupalle
521,594526,Mandaloor
334,590229,Mandapadu
576,588546,Mandapaka (Part)
260,589796,Mandapakala
260,589796,Mandapakala
199,580446,Mandapalle
282,587679,Mandapalle
486,593647,Mandapalle
531,587041,Mandapam
533,581280,Mandarada
324,580328,Mandasa
533,581298,Mandavakuriti
325,589332,Mandavalli
176,597094,Mandi Krishnapuram
160,582777,Mandiravalasa
215,593947,Mandlem
554,595535,Mandli
594,590378,Manduru
475,590562,Mane Palle
257,591912,Maneguntapadu
306,595574,Manepalle
398,587796,Manepalle
398,587796,Manepalle
193,595554,Manesamudram
358,596385,Mangadu
358,596385,Mangadu
577,590919,Mangala Kunta
395,591341,Mangaladri Puram
558,595818,Mangalagunta
477,596547,Mangalam
639,596375,Mangalam
196,584479,Mangalamamidi
561,592733,Mangalampadu
473,596183,Mangalampeta
473,596183,Mangalampeta
182,592216,Mangalapur
79,586237,Mangalapuram
85,589752,Mangalapuram
185,581848,Mangalapuram
646,593385,Mangampeta
393,593708,Mangampeta (CT)
535,591327,Mangamuru
288,588155,Mangapathidevipeta
342,593162,Mangapatnam
342,593162,Mangapatnam
112,596725,Mangasamudram (CT)
422,586461,Mangavaram
131,590637,Manginapudi
312,589725,Manginapudi
312,589725,Manginapudi
459,587461,Mangiturthi
616,588818,Mangollu
26,591971,Mangupalle
26,591971,Mangupalle
26,591971,Mangupalle
3,590776,Mani Keswaram
60,580083,Maniga
369,580655,Manigam
601,589272,Manikonda
14,594157,Manikurthi
254,580468,Manikyapuram
52,589397,Manimeswaram
233,594954,Manirevu
233,594954,Manirevu
222,587620,Manjeru
235,588191,Mankenapalle
253,591716,Mannangidinne
657,595794,Mannasamudram
657,595794,Mannasamudram
468,590365,Mannava
290,594206,Mannegunta
111,592600,Mannemala
561,592753,Mannemutheri
572,590990,Mannepalle
572,590990,Mannepalle
572,590990,Mannepalle
56,589898,Mannesultanpalem
598,591593,Manneti Kota
24,595095,Mannila
46,592397,Mannuru
412,589531,Mantada
244,589487,Manthena
533,581294,Manthina
5,594082,Mantriki
128,586618,Manturu
328,592201,Manubolu
328,592201,Manubolu
119,591852,Manubolupadu
325,589304,Manugunuru
98,590187,Manukondavaripalem
98,590187,Manukondavaripalem
313,595366,Manur
205,587243,Manyanvaripalem
498,586525,Manyapuchintuva
380,585744,Manyapuratla
189,582856,Manyapuripeta
112,596707,Mapakshi
122,582659,Maradam
613,595946,Maradawada
14,594156,Marakattu
76,595278,Marala
76,595278,Marala
545,591609,Maramreddipalle
628,591248,Marapagunta
41,593039,Maratipalle
569,595186,Maravapalle Agraharam
569,595186,Maravapalle Agraharam
172,595530,Maredipalle
294,579327,Maredubaka
485,581320,Maredubaka
323,587583,Maredubaka (Part)
244,589489,Maredumaka
329,586572,Maredumilli
154,596587,Maredupalle
22,586194,Maredupudi
22,586194,Maredupudi
196,584472,Marela
237,595678,Marella
237,595678,Marella
349,590783,Marella
84,593465,Marellamadaka
364,588249,Marellamudi
1,588981,Marepalle
618,596213,Marepalle
304,580893,Mariapalle
335,580245,Maridikota
526,582394,Maripalle
108,579189,Markandeyula Peta
330,590851,Markapur (R)
83,588286,Markondapadu
162,582097,Markondaputti
320,582195,Markondaputti
80,588062,Marlagudem
120,592275,Marlagunta
195,594120,Marlamadiki
369,580653,Marlapadu
575,591355,Marlapadu
302,583035,Marlapalle
302,583035,Marlapalle
302,583035,Marlapalle
361,592627,Marlapalle
441,587344,Marlava
169,594746,Marnepalle
502,595110,Maroor
502,595110,Maroor
502,595110,Maroor
267,590937,Marri Palem
391,589069,Marribandam
295,579132,Marrigudem
269,591673,Marrigunta
366,595228,Marrikommadinne
16,581379,Marrikothavalasa
229,596072,Marrikuntapalle
229,596072,Marrikuntapalle
108,579211,Marrimaddi
190,595651,Marrimakulapalle
581,595628,Marrimakulapalle
190,595658,Marripadu
529,591938,Marripadu
532,581018,Marripadu
538,581170,Marripadu
542,579954,Marripadu
542,579954,Marripadu
335,580191,Marripadu (K)
205,587249,Marripaka
155,587079,Marripalem
498,586521,Marripalem
559,596638,Marripalle Dakshinapu Khandriga
461,592076,Marripalle Gopasamudram
332,591104,Marripudi
332,591104,Marripudi
501,587432,Marripudi
412,589533,Marrivada
499,587164,Marrivada
156,581350,Marrivalasa
208,581100,Marrivalasa
217,586010,Marrivalasa
337,582621,Marrivalasa
491,582504,Marrivalasa
504,912631,Marrivalsa
654,587056,Marriveedu
475,590557,Marrivemula
452,588649,Marteru
161,594991,Marthadu
343,595191,Marthadu
333,590695,Martur
22,586182,Marturu
504,585852,Marupaka
147,582732,Marupalle
560,582957,Marupalle
53,590475,Maruproluvaripalem (R)
53,590475,Maruproluvaripalem (R)
461,592061,Marupuru
293,594966,Marutla
33,586402,Maruturu
71,582878,Maruvada
500,581678,Maruvada
532,581032,Maruvada
612,580808,Maruvada
71,582883,Maruvada Kothavalasa
214,582052,Maruwada
422,586471,Masahebpeta
216,587727,Masakapalle
216,587727,Masakapalle
216,587727,Masakapalle
199,580457,Masakapuram
506,593536,Masapet (R)
338,594009,Masapeta
318,594325,Maseedupuram
78,581233,Masenaputhi
526,582360,Masikachintala Valasa
387,596154,Mastur
387,596154,Mastur
538,581152,Matalabpeta
237,595687,Matampalle
409,597101,Matavalam
561,592731,Mathakamudi
284,580105,Mathala
196,584450,Matham
222,587615,Mathukumilli
399,582464,Mathumuru
582,596608,Mathyam
582,596608,Mathyam
549,595015,Matlagondi
292,589374,Matlam
4,586869,Matlapadu
619,593574,Matli
619,593574,Matli
298,596097,Matlivaripalle
227,589369,Mattagunta
289,585553,Mattam Bhimavaram
218,595987,Mattamanapathattu R.Khandriga
218,595987,Mattamanapathattu R.Khandriga
308,587974,Mattamgudem
321,587843,Mattaparru
535,591324,Matti Padu
360,591044,Mattigunta
120,592317,Matumadugu
451,595432,Mavaturu
293,594972,Mavinamardhanahalli
526,582376,Mavudi
605,594611,Mayalur
196,584560,Mebha
507,594659,Mechiri
533,581277,Medamarthi
87,591452,Medanulu Vengana Palle
653,588800,Medapadu
624,579309,Medapalle
593,590571,Medapi
593,590571,Medapi
95,595313,Medapuram
191,594142,Medehal
217,586014,Medicherla
438,592879,Medidinne
334,590232,Medikonduru
229,596071,Medikurthi
442,594771,Medimakulapalle
123,588440,Medinaraopalem
86,589171,Medipalem
385,588294,Medipalle
504,585853,Medivada
655,595036,Medukurthy
149,588952,Meduru
149,588952,Meduru
412,589544,Meduru
630,593229,Meedipentla
396,594030,Meedivemula
448,588511,Meena Valluru
448,588511,Meena Valluru
336,582717,Meesalapeta
91,590303,Meesaragadda Ananthavaram
532,581031,Meghavaram
578,580971,Meghavaram
182,592228,Mekanur
467,591394,Mekapadu (Z)
558,595822,Melachur
358,596392,Melapattu
313,595358,Melavoi
313,595358,Melavoi
313,595358,Melavoi
399,582490,Meliakanchuru
335,580178,Meliaputti
335,580178,Meliaputti
458,596049,Mellacheruvu
340,589764,Mellamarthi Lanka
69,590057,Mellavagu
69,590057,Mellavagu
69,590057,Mellavagu
66,587539,Melluru
477,596552,Melumdoddi
477,596552,Melumdoddi
154,596591,Melumoy
33,586376,Melupaka Jagannadhapuram
336,582728,Mentada
336,582728,Mentada
500,581684,Mentada
622,588724,Mentepudi
177,589439,Merakagudem
337,582616,Merakamudidam
455,590218,Merikapudi
455,590218,Merikapudi
657,595785,Merlapaka
38,587570,Merlapalem
323,587576,Meruipadu
157,589232,Metlapalle
295,579102,Metta Ramavaram
93,582804,Mettapalle
463,588707,Mettaparru
156,581347,Mettavalasa
111,592578,Mettu
397,594477,Mettupalle
423,594464,Mettupalle
423,594464,Mettupalle
423,594464,Mettupalle
608,580537,Metturu
608,580537,Metturu
338,594007,Midthur
338,594007,Midthur
255,593093,Miduthuru
255,593093,Miduthuru
442,594769,Miduthuru
658,590530,Millampalle
658,590530,Millampalle
26,591980,Minagallu
75,591922,Minagallu
283,583082,Mindivalasa Ramachandrapuram
283,583082,Mindivalasa Ramachandrapuram
497,596535,Miniki
497,596535,Miniki
463,588701,Miniminchilipadu
234,593295,Mirapuram
593,590583,Miriam Palle
391,589067,Mirijapuram
248,589861,Miriyala
248,589861,Miriyala
262,594585,Mirjapuram
543,587221,Mirthipadu
47,582291,Mirthivalasa
399,582458,Mirthivalasa
533,581295,Mirthivalasa
373,594313,Mitnala
477,596540,Mittachinthavari Palle
477,596540,Mittachinthavari Palle
513,589832,Mittagudipadu
413,593998,Mittakandala
145,584945,Mittalapadu
11,594548,Mittalapalle
522,592926,Mittamanipalle
522,592926,Mittamanipalle
486,593667,Mittameedapalle
486,593667,Mittameedapalle
32,589916,Mittapalem
88,596026,Mittapalem
88,596026,Mittapalem
358,596390,Mittapalem
593,590569,Mittapalem
49,594386,Mittapalle
368,593857,Mittasompuram
182,592210,Mittathmakuru
182,592210,Mittathmakuru
179,591589,Mocherla
466,581573,Modallavalasa
164,591191,Modam Palle
472,593135,Modameedipalle (CT)
472,593135,Modameedipalle (CT)
620,579923,Modatikella
124,583218,Modavalasa
285,592115,Modegunta
282,587688,Modekurru
3,590773,Modepalle
132,592713,Modugulapalem
657,595795,Modugulapalem
533,581283,Modugulapeta
408,580288,Modugulaputti
578,581001,Moduguvalasa
10,587657,Modukuru
594,590384,Modukuru
40,589775,Modumudi
40,589775,Modumudi
40,589775,Modumudi
557,581550,Mofusbandar
557,581550,Mofusbandar
261,594499,Mogalai Uppalur
322,587818,Mogalikuduru
524,586040,Mogalipuram
524,586040,Mogalipuram
12,587870,Mogallamuru
384,592085,Mogallapalem
404,588626,Mogallu
628,591240,Mogallur
339,588756,Mogalthur
339,588756,Mogalthur
403,596191,Mogarala
176,597064,Mogaralapalle
176,597064,Mogaralapalle
51,597033,Mogili
309,591562,Mogilicherla
239,589160,Moguluru
192,591124,Mohammada Puram
15,595500,Mohammadabad
155,587073,Mohanapuram
208,581125,Mohiddinpuram
44,593061,Mohinuddinpuram
382,583139,Moidavijayaram Puram
621,593266,Moillacheruvu
158,582916,Mokalapadu
214,582048,Mokasualluwada
578,580983,Mokhalingapuram
194,580703,Mokhasa Avalangi
209,583113,Mokhasa Kothavalasa
391,589068,Mokhasa Narasannapalem
526,582392,Mokhasadandigam
160,582771,Mokhasaduggi Valasa
214,582077,Mokhasaharipuram
325,589330,Mokhasakalvapudi
526,582397,Mokhasamamidi Palle
58,591163,Moksha Gundum
317,585910,Moksha Krishnapuram
512,595770,Molagamudi
609,592537,Molaganur
14,594168,Molagavalli
111,592602,Molakalapudi
562,592251,Molakalapundla
562,592251,Molakalapundla
155,587124,Molleru
352,592166,Mollur
352,592166,Mollur
352,592166,Mollur
100,592505,Momidi
100,592505,Momidi
100,592505,Momidi
398,587794,Mondepu Lanka
174,585454,Mondigedda
618,596206,Mondivenganapalle
497,596539,Moogavadi
497,596539,Moogavadi
124,583220,Mopada
124,583220,Mopada
241,591540,Mopadu
414,591493,Mopadu
414,591493,Mopadu
21,590390,Moparru
432,589469,Moparru
340,589760,Mopidevi
340,589761,Mopidevi Lanka
604,594893,Mopidi
453,596449,Mopireddipalle
613,595966,Mopurapalle
120,592295,Mopuru
120,592295,Mopuru
210,593157,Moragudi (CT)
407,596734,Moram (Part)
204,596484,Morampalle
204,596484,Morampalle
135,590266,Morampudi
135,590266,Morampudi
525,587856,Mori
525,587856,Mori
89,593105,Morrayapalle
391,589063,Morsapudi
600,588515,Mortha
175,595386,Morubagal
20,587804,Mosalipalle
399,582462,Mosuru
528,593503,Motakatla
528,593503,Motakatla
536,596813,Motakothuru
494,595322,Motarchintalapalle
568,589997,Mothadaka
627,594280,Mothukur
627,594280,Mothukur
414,591485,Motravulapadu
297,596968,Mottakadirinur
102,591028,Motu Palle
518,595697,Motumallela
177,589445,Moturu
177,589445,Moturu
498,586507,Moturupalem
341,589689,Movva
341,589689,Movva
150,588582,Moyyeru
559,596621,Muchalamarri
530,594570,Muchalapuri
526,582399,Mucherlavalasa
199,580442,Muchindra
449,588860,Muchintala @ Bodapadu
440,594841,Muchukota
440,594841,Muchukota
402,593940,Muchumarri
402,593940,Muchumarri
563,593526,Mudampadu
447,586062,Mudapaka
634,596781,Mudaramdoddi
439,596565,Mudarampalle
143,581705,Muddada
143,581705,Muddada
485,581319,Muddadajogi Valasa
495,596991,Muddanapalle
342,593180,Muddanur (CT)
426,591417,Muddapadu
576,588542,Muddapuram
59,594236,Muddavaram
559,596626,Muddikuppam
233,594953,Muddinayanapalle
328,592194,Muddumudi
558,595838,Muddumudi
114,586230,Muddurthi
225,595663,Mudiamvaripalle
308,587980,Mudicherla
233,594949,Mudigal
530,594567,Mudigedu
204,596493,Mudigolam
204,596493,Mudigolam
204,596493,Mudigolam
204,596493,Mudigolam
344,589413,Mudinepalle
358,596393,Mudipalle
