mandal_name,village_code,village_name
489,590042,Ganapavaram
489,590042,Ganapavaram
593,590570,Ganapavaram
593,590570,Ganapavaram
359,589785,Ganapeswaram
359,589785,Ganapeswaram
215,593952,Ganapuram
611,596094,Gandaboyanapalle
270,592805,Gandaluru
257,591901,Gandavaram
257,591901,Gandavaram
257,591901,Gandavaram
648,586773,Gandempalle
151,587364,Gandepalle
239,589152,Gandepalle
372,589299,Gandepudi
114,586232,Gandhavaram
401,586122,Gandhavaram
295,579101,Gandi Kothagudem
69,590060,Gandiganumala
69,590060,Gandiganumala
23,586088,Gandigundam
210,593142,Gandikota
84,593466,Gandikovvur
597,591630,Gandipalem
597,591630,Gandipalem
99,595588,Gandladinne
480,595023,Gandlapadu
480,595023,Gandlapadu
502,595106,Gandlaparthi
502,595106,Gandlaparthi
152,595242,Gandlapenta
152,595242,Gandlapenta
152,595242,Gandlapenta
343,595193,Gandlavandlapalle
206,588836,Gandrai
154,596582,Gandrajupalle
183,589653,Gandram
433,587518,Gandredu
582,596600,Gandupalle
582,596600,Gandupalle
5,594075,Ganekal
628,591228,Ganesuni Palle
615,591669,Ganeswarapuram
201,590740,Ganga Varam
47,582307,Gangada
514,590513,Gangadipalem
514,590513,Gangadipalem
514,590513,Gangadipalem
514,590513,Gangadipalem
299,590664,Gangadona Konda
20,587805,Gangalakurru
20,587805,Gangalakurru
639,596365,Gangamamba Puram
409,597113,Gangamambapuram
214,582075,Gangammavalasa
4,586868,Gangampalem
165,912440,Gangampalem
172,595516,Gangampalle
223,912606,Ganganapalle
446,593439,Ganganapalle
556,592966,Ganganapalle
213,588026,Gangannagudem
583,582580,Gangannapadu
309,591568,Gangapalem
200,592124,Gangapatnam
200,592124,Gangapatnam
646,593382,Gangaperuru
225,595674,Gangapuram
270,592809,Gangapuram
419,582151,Gangapuram
335,580179,Gangarajapuram
335,580179,Gangarajapuram
419,582147,Gangarajapuram
544,582245,Gangarajapuram
275,581073,Gangaram
265,581801,Gangareguvalasa
23,586091,Gangasani Agraharam
616,588811,Gangavalli
57,594915,Gangavaram
188,589843,Gangavaram
188,589843,Gangavaram
216,587719,Gangavaram
234,593293,Gangavaram
285,592110,Gangavaram
520,586992,Gangavaram
535,591318,Gangavaram
535,591318,Gangavaram
535,591318,Gangavaram
535,591318,Gangavaram
535,591318,Gangavaram
545,591618,Gangavaram
551,594331,Gangavaram
226,592979,Gangayapalle
45,596757,Ganginayanipalle
144,589126,Ganginenipalem
492,596244,Gangireddi Palle
170,588132,Gangolu
170,588132,Gangolu
170,588132,Gangolu
302,583047,Gangubudi
502,595102,Gangulakunta
597,591639,Gangulavari Cheruvu Palle
597,591639,Gangulavari Cheruvu Palle
597,591639,Gangulavari Cheruvu Palle
445,589512,Ganguru (OG)
420,580172,Ganguvada
156,581345,Ganguvarisigadam
146,594264,Gani
239,589165,Ganiatukuru
239,589165,Ganiatukuru
242,594673,Ganigera
242,594673,Ganigera
105,587927,Ganijerla
196,584584,Ganika
471,590330,Ganikapudi
283,583081,Ganisettipalem
302,583056,Ganivada
267,590923,Ganivani Padu
168,594054,Ganjihalli
522,592929,Ganjikunta
607,594869,Ganjikunta
628,591231,Ganna Varam
157,589245,Gannavaram
325,589331,Gannavaram
380,585752,Gannavaram
383,579070,Gannavaram
648,586714,Gannavaram
651,590711,Gannavaram
30,590869,Gannepalle
30,590869,Gannepalle
30,590869,Gannepalle
597,591634,Gannepalle
289,585695,Gantavari Kothagudem
494,595325,Ganthimarri
282,587683,Ganti
398,587780,Ganti Pedapudi
124,583222,Gantlam
158,582934,Gantyada
243,591250,Ganuga Penta
519,595696,Ganugachintha
592,588974,Ganugapadu
592,588974,Ganugapadu
592,588974,Ganugapadu
403,596193,Ganugapenta
469,593032,Ganugapenta
577,590901,Ganugapenta
289,585669,Ganugula
128,586630,Ganugulagondi
404,588623,Garagaparru
618,596230,Garampalle
428,590006,Garapadu
601,589255,Garapadu
617,590314,Garapadu
617,590314,Garapadu
475,590554,Garapenta
337,582636,Garbham
300,593919,Gargeyapuram
300,593919,Gargeyapuram
189,582861,Garida
153,596691,Garigalapalle
69,590056,Garikapadu
69,590056,Garikapadu
69,590056,Garikapadu
224,590348,Garikapadu
224,590348,Garikapadu
291,589926,Garikapadu
587,589521,Garikaparru
382,583137,Garikapeta
189,582846,Garikavalasa
533,581271,Garikipadu
267,590952,Garimana Penta
16,581377,Garimellakotha Valasa
658,590524,Garini Penta
438,592876,Garisaluru
55,595174,Gariselapalle
292,589379,Garisepudi
126,585985,Garisingi
332,591108,Garla Peta
161,594993,Garladinne
267,590936,Garladinne
267,590936,Garladinne
440,594829,Garladinne
656,593828,Garladinne
304,580879,Garlapadu
316,591049,Garlapadu
417,590714,Garnepudi
417,590714,Garnepudi
237,595679,Garnimitta
237,595679,Garnimitta
485,581321,Garraju Cheepurupalli
71,582894,Garudabilli
242,594683,Garudachedu
408,580299,Garudakhandi
196,584419,Garudapalle
233,594944,Garudapuram
162,582124,Garugubilli
217,586018,Garugubilli
406,580759,Garugubilli
148,593485,Garugupalle
203,588665,Garuvuguntakhandrika
136,583860,Gasaba
425,583751,Gasabu
196,584574,Gasarapalle
42,596126,Gattu
207,591698,Gattupalle
207,591698,Gattupalle
217,586006,Gavarapalem
114,586207,Gavaravaram
114,586207,Gavaravaram
142,588438,Gavaravaram (CT)
435,593807,Gavigatlu
110,591017,Gavinivari Palem
110,591017,Gavinivari Palem
110,591017,Gavinivari Palem
250,596416,Gazanki
25,584340,Gazzellagaruvu
335,580214,Gedalapoluru
322,587819,Geddada
156,581369,Geddakancharam
542,580009,Geddakola
544,582235,Geddaluppi
252,587916,Geddanapalle
256,587260,Geddanapalle
214,582090,Geddatiruvada
348,583484,Gedelabanda
156,581349,Gedelapeta
612,580791,Geethanapalle
536,596824,Gesikapalle
60,580088,Ghanasara
60,580088,Ghanasara
163,589702,Ghantasala
163,589702,Ghantasala
240,580385,Ghatimukundapuram
520,587015,Gidajam
164,591202,Giddaluru (CT)
559,596628,Giddamakarajapuram
559,596628,Giddamakarajapuram
23,586095,Gidijala
319,586313,Giduthuru
162,582098,Gijaba
503,592025,Gilakapadu
503,592025,Gilakapadu
488,586914,Ginjerthi
158,582921,Ginjeru
32,589906,Ginjupalle
420,580176,Gittangi
71,582872,Gittupalle
218,595969,Gnanamamba Puram  @   P.Khandriga
156,581346,Gobburu
251,586335,Gobburu
424,590617,Gobburu
251,586334,Gobburupalem
122,582679,Gobhyam
419,582155,Gochekka
91,590299,Godavarru
91,590299,Godavarru
135,590263,Godavarru
244,589494,Godavarru
335,580230,Godda
655,595051,Goddumarri
655,595051,Goddumarri
152,595238,Godduvelagala
12,587868,Godi
12,587868,Godi
362,586438,Godicherla
82,594628,Godiganuru
209,583105,Godikommu
12,587867,Godilanka
72,592946,Godlaveedu
479,596466,Goduguchinta
618,596232,Goduguchintha
44,593072,Godugunur
322,587827,Gogannamattam
322,587827,Gogannamattam
330,590866,Goguladinne
188,589844,Gogulapadu
188,589844,Gogulapadu
431,588396,Gogulapadu
519,590139,Gogulapadu
13,591877,Gogulapalle
13,591877,Gogulapalle
431,588415,Gogunta
642,590090,Gokanakonda
623,588918,Gokarajupalle
180,596880,Gokarlapalle
466,581556,Gokarnapalle
240,580421,Gokarnapuram
335,580186,Gokarnapuram
165,587225,Gokavaram
281,593968,Gokavaram
312,589721,Gokavaram
344,589423,Gokinampadu
459,587460,Gokivada
498,586500,Gokivada
22,586198,Golagam
124,583221,Golagam
513,589831,Goli
513,589831,Goli
208,581120,Goliyaputti
302,583028,Goljam
233,594950,Golla
384,592079,Golla Kandukur
593,590581,Golla Palle
45,596744,Gollachemana Palle
43,582526,Golladi
555,580501,Gollagandi
383,579066,Gollagudem
46,592428,Gollagunta
59,594244,Gollagutta
630,593231,Gollalagudur
205,587248,Gollalagunta
404,588631,Gollalakoderu
93,582815,Gollalamulagam
93,582816,Gollalapalem
337,582626,Gollalavalasa
464,581494,Gollalavalasa
1,588984,Gollamandala
370,588895,Gollamudi
157,589230,Gollanapalle
350,590168,Gollapadu
350,590168,Gollapadu
222,587618,Gollapalem
324,580371,Gollapalem
24,595086,Gollapalle
42,596129,Gollapalle
42,596129,Gollapalle
51,597030,Gollapalle
51,597030,Gollapalle
51,597030,Gollapalle
94,591953,Gollapalle
112,596703,Gollapalle
139,592914,Gollapalle
176,597066,Gollapalle
184,594918,Gollapalle
184,594918,Gollapalle
184,594918,Gollapalle
590,595718,Gollapalle
615,591651,Gollapalle
649,597048,Gollapalle
649,597048,Gollapalle
649,597048,Gollapalle
417,590718,Gollapudi
640,589217,Gollapudi (OG)
193,595567,Gollapuram
301,581999,Gollavalasa
658,590540,Gollavidipi
658,590540,Gollavidipi
603,587898,Gollavilli
555,580515,Gollavooru
167,585762,Golugonda
380,585734,Golugondapeta
583,582565,Goluguvalasa
504,585863,Gompa
5,594106,Gonabavi (OG)
102,591025,Gonasapudi
415,594258,Gonavaram
531,587039,Gondhi Kothapalle
375,588765,Gondi
446,593428,Gondipalle
630,593236,Gondipalle
300,593914,Gondiparla
502,595104,Gondireddipalle
502,595104,Gondireddipalle
217,586020,Gondupalem
400,584653,Gonduru
256,587267,Goneda
168,594053,Gonegandla
221,589343,Gonepadu
538,581151,Gonepadu
552,596167,Gongivaripalle
451,595436,Gonipeta
105,587933,Gonnepalle
159,581522,Gonti
4,586875,Gontuvanipalem
101,591092,Gonugunta
101,591092,Gonugunta
101,591092,Gonugunta
101,591092,Gonugunta
297,596938,Gonugur
621,593270,Gonumakulapalle
634,596778,Gonumakulapalle
503,592006,Gonupalle
169,594760,Gooty (CT)
169,594755,Gooty (Rural)
442,594761,Gooty Ananta Puram
442,594761,Gooty Ananta Puram
595,594454,Gooty Erragudi
595,594454,Gooty Erragudi
496,593557,Gopagudipalle
496,593557,Gopagudipalle
560,582986,Gopalapalle
560,582986,Gopalapalle
560,582986,Gopalapalle
422,586459,Gopalapatnam
584,587315,Gopalapatnam
374,581457,Gopalapenta
3,590766,Gopalapuram
11,594533,Gopalapuram
22,586193,Gopalapuram
44,593065,Gopalapuram
170,588143,Gopalapuram
406,580773,Gopalapuram
419,582145,Gopalapuram
420,580141,Gopalapuram
505,587675,Gopalapuram
537,580940,Gopalapuram
67,582314,Gopalarayudupeta
561,592756,Gopalareddipalem
406,580734,Gopalavenkata Puram
486,593668,Gopamambapuram
148,593487,Gopanapalle
53,590458,Gopapuram
171,593077,Gopavaram
171,593077,Gopavaram
221,589335,Gopavaram
318,594326,Gopavaram
351,589043,Gopavaram
385,588304,Gopavaram
603,587902,Gopavaram
603,587902,Gopavaram
472,593134,Gopavaram (CT)
226,592983,Gopavarampalle
157,589229,Gopavarapugudem
490,592886,Gopayapalle
365,595272,Gopepalle
581,595618,Gopidinne
140,588234,Gopikunta Khandrika
602,588339,Gopinadhapatnam
616,588817,Gopinenipalem
335,580187,Goppili
312,589727,Gopuvanipalem
412,589534,Gopuvanipalem
185,581902,Gorada
404,588634,Goraganamudi
172,595519,Gorantla
258,594047,Gorantla
539,590024,Gorantla
187,590241,Gorantla (Part)
237,595695,Gorantlapalle
447,586060,Gorapalle
447,586060,Gorapalle
498,586513,Gorapudi
35,594961,Goridindla
35,594961,Goridindla
35,594961,Goridindla
210,593149,Goriganur
61,590430,Gorigapudi
355,590174,Gorijavolu
430,590341,Gorijavoluguntapalem
430,590341,Gorijavoluguntapalem
23,586094,Gorinta
441,587353,Gorinta
466,581559,Gorinta
405,588785,Gorintada
405,588785,Gorintada
495,596982,Gorivimakulapalle
67,582343,Gorla Seetharampuram
506,593531,Gorlamudiveedu
382,583141,Gorlapeta
403,596195,Gorpadu
403,596195,Gorpadu
48,590690,Gorre Padu
48,590690,Gorre Padu
48,590690,Gorre Padu
537,580934,Gorribanda
247,587602,Gorripudi
280,587487,Gorsa
577,590897,Gorugunthala Padu
415,594247,Gorukallu
445,589507,Gosala
149,588949,Gosaveedu
189,582853,Goshada
426,591430,Gosigundala
173,594349,Gospadu
243,591272,Gosulaveedu
203,588655,Goteru
287,593776,Gothuladoddi
208,581132,Gotivada
524,586043,Gotivada
317,585915,Gotivada Agraharam
633,592367,Gotlagunta
217,586027,Gotlam
84,593478,Gotlamitta
84,593478,Gotlamitta
82,594633,Gotlur
129,595154,Gotlur
160,582768,Gotnandi
194,580707,Gotta
406,580771,Gottamangala Puram
269,591691,Gottigundala
269,591691,Gottigundala
46,592399,Gottikadu
188,589839,Gottimukkala
330,590855,Gottipadia
471,590329,Gottipadu
625,589811,Gottipalla
625,589811,Gottipalla
23,586080,Gottipalle
304,580866,Gottipalle
337,582618,Gottipalle
374,581448,Gottipalle
361,592645,Gottiprolu
277,586293,Gottivada
239,589154,Gottumukkala
45,596755,Gounithimmepalle
45,596755,Gounithimmepalle
21,590398,Govada
114,586223,Govada
626,594233,Govardhanagiri
626,594233,Govardhanagiri
537,580933,Govardhanapuram
537,580933,Govardhanapuram
393,593700,Govindampalle
77,595074,Govindapalle
605,594610,Govindapalle
98,590184,Govindapuram
98,590184,Govindapuram
98,590184,Govindapuram
205,587244,Govindapuram
305,581605,Govindapuram
313,595359,Govindapuram
313,595359,Govindapuram
324,580340,Govindapuram
408,580250,Govindapuram
532,581038,Govindapuram
533,581290,Govindapuram
459,587472,Govindarajupalem
70,594704,Govindawada
551,594329,Govindpalle
313,595353,Gowdanahalli
273,593764,Gowdegallu
324,580301,Gowduguranti
366,595227,Gowkanapalle
366,595227,Gowkanapalle
26,591966,Gowravaram
206,588850,Gowravaram
253,591721,Gowravaram
114,586215,Gowripatnam
127,588264,Gowripatnam
172,595533,Gowrivaripalle
13,591879,Graddagunta
394,592484,Graddagunta
71,582877,Grahapati Agraharam
507,594663,Gramadatla
507,594663,Gramadatla
562,592249,Griddalur
11,594535,Gubagundam
12,587862,Gudala
274,592521,Gudali
542,579952,Gudangi
341,589688,Gudapadu
321,587849,Gudapalle
321,587849,Gudapalle
321,587849,Gudapalle
458,596058,Gudarevupalle
97,590442,Gudavalli
640,589214,Gudavalli
269,591674,Gudavalluru (Kondapuram)
170,588136,Guddigudem
504,585862,Guddipa
189,582844,Gudem
189,582844,Gudem
557,581543,Gudem
578,580981,Gudem
623,588900,Gudem  Madhavaram
210,593139,Gudemcheruvu
305,581619,Gudemgolugula Valasa
43,582537,Gudepuvalasa
65,583239,Gudepuvalasa
65,583239,Gudepuvalasa
175,595384,Gudibanda
225,595669,Gudibanda
216,587715,Gudigalla Bhaga
123,588451,Gudigunta
123,588451,Gudigunta
656,593834,Gudikal
287,593772,Gudikambali
657,595806,Gudimallam
657,595806,Gudimallam
395,591334,Gudimella Padu
321,587842,Gudimellanka
321,587842,Gudimellanka
321,587842,Gudimellanka
86,589168,Gudimetla
483,591180,Gudimetla
86,589175,Gudimetlapalem
525,587857,Gudimula Kandrika
28,591830,Gudipadu
131,590642,Gudipadu
139,592917,Gudipadu
139,592917,Gudipadu
181,593879,Gudipadu
243,591263,Gudipadu
291,589927,Gudipadu
291,589927,Gudipadu
291,589927,Gudipadu
423,594472,Gudipadu
423,594472,Gudipadu
650,594796,Gudipadu
176,597080,Gudipala
176,597080,Gudipala
539,590028,Gudipudi
65,583245,Gudivada
147,582731,Gudivada
275,581053,Gudivada
441,587351,Gudivada
523,586494,Gudivada
523,586494,Gudivada
523,586494,Gudivada
523,586494,Gudivada
579,590290,Gudivada
579,590290,Gudivada
579,590290,Gudivada
635,583023,Gudivada
635,583023,Gudivada
635,583023,Gudivada
177,589447,Gudivada (R)
47,580792,Gudivada Agraharam
47,580792,Gudivada Agraharam
47,580792,Gudivada Agraharam
142,588432,Gudivakalanka
142,588432,Gudivakalanka
504,585851,Gudiwada
228,591754,Gudladona
228,591754,Gudladona
228,591754,Gudladona
297,596937,Gudlakadirepalle
178,589606,Gudlavalleru
179,591580,Gudluru
179,591580,Gudluru
183,589673,Guduru
183,589673,Guduru
182,592231,Guduru  (west) (OG)
182,592230,Guduru (East) (OG)
266,591208,Guduru Moravai Palle
198,589202,Gudurupadu
378,595064,Gugudu
378,595064,Gugudu
378,595064,Gugudu
189,582859,Gujjangivalasa
49,594392,Gulam Nabipeta
49,594371,Gulamaliabad
607,594866,Gulapalem
564,587998,Gulapalle
562,592243,Gulimcherla
283,583078,Gulivindada
93,582799,Gulivindada Agraharam
261,594508,Gulladurthi
149,588954,Gullapudi
351,589034,Gullapudi
351,589034,Gullapudi
533,581260,Gullaseetharama Puram
533,581260,Gullaseetharama Puram
425,583665,Gulleluputtu
217,586019,Gullepalle
362,586437,Gullipadu
524,586039,Gullipalle
542,579994,Gumada
71,582882,Gumadam
71,582882,Gumadam
449,588862,Gummadidurru
196,584539,Gummadiganduva
196,584568,Gummadigunta
289,585649,Gummadimanupalem
184,594927,Gummagatta
184,594927,Gummagatta
185,581913,Gummalakshmipuram
414,591479,Gummalampadu
165,587229,Gummalladuddi
504,585847,Gummallapadu
463,588709,Gummaluru
39,588551,Gummampadu
69,590058,Gummanampadu
109,594433,Gummanur
42,596125,Gummasamudram
380,585730,Gummidigonda
10,587658,Gummileru
9,588591,Gummuluru
9,588591,Gummuluru
478,583190,Gumpam
551,594339,Gumparamandinne
28,591831,Gumparlapadu
653,588795,Gumparru
653,588795,Gumparru
653,588795,Gumparru
307,593211,Gunakanepalle
608,580560,Gunalapadu
265,581819,Gunanupuram
186,594723,Gundala
383,579046,Gundala
257,591907,Gundalammapalem
455,590216,Gundalapadu
240,580404,Gundam
641,591764,Gundemadakala
364,588244,Gundepalle @ Chodavaram(East)
364,588244,Gundepalle @ Chodavaram(East)
73,594928,Gundiganihalli
566,589979,Gundimeda
566,589979,Gundimeda
51,597026,Gundla Kattamanchi
51,597026,Gundla Kattamanchi
316,591052,Gundla Palle
332,591094,Gundla Samudram
397,594478,Gundla Singavaram
148,593486,Gundlacheruvu
125,594203,Gundlakonda
125,594203,Gundlakonda
438,592864,Gundlakunta
585,593247,Gundlamadugu
547,593398,Gundlamoola
625,589813,Gundlapadu
625,589813,Gundlapadu
179,591577,Gundlapalem
384,592101,Gundlapalem (OG) (Part)
204,596482,Gundlapalle
204,596482,Gundlapalle
381,590045,Gundlapalle
407,596738,Gundlapalle
563,593518,Gundlapalle
563,593518,Gundlapalle
581,595622,Gundlapalle
229,596066,Gundloor
229,596066,Gundloor
486,593649,Gundluru
358,596384,Gundrajukuppam (R)
358,596384,Gundrajukuppam (R)
81,593864,Gundrevula
81,593864,Gundrevula
517,585820,Gundubadu
154,596580,Gundugallu
63,588361,Gundugolanu
140,588213,Gundugolanukunta
167,585778,Gundupala
312,589734,Gundupalem
545,591608,Gundupalle
134,594551,Gundupapala
295,579118,Gunduvarigudem
175,595387,Gunimorubagal
343,595203,Gunjepalle
343,595203,Gunjepalle
499,587142,Gunjugudem
644,583115,Gunkalam
140,588231,Gunnampalle
140,588231,Gunnampalle
17,587883,Gunnapalle Agraharam
79,586252,Gunnempudi
528,593504,Gunnikuntla
87,591466,Guntachennam Palle
376,590147,Guntagarlapadu
186,594732,Guntakal (R)
558,595850,Guntakindapalle
177,589444,Guntakoduru
422,586458,Guntapalle
136,583890,Guntaseema
627,594282,Gunthakandala
373,594316,Gunthanala
453,596448,Guntipalle
453,596448,Guntipalle
453,596448,Guntipalle
218,595972,Guntipedu
48,590687,Guntupalle
48,590687,Guntupalle
187,590243,Guntur (R)
556,592960,Guntuvaripalle
111,592577,Gunupadu
111,592577,Gunupadu
362,586443,Gunupudi
362,586443,Gunupudi
380,585735,Gunupudi
124,583204,Gunupuru
124,583204,Gunupuru
124,583204,Gunupuru
344,589412,Guraja
247,587597,Gurajanapalle
247,587597,Gurajanapalle
379,585792,Guramdorapalem
284,580123,Gurandi
420,580167,Gurandi
212,588184,Guravaigudem
212,588184,Guravaigudem
212,588184,Guravaigudem
564,587989,Guravaigudem
243,591283,Guravajipeta
485,581313,Guravam
461,592064,Guravayapalem
412,589532,Gurazada
188,589846,Gurazala
188,589846,Gurazala
528,593505,Guriginjakunta
658,590546,Gurije Palle
534,590673,Gurijepalle
25,584398,Gurilova
429,589634,Gurivindagunta
432,589482,Gurivindagunta
328,592196,Gurivindapudi
503,592012,Gurivindapudi
548,593193,Gurjala
183,589659,Gurjepalle
189,582854,Gurla
336,582726,Gurlatammaraju Peta
336,582726,Gurlatammaraju Peta
144,589135,Gurrajupalem
412,589540,Gurrala Lanka
267,590935,Gurrala Madugu
287,593773,Gurraladoddi
574,595496,Gurrambailu
336,582713,Gurramma Valasa
96,593341,Gurrampadu
447,586063,Gurrampalem
517,585827,Gurrampeta
268,591292,Gurrappadia
205,587250,Gurrappalem
658,590537,Gurrapusala
305,581608,Gurugubilli
368,593858,Gurujala
582,596602,Gurukavaripalle
588,595894,Gurukulapalem
535,591314,Guruvareddy Palem
399,582463,Guruvinaidupeta
382,583155,Gushini
465,588109,Gutala
544,582237,Gutchimi
197,587745,Guthinadeevi
197,587745,Guthinadeevi
197,587745,Guthinadeevi
69,590062,Gutlapalle
69,590062,Gutlapalle
396,594028,Guttapadu
229,596076,Guttapalem
528,593511,Guttapalle
78,581249,Guttavalli
457,589881,Guttikonda
457,589881,Guttikonda
400,584637,Guttulaputtu
451,595425,Gutturu
451,595425,Gutturu
59,594240,Gutupalle
59,594240,Gutupalle
59,594240,Gutupalle
615,591662,Guvvadi
615,591662,Guvvadi
615,591662,Guvvadi
496,593558,Guvvalacheruvu
281,593966,Guvvalakunta
281,593966,Guvvalakunta
237,595688,Gyarampalle
435,593815,H  Murvari
435,593815,H  Murvari
435,593815,H  Murvari
117,594645,H.Hossahalli
335,580239,Haddivada
542,579996,Haddubhangi
191,594139,Halaharvi
31,594179,Haligera
18,595373,Halukuru
287,593775,Halvi
315,594443,Hampa
315,594443,Hampa
502,595103,Hampapuram
596,586976,Hamsavaram
242,594689,Hanakanahal
5,594065,Hanavalu
637,594709,Hanchanahal
168,594059,Handri Khairawadi
659,593280,Hanumanagutti
192,591122,Hanumantha Puram
262,594597,Hanumanthagundam
16,581401,Hanumanthapuram
412,589539,Hanumanthapuram
391,589051,Hanumanthunigudem
192,591142,Hanumanthunipadu
634,596775,Hanumapalle
319,586295,Harappa Agraharam
191,594141,Hardagiri
70,594695,Haresamudram
313,595363,Haresamudram
275,581084,Harichandrapuram
369,580650,Haridasupuram
33,586383,Haripalem
199,580448,Haripuram
324,580365,Haripuram
498,586501,Haripuram
419,582175,Haripuram Karadavalasa
78,581196,Haripurampallapuram
589,589954,Harischandrapuram
605,594602,Harivaram
295,579090,Harvegudem
616,588823,Hasanabada
496,593564,Hasanapuram
493,587650,Hasanbada
291,589925,Hassanbada
46,592409,Hastakaveri
486,593658,Hastavaram
14,594167,Hathi Belgal
637,594716,Havaligi
144,589148,Haveli Mutyalampadu
378,595065,Haveli Sodanapalle
378,595065,Haveli Sodanapalle
455,590224,Havusuganesa
192,591143,Hazee Puram
192,591143,Hazee Puram
195,594112,Hebbatam
18,595375,Hemavathi
307,593214,Herojipuram
548,593195,Himakuntla
195,594117,Holagunda
533,581278,Honjaram
324,580309,Honnali
421,594416,Hosur
530,594560,Hothramandinne
196,584466,Hukumpeta
369,580635,Hukumpeta
484,909971,Hukumpeta (CT)
14,594161,Hulebeedu
117,594657,Hulikal
233,594941,Hulikal
242,594675,Hulikera
242,594675,Hulikera
6,595405,Hulikeradevarahalli
543,587222,Hundeswarapuram
396,594026,Husainapuram
570,594821,Husenapuram
628,591237,Hussain Puram
49,594358,Hussainapuram
428,590008,Hussainnagaram
312,589716,Hussainpalem
197,587748,I. Polavaram
140,588209,I.S.Jagannadhapuram
140,588209,I.S.Jagannadhapuram
368,593844,Ibharampuram
143,581693,Ibrahimbad
294,579350,Ibrahimpeta
301,581970,Ichapuram
139,592903,Idamadaka
139,592903,Idamadaka
139,592903,Idamadaka
336,582719,Iddanavalasa
632,592183,Idimepalle
183,589668,Idugullapalle
201,590736,Idupulapadu
629,593461,Idupulapaya
330,590848,Idupur
570,594811,Igudur
532,581015,Ijjuvaram
376,590156,Ikkurru
376,590156,Ikkurru
588,595893,Ilaganur
652,588798,Ilapakurru
653,588798,Ilapakurru
653,588798,Ilapakurru
653,588798,Ilapakurru
653,588798,Ilapakurru
653,588798,Ilapakurru
653,588798,Ilapakurru
372,589285,Ilaparru
450,588677,Ilaparru
101,591070,Ilapavuluru
101,591070,Ilapavuluru
268,591304,Ilavera
485,581316,Illamnaidu Valasa
66,587527,Illapalle
639,596378,Illathuru
561,592734,Illupuru
161,594984,Illuru
659,593276,Illuru
587,589529,Iluru
628,591244,Immadi Cheruvu
628,591244,Immadi Cheruvu
476,593673,Immanur
17,587886,Immidivarappadu
417,590716,Inagallu
417,590716,Inagallu
417,590716,Inagallu
6,595400,Inagalore
26,591968,Inagalur
26,591968,Inagalur
392,595456,Inagalur
392,595456,Inagalur
558,595810,Inagalur
558,595810,Inagalur
558,595810,Inagalur
585,593244,Inagalur
285,592118,Inamadugu
316,591064,Inamanamellur
316,591064,Inamanamellur
618,596208,Inamkothuru
412,589537,Inampudi
203,588669,Inaparru
412,589552,Inapuru
390,590095,Inavolu
390,590095,Inavolu
36,593979,Indireswaram
Donakonda,590630,Indla Cheruvu
223,912426,Indrapalem
604,594894,Indravathi
276,586951,Indugapalle
276,586951,Indugapalle
616,588814,Indugapalle
621,593264,Indukur
200,592131,Indukurpet Bit - I
200,592130,Indukurpet Bit - Ii
200,592130,Indukurpet Bit - Ii
506,593538,Indukurupalle
128,586640,Indukurupeta
17,587882,Indupalle
601,589278,Indupalle
13,591886,Indupuru
195,594109,Ingaladahal
122,582672,Ingilapalle
325,589312,Ingilipakalanka
414,591483,Inimerla
414,591483,Inimerla
580,587737,Injaram
605,594614,Injedu
201,590739,Inkollu
292,589384,Interu
21,590397,Intur
394,592441,Inugunta
461,592075,Inukurthy
202,590119,Inumella
202,590119,Inumella
467,591414,Ippagunta
336,582711,Ippalavalasa
337,582645,Ippalavalasa
544,582241,Ippalavalasa
323,587579,Ippanapadu
100,592510,Ippapudi
566,589978,Ippatam
566,589978,Ippatam
293,594968,Ipperu
293,594968,Ipperu
557,581551,Ippili
557,581551,Ippili
557,581551,Ippili
377,596282,Ipppam Thangal
614,579288,Ippuru
202,590122,Ipur
264,590414,Ipur
264,590414,Ipur
110,591016,Ipuru Palem (Part)
110,591016,Ipuru Palem (Part)
110,591016,Ipuru Palem (Part)
110,591016,Ipuru Palem (Part)
110,591016,Ipuru Palem (Part)
110,591016,Ipuru Palem (Part)
279,595297,Iragampalle
203,588666,Iragavaram
203,588666,Iragavaram
203,588666,Iragavaram
565,592790,Irakam
204,596485,Irala
204,596485,Irala
168,594057,Iranbanda
168,594057,Iranbanda
273,593753,Irangal
284,580119,Irapadu
284,580119,Irapadu
267,590955,Irasalagundam
33,586390,Iravada
553,596503,Irikipenta
331,591796,Irlapadu
355,590180,Irlapadu
355,590180,Irlapadu
355,590180,Irlapadu
499,587183,Irlapalle
205,587240,Irripaka
540,596318,Irugulam
388,596357,Iruguvai
388,596357,Iruguvai
196,584482,Irukurai
20,587803,Irusumanda
321,587848,Irusumanda
524,586055,Iruvada
75,591918,Isakapalem
13,591876,Isakapalle
269,591670,Iskadamerla
413,593994,Iskala
400,584680,Iskali
615,591661,Iskapalli
613,595943,Isukapalem
514,590507,Isukapalle (R)
499,587143,Isukapatla
20,587807,Isukapudi
657,595790,Isukathageli
475,590564,Isukatripuravaram
5,594102,Isvi (OG)
160,582767,Itamvalasa
203,588663,Itempudi
505,587676,Ithakota
222,587624,Ithapudi
370,588881,Ithavaram
88,596034,Ithepalle
88,596034,Ithepalle
88,596034,Ithepalle
556,592976,Itigullapadu
556,592976,Itigullapadu
214,582086,Itika
262,594588,Itikala
262,594588,Itikala
24,912457,Itikalapalle
24,912457,Itikalapalle
